room_dim_meter,theta_true,RSS1_dB,RSS2_dB
4,-153,-65.45008191,-53.56773321
4,-152,-65.32767901,-53.54581399
4,-151,-65.20438323,-53.54379984
4,-150,-65.07996004,-53.56136503
4,-149,-64.9573423,-53.5989023
4,-148,-64.8362012,-53.65506363
4,-147,-64.71881673,-53.73123518
4,-146,-64.60462793,-53.82509272
4,-145,-64.49552641,-53.93894897
4,-144,-64.39063746,-54.06958967
4,-143,-64.29167493,-54.22014037
4,-142,-64.19741352,-54.38662395
4,-141,-64.10954093,-54.57281553
4,-140,-64.02648031,-54.77414589
4,-139,-63.94998887,-54.99482245
4,-138,-63.87816613,-55.22990237
4,-137,-63.81288474,-55.48374763
4,-136,-63.75197164,-55.7513141
4,-135,-63.69741805,-56.03677212
4,-134,-63.64684784,-56.33530957
4,-133,-63.60233658,-56.65048168
4,-132,-63.56138965,-56.97811048
4,-131,-63.52609852,-57.32062719
4,-130,-63.49394811,-57.67496568
4,-129,-63.46694289,-58.04183326
4,-128,-63.44265899,-58.41983321
4,-127,-63.42287254,-58.80725807
4,-126,-63.40537912,-59.20501664
4,-125,-63.39153773,-59.60821465
4,-124,-63.37951487,-60.02077179
4,-123,-63.37000152,-60.43377814
4,-122,-63.36172098,-60.85491725
4,-121,-63.35436247,-61.2704246
4,-120,-63.3474446,-61.6925101
4,-119,-63.33921167,-62.10178142
4,-118,-63.33029627,-62.5156886
4,-117,-63.31691653,-62.908617
4,-116,-63.30125832,-63.30383943
4,-115,-63.27677283,-63.66925437
4,-114,-63.24781536,-64.03430147
4,-113,-63.20417293,-64.36063245
4,-112,-63.15323372,-64.68382914
4,-111,-63.08012087,-64.96019603
4,-110,-62.99643292,-65.23092232
4,-109,-62.88165321,-65.44858315
4,-108,-62.75309451,-65.65880823
4,-107,-62.58383604,-65.81266507
4,-106,-62.39860063,-65.95838412
4,-105,-62.16368644,-66.04804645
4,-104,-61.91274848,-66.13008928
4,-103,-61.60537139,-66.16002379
4,-102,-61.28494459,-66.18385935
4,-101,-60.90475937,-66.16249856
4,-100,-60.51757372,-66.13708195
4,-99,-60.07103038,-66.07522246
4,-98,-59.62570328,-66.01133569
4,-97,-59.12441838,-65.92040333
4,-96,-58.63327895,-65.82905101
4,-95,-58.09133902,-65.71971681
4,-94,-57.56782485,-65.61095348
4,-93,-56.99925047,-65.49230483
4,-92,-56.45587842,-65.37459442
4,-91,-55.87298832,-65.25381835
4,-90,-55.32027295,-65.13383467
4,-89,-54.73338632,-65.01661466
4,-88,-54.17866933,-64.89981057
4,-87,-53.59626779,-64.78935121
4,-86,-53.04551372,-64.67898659
4,-85,-52.47297713,-64.57751235
4,-84,-51.9308205,-64.47593906
4,-83,-51.37193311,-64.3847021
4,-82,-50.84170427,-64.29328647
4,-81,-50.29907087,-64.2128184
4,-80,-49.7831404,-64.13218967
4,-79,-49.25852304,-64.06250875
4,-78,-48.75857412,-63.99276506
4,-77,-48.25314622,-63.93353898
4,-76,-47.77037806,-63.87441
4,-75,-47.28490859,-63.82507744
4,-74,-46.82018334,-63.77604602
4,-73,-46.35516715,-63.73590064
4,-72,-45.90911407,-63.69628558
4,-71,-45.46486283,-63.66452418
4,-70,-45.03795122,-63.63352471
4,-69,-44.61465642,-63.60925907
4,-68,-44.20724659,-63.5859593
4,-67,-43.80502315,-63.56818819
4,-66,-43.41740187,-63.55151659
4,-65,-43.03631815,-63.53905145
4,-64,-42.66872345,-63.52768775
4,-63,-42.30882194,-63.51902269
4,-62,-41.96146026,-63.51124169
4,-61,-41.62277172,-63.50435655
4,-60,-41.29582979,-63.4977976
4,-59,-40.97838276,-63.48988477
4,-58,-40.67203564,-63.48124074
4,-57,-40.37586263,-63.46835597
4,-56,-40.09027893,-63.45299145
4,-55,-39.81542021,-63.429656
4,-54,-39.55076531,-63.40120379
4,-53,-39.29727103,-63.36003916
4,-52,-39.05370881,-63.31009483
4,-51,-38.82163986,-63.24165961
4,-50,-38.59933341,-63.15979514
4,-49,-38.38876152,-63.05289306
4,-48,-38.18787318,-62.92729287
4,-47,-37.99888043,-62.77004972
4,-46,-37.81957144,-62.58901628
4,-45,-37.65224956,-62.37083345
4,-44,-37.49467946,-62.12507141
4,-43,-37.34912891,-61.83907435
4,-42,-37.21345488,-61.5240802
4,-41,-37.08978388,-61.16912028
4,-40,-36.97616002,-60.78660081
4,-39,-36.87448342,-60.36779215
4,-38,-36.78305991,-59.92534353
4,-37,-36.70349797,-59.45282375
4,-36,-36.63442009,-58.96205015
4,-35,-36.57709698,-58.4486331
4,-34,-36.53050381,-57.92267254
4,-33,-36.49554564,-57.38147765
4,-32,-36.47156838,-56.83292663
4,-31,-36.45910079,-56.27573372
4,-30,-36.45786047,-55.71543152
4,-29,-36.46800554,-55.15192017
4,-28,-36.48961023,-54.58853326
4,-27,-36.52248275,-54.02618597
4,-26,-36.56702407,-53.46630518
4,-25,-36.62272707,-52.91066809
4,-24,-36.69027612,-52.35914006
4,-23,-36.76889578,-51.81420833
4,-22,-36.85949863,-51.27451998
4,-21,-36.96109872,-50.74311727
4,-20,-37.0747715,-50.2177439
4,-19,-37.19938738,-49.70184186
4,-18,-37.33611129,-49.19252828
4,-17,-37.48374381,-48.69349433
4,-16,-37.64346016,-48.20146796
4,-15,-37.81406958,-47.72024861
4,-14,-37.99667514,-47.24637512
4,-13,-38.19017541,-46.78362766
4,-12,-38.39551822,-46.32852211
4,-11,-38.61177167,-45.8847077
4,-10,-38.83964759,-45.44881303
4,-9,-39.07846033,-45.02426188
4,-8,-39.3286103,-44.60790393
4,-7,-39.58972852,-44.2028607
4,-6,-39.86183672,-43.80628677
4,-5,-40.14494382,-43.42094214
4,-4,-40.43863668,-43.044348
4,-3,-40.74335134,-42.67886061
4,-2,-41.0581973,-42.32240937
4,-1,-41.38407235,-41.97692091
4,0,-41.71958217,-41.64075628
4,1,-42.06610408,-41.3154018
4,2,-42.42173137,-40.99965714
4,3,-42.78831994,-40.69457187
4,4,-43.16346137,-40.39937633
4,5,-43.54946903,-40.11469997
4,6,-43.94346352,-39.84018249
4,7,-44.34817348,-39.57606165
4,8,-44.76029938,-39.3223533
4,9,-45.18292131,-39.07894261
4,10,-45.61239021,-38.84617793
4,11,-46.05205215,-38.62364017
4,12,-46.49799754,-38.41195768
4,13,-46.95373172,-38.21046328
4,14,-47.41519029,-38.02000559
4,15,-47.88591047,-37.83973175
4,16,-48.36179316,-37.67064532
4,17,-48.84626025,-37.51177486
4,18,-49.3353096,-37.36420971
4,19,-49.83208174,-37.22692985
4,20,-50.33281163,-37.10103917
4,21,-50.84017478,-36.98554014
4,22,-51.35078844,-36.88147979
4,23,-51.86666363,-36.78795339
4,24,-52.38494674,-36.70588136
4,25,-52.90677193,-36.63451918
4,26,-53.42996015,-36.57459468
4,27,-53.95454874,-36.52558612
4,28,-54.4791749,-36.4879684
4,29,-55.00256124,-36.46149807
4,30,-55.52429847,-36.44634466
4,31,-56.04159517,-36.4425893
4,32,-56.55512987,-36.45005371
4,33,-57.06044263,-36.46917836
4,34,-57.55943503,-36.49940704
4,35,-58.04590514,-36.54156055
4,36,-58.52311808,-36.59468924
4,37,-58.98317901,-36.65999909
4,38,-59.43086058,-36.73614848
4,39,-59.85678043,-36.82471499
4,40,-60.26734805,-36.92398589
4,41,-60.65205929,-37.03587607
4,42,-61.01903094,-37.15834418
4,43,-61.35711918,-37.2935853
4,44,-61.67609437,-37.43929579
4,45,-61.96468227,-37.59786908
4,46,-62.23406978,-37.76683109
4,47,-62.47328868,-37.94866561
4,48,-62.69451075,-38.14084712
4,49,-62.88737533,-38.34581423
4,50,-63.06447016,-38.56113713
4,51,-63.21620998,-38.78904571
4,52,-63.354997,-39.02738157
4,53,-63.47210314,-39.27797415
4,54,-63.57921293,-39.53914054
4,55,-63.6685085,-39.81209051
4,56,-63.7505521,-40.09584816
4,57,-63.81849917,-40.39075808
4,58,-63.88151942,-40.69680862
4,59,-63.93382969,-41.01320948
4,60,-63.9830435,-41.34119392
4,61,-64.02455214,-41.6785453
4,62,-64.06431595,-42.02804272
4,63,-64.09903266,-42.38573337
4,64,-64.13294293,-42.75625967
4,65,-64.1641961,-43.13360802
4,66,-64.19525118,-43.52461389
4,67,-64.22586222,-43.92086763
4,68,-64.25663505,-44.33173506
4,69,-64.28908441,-44.74606865
4,70,-64.32187765,-45.17610449
4,71,-64.35844161,-45.60761314
4,72,-64.39541098,-46.05603816
4,73,-64.43826028,-46.50372618
4,74,-64.48150091,-46.9696573
4,75,-64.5327576,-47.43241822
4,76,-64.58435207,-47.91484089
4,77,-64.64610413,-48.3914263
4,78,-64.70813215,-48.88915332
4,79,-64.78240398,-49.37812637
4,80,-64.85691241,-49.88973882
4,81,-64.94558841,-50.38940822
4,82,-65.03451763,-50.91317352
4,83,-65.13921125,-51.42150385
4,84,-65.24426927,-51.95526641
4,85,-65.36612533,-52.46976182
4,86,-65.48859456,-53.01080386
4,87,-65.62800512,-53.52836583
4,88,-65.76845905,-54.07324098
4,89,-65.9246665,-54.59000869
4,90,-66.08256418,-55.13436193
4,91,-66.25348566,-55.64592767
4,92,-66.42705018,-56.18343456
4,93,-66.60739864,-56.68489545
4,94,-66.79124333,-57.20854806
4,95,-66.9732982,-57.69314657
4,96,-67.15888476,-58.19528496
4,97,-67.3309777,-58.65541954
4,98,-67.50534623,-59.12772135
4,99,-67.65129503,-59.55544998
4,100,-67.79663278,-59.98962601
4,101,-67.89607959,-60.37749019
4,102,-67.99053466,-60.76628208
4,103,-68.0210034,-61.10834311
4,104,-68.04156366,-61.44662628
4,105,-67.98265643,-61.73944846
4,106,-67.91011102,-62.02510445
4,107,-67.74888438,-62.26834489
4,108,-67.57316387,-62.50257449
4,109,-67.30811949,-62.69894455
4,110,-67.03114169,-62.88589587
4,111,-66.67242401,-63.04051471
4,112,-66.30681537,-63.18638547
4,113,-65.87269876,-63.30578806
4,114,-65.43758457,-63.41774238
4,115,-64.94964776,-63.50888212
4,116,-64.46612866,-63.5941067
4,117,-63.94543638,-63.66359903
4,118,-63.43347089,-63.72867439
4,119,-62.89852355,-63.78236637
4,120,-62.37542856,-63.83297029
4,121,-61.84148783,-63.87579729
4,122,-61.32152693,-63.91666355
4,123,-60.80068147,-63.95269992
4,124,-60.29519708,-63.98773085
4,125,-59.79672976,-64.02034254
4,126,-59.31449,-64.05278976
4,127,-58.84532794,-64.0848199
4,128,-58.39293118,-64.11747545
4,129,-57.95808733,-64.15142108
4,130,-57.54035659,-64.18678651
4,131,-57.14332698,-64.22494412
4,132,-56.76366533,-64.26536145
4,133,-56.40676899,-64.30993231
4,134,-56.06746483,-64.35767115
4,135,-55.75212456,-64.41082305
4,136,-55.45460508,-64.46812225
4,137,-55.18157276,-64.53200741
4,138,-54.92660894,-64.60107068
4,139,-54.6961424,-64.67779865
4,140,-54.48401187,-64.76074232
4,141,-54.29601141,-64.85230437
4,142,-54.12662608,-64.95105159
4,143,-53.98073848,-65.05918865
4,144,-53.85374372,-65.17529921
4,145,-53.74944065,-65.30129878
4,146,-53.66429186,-65.43571642
4,147,-53.60092835,-65.58011609
4,148,-53.55694931,-65.73280613
4,149,-53.53380637,-65.8949718
4,150,-53.53023276,-66.06441506
4,151,-53.54654712,-66.24195721
4,152,-53.5825571,-66.42446594
4,153,-53.63753955,-66.6124663
4,154,-53.71227246,-66.80131527
4,155,-53.80511532,-66.9913853
4,156,-53.9176782,-67.17583689
4,157,-54.04755152,-67.35516248
4,158,-54.19701267,-67.51966222
4,159,-54.36304761,-67.67045152
4,160,-54.54841545,-67.7945963
4,161,-54.74967294,-67.89470446
4,162,-54.96985796,-67.95489196
4,163,-55.2052799,-67.98054056
4,164,-55.45903705,-67.95399627
4,165,-55.72737706,-67.88480814
4,166,-56.01322586,-67.75536686
4,167,-56.31295649,-67.58013912
4,168,-56.62907602,-67.34320605
4,169,-56.95826949,-67.06332463
4,170,-57.30236636,-66.72703696
4,171,-57.65854697,-66.35544909
4,172,-58.02769547,-65.93749707
4,173,-58.40766362,-65.49426952
4,174,-58.79812007,-65.0167459
4,175,-59.19775165,-64.52409867
4,176,-59.60474976,-64.00912755
4,177,-60.018781,-63.48798391
4,178,-60.43632346,-62.95524326
4,179,-60.85814203,-62.42360141
4,180,-61.27881681,-61.8894271
8,-180,-67.41182679,-68.04694976
8,-179,-67.82635279,-67.51057103
8,-178,-68.2468939,-66.991538
8,-177,-68.64851788,-66.47136226
8,-176,-69.05244856,-65.97043931
8,-175,-69.43004869,-65.4755036
8,-174,-69.80553953,-65.00067341
8,-173,-70.1472752,-64.53765423
8,-172,-70.48207979,-64.09480839
8,-171,-70.77639344,-63.66847511
8,-170,-71.05907753,-63.26182586
8,-169,-71.29612829,-62.87544258
8,-168,-71.51767453,-62.50788231
8,-167,-71.69095929,-62.16354827
8,-166,-71.84637424,-61.83695095
8,-165,-71.9540405,-61.53587938
8,-164,-72.04339046,-61.2513456
8,-163,-72.08868894,-60.99408655
8,-162,-72.11708783,-60.75213813
8,-161,-72.10770646,-60.53875291
8,-160,-72.08421165,-60.33948478
8,-159,-72.03073345,-60.16968065
8,-158,-71.96658962,-60.01287813
8,-157,-71.88066313,-59.88611121
8,-156,-71.78752344,-59.77133966
8,-155,-71.68031043,-59.68689279
8,-154,-71.56889632,-59.61356559
8,-153,-71.45008173,-59.57060649
8,-152,-71.32943091,-59.53803602
8,-151,-71.20679296,-59.53565945
8,-150,-71.08401087,-59.543094
8,-149,-70.96339737,-59.58035056
8,-148,-70.84373769,-59.62699917
8,-147,-70.72927134,-59.70291175
8,-146,-70.61638372,-59.78795769
8,-145,-70.51076096,-59.90152584
8,-144,-70.40699419,-60.02412839
8,-143,-70.31179482,-60.17431987
8,-142,-70.21849252,-60.3336033
8,-141,-70.13445937,-60.51933135
8,-140,-70.05221931,-60.71435915
8,-139,-69.97949239,-60.93444347
8,-138,-69.90838008,-61.1641754
8,-137,-69.84668254,-61.41728452
8,-136,-69.78639881,-61.68051358
8,-135,-69.73517753,-61.96508611
8,-134,-69.68518298,-62.26035239
8,-133,-69.64370691,-62.57449485
8,-132,-69.60330598,-62.89997348
8,-131,-69.57072424,-63.24133314
8,-130,-69.53910957,-63.5946942
8,-129,-69.51446861,-63.96030656
8,-128,-69.49072388,-64.33854665
8,-127,-69.47293991,-64.72466014
8,-126,-69.45599599,-65.1239083
8,-125,-69.44377544,-65.52579312
8,-124,-69.43231162,-65.94109977
8,-123,-69.42400938,-66.35285557
8,-122,-69.41628824,-66.77798221
8,-121,-69.40969117,-67.19237177
8,-120,-69.40331549,-67.61961485
8,-119,-69.39534123,-68.02796936
8,-118,-69.3869263,-68.44807446
8,-117,-69.37323915,-68.84034216
8,-116,-69.35801264,-69.24259574
8,-115,-69.33259014,-69.60763383
8,-114,-69.30397517,-69.9802495
8,-113,-69.25872298,-70.30647323
8,-112,-69.20803893,-70.63739306
8,-111,-69.13265407,-70.91385732
8,-110,-69.04917928,-71.19201658
8,-109,-68.93157089,-71.40986906
8,-108,-68.80329129,-71.62678652
8,-107,-68.63088092,-71.78079825
8,-106,-68.4461617,-71.93209283
8,-105,-68.2081289,-72.0217595
8,-104,-67.95814279,-72.10803588
8,-103,-67.64809515,-72.13776127
8,-102,-67.3292113,-72.16445374
8,-101,-66.94716654,-72.14267
8,-100,-66.56215685,-72.11887362
8,-99,-66.11477766,-72.05642605
8,-98,-65.67216426,-71.99317838
8,-97,-65.17109755,-71.90156386
8,-96,-64.68301391,-71.81016892
8,-95,-64.14223293,-71.70012744
8,-94,-63.62188796,-71.59092481
8,-93,-63.05522611,-71.47159667
8,-92,-62.51493283,-71.35328703
8,-91,-61.93450784,-71.23189256
8,-90,-61.38463081,-71.11132615
8,-89,-60.80039628,-70.99338657
8,-88,-60.24863169,-70.87589333
8,-87,-59.66847369,-70.76485935
8,-86,-59.1208295,-70.65388282
8,-85,-58.55010744,-70.55204164
8,-84,-58.01110635,-70.44993249
8,-83,-57.45361405,-70.35856441
8,-82,-56.92649767,-70.2666852
8,-81,-56.3848675,-70.18632494
8,-80,-55.87193482,-70.10530106
8,-79,-55.34796603,-70.03595299
8,-78,-54.85084115,-69.96588013
8,-77,-54.34574849,-69.90718708
8,-76,-53.86558079,-69.8477947
8,-75,-53.38017542,-69.79916385
8,-74,-52.91778435,-69.74993714
8,-73,-52.45260215,-69.7106266
8,-72,-52.00857985,-69.67088902
8,-71,-51.56397134,-69.64005682
8,-70,-51.13875477,-69.60901386
8,-69,-50.7149475,-69.58572882
8,-68,-50.30886869,-69.56247114
8,-67,-49.90601059,-69.54568186
8,-66,-49.51933182,-69.5291426
8,-65,-49.13752106,-69.51759779
8,-64,-48.77045934,-69.50645615
8,-63,-48.40976503,-69.49856645
8,-62,-48.06250917,-69.49108676
8,-61,-47.72298554,-69.48471642
8,-60,-47.39570795,-69.47851141
8,-59,-47.07740384,-69.47069084
8,-58,-46.77026858,-69.46240303
8,-57,-46.47323373,-69.44896381
8,-56,-46.18640179,-69.43387676
8,-55,-45.91069067,-69.40904104
8,-54,-45.64432321,-69.38067348
8,-53,-45.38999717,-69.33668838
8,-52,-45.14425737,-69.28649921
8,-51,-44.91138555,-69.21350162
8,-50,-44.68643939,-69.13093751
8,-49,-44.47509885,-69.0173359
8,-48,-44.27111521,-68.89053193
8,-47,-44.0813905,-68.72420756
8,-46,-43.8985408,-68.54157579
8,-45,-43.73052329,-68.31197866
8,-44,-43.56898099,-68.06454895
8,-43,-43.42276801,-67.76522912
8,-42,-43.28270788,-67.44900818
8,-41,-43.15840179,-67.07956247
8,-40,-43.03999921,-66.69681556
8,-39,-42.93770635,-66.26323268
8,-38,-42.84113649,-65.82198432
8,-37,-42.76096604,-65.33517994
8,-36,-42.68640287,-64.84721648
8,-35,-42.62846539,-64.32054408
8,-34,-42.5760804,-63.79893627
8,-33,-42.54048603,-63.24579624
8,-32,-42.5104466,-62.70290189
8,-31,-42.49730271,-62.13515651
8,-30,-42.48976988,-61.58150173
8,-29,-42.49917822,-61.00879503
8,-28,-42.5143039,-60.45273215
8,-27,-42.54635696,-59.88245777
8,-26,-42.58428043,-59.33030245
8,-25,-42.63905728,-58.76790433
8,-24,-42.69990109,-58.22428062
8,-23,-42.77746256,-57.67365794
8,-22,-42.86132778,-57.14188159
8,-21,-42.9617112,-56.60577535
8,-20,-43.0686723,-56.08819434
8,-19,-43.19188592,-55.56850747
8,-18,-43.32198531,-55.06677405
8,-17,-43.46800263,-54.56481718
8,-16,-43.62124516,-54.08009285
8,-15,-43.7899994,-53.59676475
8,-14,-43.966347,-53.12986921
8,-13,-44.15772584,-52.66578593
8,-12,-44.35709249,-52.21730318
8,-11,-44.57093342,-51.77288895
8,-10,-44.7931807,-51.343242
8,-9,-45.02926705,-50.91879275
8,-8,-45.2742004,-50.50829594
8,-7,-45.53225816,-50.1040235
8,-6,-45.79962396,-49.71291909
8,-5,-46.07931957,-49.32898186
8,-4,-46.36880304,-48.95746564
8,-3,-46.66974204,-48.59398987
8,-2,-46.98096596,-48.24222905
8,-1,-47.30269238,-47.8993235
8,0,-47.63521649,-47.56746915
8,1,-47.97721284,-47.245235
8,2,-48.33053359,-46.93343062
8,3,-48.69222095,-46.63196805
8,4,-49.06577117,-46.34035528
8,5,-49.4465089,-46.05976757
8,6,-49.83965671,-45.78848981
8,7,-50.23874095,-45.52888566
8,8,-50.65078696,-45.27809022
8,9,-51.06744674,-45.03958477
8,10,-51.49761824,-44.80942394
8,11,-51.93100776,-44.59213895
8,12,-52.37844816,-44.38277032
8,13,-52.82763329,-44.18683373
8,14,-53.29138458,-43.99842008
8,15,-53.75532102,-43.82396527
8,16,-54.23429634,-43.65667416
8,17,-54.71179631,-43.50383898
8,18,-55.20473917,-43.3578423
8,19,-55.69442316,-43.22676799
8,20,-56.19984911,-43.10224132
8,21,-56.70007838,-42.99307144
8,22,-57.21619509,-42.89019342
8,23,-57.72498124,-42.80307247
8,24,-58.24958293,-42.72202401
8,25,-58.76447213,-42.65709596
8,26,-59.29480737,-42.59805915
8,27,-59.81274048,-42.55546556
8,28,-60.34535722,-42.51862227
8,29,-60.86251499,-42.49849992
8,30,-61.3930977,-42.48402981
8,31,-61.90475368,-42.48650777
8,32,-62.42798468,-42.49458574
8,33,-62.92840908,-42.5197818
8,34,-63.43791035,-42.5505747
8,35,-63.92039281,-42.59859109
8,36,-64.4088296,-42.65225381
8,37,-64.86590711,-42.72317239
8,38,-65.32534402,-42.79984319
8,39,-65.74931099,-42.89372006
8,40,-66.17187879,-42.9935155
8,41,-66.55559208,-43.11037532
8,42,-66.93442596,-43.23338465
8,43,-67.27229196,-43.37321484
8,44,-67.6025543,-43.51949425
8,45,-67.89144325,-43.68223923
8,46,-68.17112314,-43.85180614
8,47,-68.41089683,-44.03736197
8,48,-68.64109193,-44.23018944
8,49,-68.83453747,-44.43839894
8,50,-69.01910893,-44.65441062
8,51,-69.17130821,-44.88505927
8,52,-69.31605432,-45.12412484
8,53,-69.43343682,-45.37693757
8,54,-69.5450925,-45.63886893
8,55,-69.63448695,-45.91350786
8,56,-69.7198437,-46.19805619
8,57,-69.78775652,-46.49411934
8,58,-69.85306624,-46.80097282
8,59,-69.90526674,-47.11799372
8,60,-69.95595001,-47.44677604
8,61,-69.99732735,-47.78422398
8,62,-70.03792043,-48.13449321
8,63,-70.0725266,-48.49177381
8,64,-70.10677588,-48.86302137
8,65,-70.13796795,-49.23947682
8,66,-70.16899349,-49.63112581
8,67,-70.19960951,-50.02603413
8,68,-70.23008318,-50.43743618
8,69,-70.26261123,-50.8500082
8,70,-70.29491849,-51.2804376
8,71,-70.33163674,-51.70981032
8,72,-70.36800603,-52.15845364
8,73,-70.41108422,-52.60367793
8,74,-70.45367838,-53.06961693
8,75,-70.50523704,-53.52963714
8,76,-70.55620462,-54.01182198
8,77,-70.61833136,-54.48544425
8,78,-70.67981803,-54.98265345
8,79,-70.75453929,-55.46849909
8,80,-70.8286575,-55.97928187
8,81,-70.91786301,-56.47572167
8,82,-71.00661599,-56.99831793
8,83,-71.11192833,-57.50338322
8,84,-71.21707945,-58.03561695
8,85,-71.33965635,-58.54688479
8,86,-71.46252818,-59.0860286
8,87,-71.6027777,-59.60048172
8,88,-71.74395715,-60.14309529
8,89,-71.90113861,-60.65696488
8,90,-72.06005524,-61.1987209
8,91,-72.23191731,-61.70751803
8,92,-72.40648007,-62.24259958
8,93,-72.58795633,-62.74108741
8,94,-72.7729613,-63.26278936
8,95,-72.95611828,-63.74430891
8,96,-73.14299892,-64.24509264
8,97,-73.31582012,-64.70216664
8,98,-73.49154,-65.17381968
8,99,-73.63734674,-65.59864312
8,100,-73.78395694,-66.03295012
8,101,-73.88178478,-66.41819139
8,102,-73.97725517,-66.80790328
8,103,-74.00403901,-67.14771308
8,104,-74.02520515,-67.48762891
8,105,-73.96019145,-67.77860228
8,106,-73.88781848,-68.06644075
8,107,-73.7181493,-68.30820289
8,108,-73.54233333,-68.54494065
8,109,-73.2670793,-68.74012478
8,110,-72.9900386,-68.92966726
8,111,-72.62021521,-69.08329675
8,112,-72.25487136,-69.2316233
8,113,-71.80965208,-69.35014659
8,114,-71.37530629,-69.46425452
8,115,-70.87700502,-69.55456371
8,116,-70.39479015,-69.64153133
8,117,-69.86498654,-69.71020887
8,118,-69.35478828,-69.77655802
8,119,-68.8123037,-69.82944097
8,120,-68.29131221,-69.88082463
8,121,-67.75158326,-69.92285267
8,122,-67.2339195,-69.96399771
8,123,-66.709105,-69.99925563
8,124,-66.20597537,-70.03406282
8,125,-65.70535365,-70.06592686
8,126,-65.22540899,-70.09764371
8,127,-64.75584967,-70.12896301
8,128,-64.30559571,-70.1603712
8,129,-63.87201739,-70.19364226
8,130,-63.4562112,-70.2272264
8,131,-63.06199059,-70.26473755
8,132,-62.68399545,-70.30281868
8,133,-62.33131624,-70.34675491
8,134,-61.99340472,-70.39158227
8,135,-61.68354466,-70.44408694
8,136,-61.38714888,-70.49788635
8,137,-61.12070984,-70.56107903
8,138,-60.8666229,-70.62605723
8,139,-60.64371115,-70.7020068
8,140,-60.4322464,-70.78031019
8,141,-60.25261163,-70.87095948
8,142,-60.08372697,-70.9645822
8,143,-59.94686822,-71.0716171
8,144,-59.82026241,-71.18224844
8,145,-59.72550783,-71.30689736
8,146,-59.64069453,-71.43569158
8,147,-59.58726068,-71.57843452
8,148,-59.54362485,-71.725677
8,149,-59.53065964,-71.88583407
8,150,-59.52749948,-72.05047016
8,151,-59.55411165,-72.22563503
8,152,-59.59066802,-72.40462497
8,153,-59.65594449,-72.58991674
8,154,-59.73141873,-72.77740024
8,155,-59.83443044,-72.96455184
8,156,-59.94799014,-73.15087703
8,157,-60.08778579,-73.32730053
8,158,-60.23855772,-73.49814524
8,159,-60.414144,-73.64635871
8,160,-60.60119205,-73.78247728
8,161,-60.81149856,-73.8806223
8,162,-61.03378442,-73.95908234
8,163,-61.27761067,-73.98343832
8,164,-61.5339344,-73.98113929
8,165,-61.80987616,-73.91095856
8,166,-62.0987935,-73.81012741
8,167,-62.40514587,-73.63342708
8,168,-62.72485957,-73.4268684
8,169,-63.05949423,-73.14417924
8,170,-63.40771706,-72.83724433
8,171,-63.76793273,-72.46100403
8,172,-64.14172155,-72.06920356
8,173,-64.52406843,-71.61949037
8,174,-64.91963163,-71.16366639
8,175,-65.31971499,-70.66310781
8,176,-65.73220067,-70.16494198
8,177,-66.14447563,-69.63503121
8,178,-66.56775702,-69.11428474
8,179,-66.98533795,-68.57357598
8,180,-67.41182679,-68.04694976
