room_dim_meter,theta1_true,theta2_true,RSS1_combined,RSS2_combined,d1,d2
8,-0.917949696,-1.437569575,0.002698394,0.000161149,2.140093456,9.786725704
8,-0.970746113,-1.440230232,0.001988716,0.000134266,2.302172887,9.984988733
8,-1.016488831,-1.442787268,0.001462119,0.000100322,2.469817807,10.18331969
8,-1.056345014,-1.44524659,0.001119274,8.44E-05,2.641968963,10.38171469
8,-1.091277035,-1.447613665,0.00081158,6.68E-05,2.817800561,10.58017013
8,-1.122072983,-1.449893562,0.000650179,5.99E-05,2.996664813,10.77868267
8,-1.14937712,-1.45209099,0.000495094,4.27E-05,3.178049716,10.9772492
8,-1.173716882,-1.454210321,0.000386538,4.32E-05,3.361547263,11.17586686
8,-1.195525504,-1.45625563,0.000333252,3.87E-05,3.54682957,11.37453296
8,-1.215160442,-1.458230711,0.00026421,2.75E-05,3.733630941,11.57324501
8,-1.232918139,-1.460139106,0.000203375,2.41E-05,3.92173431,11.77200068
8,-1.249045772,-1.461984122,0.000179996,2.70E-05,4.110960958,11.9707978
8,1.226149011,-1.241746632,0.000135216,0.000160343,4.143669871,4.332435804
8,1.209067085,-1.256038665,0.000100681,0.000189998,3.956008089,4.522167622
8,1.19028995,-1.269177281,7.56E-05,0.000219266,3.769615365,4.712748667
8,1.169567528,-1.281292655,6.43E-05,0.000269093,3.584689666,4.904079934
8,1.146601919,-1.292496668,6.30E-05,0.000349361,3.40147027,5.096076922
8,1.121036714,-1.302885904,8.12E-05,0.000462441,3.220248438,5.288667129
8,1.092443895,-1.312544107,8.83E-05,0.000615547,3.041381265,5.481788029
8,1.060308005,-1.321544185,9.09E-05,0.00082696,2.865309756,5.675385449
8,1.024007486,-1.329949872,0.000104633,0.001118793,2.692582404,5.869412236
8,0.982793723,-1.337817088,8.08E-05,0.001530338,2.523885893,6.063827174
8,0.935769591,-1.345195083,8.24E-05,0.002101728,2.360084744,6.258594091
8,0.881871939,-1.352127381,0.000189654,0.00282695,2.202271555,6.45368112
8,0.819867264,-1.358652574,0.000182776,0.003642403,2.051828453,6.649060084
8,0.748378048,-1.36480499,0.0002955,0.004258939,1.910497317,6.844705983
8,0.665969237,-1.370615259,0.000344337,0.003907138,1.780449381,7.040596566
8,0.57133748,-1.376110787,0.000266528,0.001268137,1.664331698,7.236711961
8,0.463647609,-1.381316169,0.000351878,0.005900248,1.565247584,7.433034374
8,0.34302394,-1.38625353,0.002543773,0.016385085,1.486606875,7.629547824
8,0.211093333,-1.390942827,0.008063689,0.025323736,1.431782106,7.826237921
8,0.071307465,-1.395402106,0.017419523,0.02589282,1.403566885,8.023091673
8,-0.071307465,-1.399647721,0.025999158,0.018021694,1.403566885,8.220097323
8,-0.211093333,-1.403694527,0.02637637,0.008697543,1.431782106,8.417244205
8,-0.34302394,-1.407556044,0.017950616,0.002896684,1.486606875,8.614522622
8,-0.463647609,-1.411244606,0.007422851,0.000531784,1.565247584,8.81192374
8,-0.57133748,-1.414771484,0.001666677,0.00017913,1.664331698,9.009439494
8,-0.665969237,-1.418146998,0.003592449,0.000271824,1.780449381,9.207062507
8,-0.748378048,-1.421380617,0.00411561,0.000259467,1.910497317,9.404786016
8,-0.819867264,-1.424481039,0.003669143,0.000213129,2.051828453,9.602603814
8,-0.881871939,-1.427456272,0.00294805,0.000174035,2.202271555,9.800510191
8,-0.935769591,-1.430313698,0.002253668,0.000144512,2.360084744,9.998499887
8,-0.982793723,-1.433060136,0.001695253,0.000114501,2.523885893,10.19656805
8,-1.024007486,-1.435701888,0.001304694,8.76E-05,2.692582404,10.39471019
8,-1.060308005,-1.438244794,0.000981808,8.11E-05,2.865309756,10.59292217
8,-1.092443895,-1.440694269,0.000766951,5.84E-05,3.041381265,10.79120012
8,-1.121036714,-1.443055341,0.000582684,5.68E-05,3.220248438,10.98954048
8,-1.146601919,-1.445332685,0.000489107,4.65E-05,3.40147027,11.18793994
8,-1.169567528,-1.447530656,0.000370924,3.42E-05,3.584689666,11.38639539
8,-1.19028995,-1.449653313,0.000304289,3.64E-05,3.769615365,11.58490397
8,-1.209067085,-1.451704442,0.000272184,3.32E-05,3.956008089,11.78346299
8,-1.226149011,-1.453687582,0.000221643,2.42E-05,4.143669871,11.98206994
8,1.203622493,-1.220068379,0.000158541,0.00019284,4.178516483,4.365775991
8,1.18563882,-1.235157776,0.000127364,0.000232539,3.992492956,4.554119015
8,1.165904541,-1.249045772,0.000100907,0.000282038,3.807886553,4.74341649
8,1.144168834,-1.261865583,7.27E-05,0.000348278,3.624913792,4.933558553
8,1.120135001,-1.273732114,5.65E-05,0.000441079,3.443835072,5.12445119
8,1.093450944,-1.284744885,3.05E-05,0.000572002,3.264965543,5.316013544
8,1.063697822,-1.294990428,2.73E-05,0.000752188,3.088689042,5.508175742
8,1.030376827,-1.304544278,6.10E-05,0.001001443,2.915475947,5.700877125
8,0.99289439,-1.313472612,0.000101565,0.001338467,2.745906044,5.894064811
8,0.950546841,-1.321833621,0.000155405,0.001777069,2.58069758,6.087692502
8,0.902506908,-1.329678648,0.000116728,0.00235598,2.420743687,6.28171951
8,0.847816973,-1.337053146,0.000184255,0.003064467,2.26715681,6.476109943
8,0.785398163,-1.343997479,0.000191908,0.003737294,2.121320344,6.670832032
8,0.714090699,-1.350547603,0.000291208,0.004015329,1.984943324,6.865857558
8,0.632748835,-1.356735643,0.000301376,0.00308973,1.860107524,7.061161378
8,0.5404195,-1.362590377,0.00010761,0.000795068,1.749285568,7.256721023
8,0.43662716,-1.368137658,0.000615015,0.007446451,1.655294536,7.452516354
8,0.321750554,-1.373400767,0.003018938,0.016832753,1.58113883,7.64852927
8,0.19739556,-1.378400725,0.008377152,0.024056841,1.529705854,7.844743463
8,0.066568164,-1.383156555,0.016699909,0.024076493,1.503329638,8.041144197
8,-0.066568164,-1.38768551,0.024189274,0.01724306,1.503329638,8.237718131
8,-0.19739556,-1.392003272,0.025005081,0.00898625,1.529705854,8.434453154
8,-0.321750554,-1.396124128,0.018290124,0.003402015,1.58113883,8.631338251
8,-0.43662716,-1.400061115,0.008938494,0.000831075,1.655294536,8.828363382
8,-0.5404195,-1.403826158,0.002166875,0.00010058,1.749285568,9.025519376
8,-0.632748835,-1.407430179,0.002724094,0.000251985,1.860107524,9.22279784
8,-0.714090699,-1.410883204,0.003828118,0.000249258,1.984943324,9.420191081
8,-0.785398163,-1.41419445,0.003680175,0.000222577,2.121320344,9.617692031
8,-0.847816973,-1.417372405,0.003125332,0.00018497,2.26715681,9.815294188
8,-0.902506908,-1.420424899,0.002485251,0.000154485,2.420743687,10.01299156
8,-0.950546841,-1.423359163,0.001916396,0.000126125,2.58069758,10.21077862
8,-0.99289439,-1.426181888,0.001490208,9.65E-05,2.745906044,10.40865025
8,-1.030376827,-1.428899272,0.001162272,8.58E-05,2.915475947,10.60660172
8,-1.063697822,-1.431517067,0.000877644,6.91E-05,3.088689042,10.80462864
8,-1.093450944,-1.434040615,0.000717479,6.06E-05,3.264965543,11.00272693
8,-1.120135001,-1.436474885,0.000544272,4.56E-05,3.443835072,11.20089282
8,-1.144168834,-1.438824505,0.000452153,4.81E-05,3.624913792,11.39912277
8,-1.165904541,-1.44109379,0.000381692,3.69E-05,3.807886553,11.5974135
8,-1.18563882,-1.443286769,0.000290209,2.87E-05,3.992492956,11.79576195
8,-1.203622493,-1.445407206,0.000247833,3.15E-05,4.178516483,11.99416525
8,1.181479605,-1.198728568,0.000190192,0.000220759,4.215447782,4.401136217
8,1.162647223,-1.214576671,0.000168589,0.000279736,4.031128874,4.588027899
8,1.142018299,-1.229180836,0.000145244,0.000342064,3.848376281,4.775981575
8,1.119343235,-1.242676432,0.000132458,0.000428844,3.667424164,4.964876635
8,1.094328907,-1.255180665,0.000125294,0.000540163,3.488552709,5.154609588
8,1.066630365,-1.266795387,0.000128631,0.000690752,3.312099032,5.345091206
8,1.035841253,-1.27760943,0.000131161,0.000888446,3.138470965,5.536244214
8,1.001483136,-1.287700541,0.000119777,0.001155921,2.968164416,5.728001397
8,0.962994331,-1.297137006,5.94E-05,0.001527178,2.801785145,5.920304046
8,0.919719605,-1.305978997,0.000114462,0.002014056,2.640075756,6.113100686
8,0.870903457,-1.314279714,0.000180577,0.002575306,2.48394847,6.30634601
8,0.815691923,-1.322086338,0.000173651,0.003222717,2.334523506,6.5
8,0.753151281,-1.329440836,0.000196757,0.003705955,2.19317122,6.694027188
8,0.682316555,-1.336380651,0.000254782,0.003619478,2.061552813,6.88839604
8,0.602287346,-1.342939278,0.000217533,0.002175049,1.941648784,7.083078427
8,0.51238946,-1.349146764,4.08E-05,0.001948255,1.835755975,7.278049189
8,0.412410442,-1.35503013,0.000935041,0.008716389,1.74642492,7.473285757
8,0.302884868,-1.36061374,0.003427691,0.017016298,1.676305461,7.668767828
8,0.18534795,-1.36591961,0.008613419,0.022851007,1.62788206,7.864477096
8,0.06241881,-1.370967682,0.016070424,0.022496014,1.603121954,8.060397013
8,-0.06241881,-1.375776059,0.022574917,0.016524442,1.603121954,8.256512581
8,-0.18534795,-1.380361211,0.02369006,0.009151925,1.62788206,8.452810184
8,-0.302884868,-1.38473815,0.018312561,0.003839675,1.676305461,8.649277426
8,-0.412410442,-1.388920585,0.010113634,0.001152876,1.74642492,8.845903006
8,-0.51238946,-1.392921064,0.003257934,0.000133515,1.835755975,9.042676595
8,-0.602287346,-1.396751087,0.001950794,0.000202956,1.941648784,9.239588735
8,-0.682316555,-1.400421216,0.003365467,0.000237972,2.061552813,9.436630755
8,-0.753151281,-1.403941166,0.003597708,0.000222422,2.19317122,9.633794683
8,-0.815691923,-1.407319889,0.003219604,0.000193005,2.334523506,9.831073187
8,-0.870903457,-1.410565643,0.002670776,0.000162601,2.48394847,10.0284595
8,-0.919719605,-1.413686061,0.002123249,0.000136022,2.640075756,10.22594739
8,-0.962994331,-1.41668821,0.001666552,0.000107191,2.801785145,10.42353107
8,-1.001483136,-1.419578637,0.001334269,8.78E-05,2.968164416,10.6212052
8,-1.035841253,-1.422363418,0.001021895,8.08E-05,3.138470965,10.81896483
8,-1.066630365,-1.4250482,0.000819806,5.99E-05,3.312099032,11.01680534
8,-1.094328907,-1.427638239,0.000647796,5.94E-05,3.488552709,11.21472247
8,-1.119343235,-1.430138429,0.000535046,4.45E-05,3.667424164,11.41271221
8,-1.142018299,-1.432553336,0.000410963,3.97E-05,3.848376281,11.61077086
8,-1.162647223,-1.434887225,0.000365366,4.05E-05,4.031128874,11.80889495
8,-1.181479605,-1.437144079,0.000305561,2.96E-05,4.215447782,12.00708124
8,1.159731779,-1.177738308,0.000225781,0.000258773,4.254409477,4.438468204
8,1.140103815,-1.194305992,0.000198117,0.000321353,4.071854614,4.623851209
8,1.118642465,-1.209592571,0.000182405,0.000393153,3.891015292,4.810405388
8,1.095101108,-1.223734723,0.000164058,0.000488256,3.712142239,4.9979996
8,1.069192273,-1.236851255,0.00013171,0.000615129,3.535533906,5.186520992
8,1.040580554,-1.249045772,9.88E-05,0.000790211,3.361547263,5.375872022
8,1.008874765,-1.26040892,2.62E-05,0.001033134,3.190611227,5.56596802
8,0.973619669,-1.271020257,9.44E-05,0.001346061,3.023243292,5.756735186
8,0.934288111,-1.280949837,0.000160669,0.001719978,2.860069929,5.948108943
8,0.890275102,-1.290259535,7.56E-05,0.002209137,2.701851217,6.140032573
8,0.840896669,-1.299004168,0.000210106,0.002752134,2.549509757,6.33245608
8,0.785398163,-1.307232443,0.000163979,0.003291679,2.404163056,6.52533524
8,0.722979353,-1.314987762,0.00019608,0.003557573,2.26715681,6.718630813
8,0.652846631,-1.322308906,0.000220901,0.003099575,2.140093456,6.912307864
8,0.57430483,-1.32923062,0.000205777,0.001244389,2.024845673,7.106335202
8,0.486899232,-1.335784111,0.000154971,0.003154382,1.923538406,7.300684899
8,0.390607044,-1.341997481,0.001208899,0.009684115,1.838477631,7.495331881
8,0.286051442,-1.347896094,0.003863159,0.016998248,1.772004515,7.690253572
8,0.174672199,-1.353502896,0.008692673,0.021710344,1.72626765,7.885429601
8,0.058755823,-1.35883869,0.015416912,0.021123127,1.702938637,8.08084154
8,-0.058755823,-1.363922378,0.021150246,0.015842851,1.702938637,8.276472679
8,-0.174672199,-1.36877117,0.02241017,0.009250101,1.72626765,8.472307832
8,-0.286051442,-1.373400767,0.018174215,0.004233983,1.772004515,8.668333173
8,-0.390607044,-1.377825517,0.01099536,0.001456088,1.838477631,8.864536085
8,-0.486899232,-1.382058559,0.004437606,0.000290175,1.923538406,9.060905032
8,-0.57430483,-1.386111947,0.001367177,0.000144882,2.024845673,9.257429449
8,-0.652846631,-1.389996753,0.002782259,0.000230495,2.140093456,9.45409964
8,-0.722979353,-1.393723172,0.003414345,0.000214798,2.26715681,9.650906693
8,-0.785398163,-1.397300598,0.003237697,0.000196358,2.404163056,9.847842403
8,-0.840896669,-1.400737705,0.002796567,0.000169593,2.549509757,10.0448992
8,-0.890275102,-1.404042514,0.002299837,0.000143149,2.701851217,10.2420701
8,-0.934288111,-1.407222451,0.001842065,0.000117538,2.860069929,10.43934864
8,-0.973619669,-1.410284401,0.001484103,9.29E-05,3.023243292,10.63672882
8,-1.008874765,-1.413234757,0.001186155,8.58E-05,3.190611227,10.83420509
8,-1.040580554,-1.416079462,0.000917747,6.93E-05,3.361547263,11.0317723
8,-1.069192273,-1.418824046,0.000766691,6.09E-05,3.535533906,11.22942563
8,-1.095101108,-1.421473666,0.000592226,4.97E-05,3.712142239,11.42716063
8,-1.118642465,-1.424033131,0.000508391,4.84E-05,3.891015292,11.62497312
8,-1.140103815,-1.426506932,0.000407228,3.47E-05,4.071854614,11.82285921
8,-1.159731779,-1.428899272,0.000329839,3.61E-05,4.254409477,12.02081528
8,1.138388551,-1.157107114,0.000259445,0.000301467,4.295346319,4.477722635
8,1.118017855,-1.174355044,0.000231048,0.000363133,4.114608122,4.661544808
8,1.095785571,-1.19028995,0.000187676,0.000446836,3.935733731,4.846648326
8,1.071449605,-1.205049026,0.000132129,0.000565291,3.758989226,5.032891813
8,1.044729908,-1.218752012,7.87E-05,0.000730744,3.584689666,5.220153254
8,1.015302592,-1.231503712,0.000104574,0.000938214,3.413209633,5.408326913
8,0.982793723,-1.243396115,0.000170341,0.00117916,3.244996148,5.597320788
8,0.946773274,-1.254510199,0.000117641,0.001495612,3.08058436,5.787054518
8,0.906750164,-1.264917455,0.000105951,0.001915366,2.920616373,5.977457654
8,0.862170055,-1.274681181,0.000180189,0.002369038,2.765863337,6.168468205
8,0.812418613,-1.283857574,0.000197168,0.002876334,2.617250466,6.360031446
8,0.756834506,-1.292496668,0.000156255,0.003276704,2.475883681,6.5520989
8,0.694738276,-1.300643127,0.00018935,0.003305383,2.343074903,6.744627492
8,0.62548504,-1.308336927,0.000214745,0.002494966,2.220360331,6.937578828
8,0.548549402,-1.315613936,0.000167232,0.000577247,2.109502311,7.130918594
8,0.463647609,-1.322506417,0.000327504,0.004284947,2.01246118,7.324616031
8,0.370891289,-1.329043459,0.001539746,0.010451044,1.931320792,7.518643495
8,0.27094685,-1.335251346,0.004133569,0.016821428,1.868154169,7.712976079
8,0.165148677,-1.341153885,0.008770848,0.020640233,1.824828759,7.907591289
8,0.055498505,-1.34677268,0.014767653,0.019897689,1.802775638,8.10246876
8,-0.055498505,-1.352127381,0.019948802,0.015195521,1.802775638,8.297590012
8,-0.165148677,-1.357235893,0.021269014,0.009298222,1.824828759,8.492938243
8,-0.27094685,-1.362114564,0.017937577,0.004574875,1.868154169,8.688498144
8,-0.370891289,-1.366778347,0.011719537,0.001773301,1.931320792,8.884255737
8,-0.463647609,-1.371240943,0.005460323,0.000454179,2.01246118,9.080198236
8,-0.548549402,-1.375514929,0.001513658,9.05E-05,2.109502311,9.276313923
8,-0.62548504,-1.379611867,0.00223345,0.000199554,2.220360331,9.472592042
8,-0.694738276,-1.383542407,0.00309411,0.000211503,2.343074903,9.669022701
8,-0.756834506,-1.38731637,0.0031938,0.000193887,2.475883681,9.865596789
8,-0.812418613,-1.390942827,0.002872876,0.000174241,2.617250466,10.0623059
8,-0.862170055,-1.394430171,0.002435355,0.000149521,2.765863337,10.25914226
8,-0.906750164,-1.397786176,0.001999932,0.000125253,2.920616373,10.4560987
8,-0.946773274,-1.401018053,0.001630196,0.000101699,3.08058436,10.65316854
8,-0.982793723,-1.404132499,0.001330593,8.60E-05,3.244996148,10.85034562
8,-1.015302592,-1.407135744,0.001051113,8.10E-05,3.413209633,11.04762418
8,-1.044729908,-1.410033586,0.000852531,5.96E-05,3.584689666,11.24499889
8,-1.071449605,-1.412831434,0.000696369,6.08E-05,3.758989226,11.44246477
8,-1.095785571,-1.415534333,0.000572661,4.46E-05,3.935733731,11.64001718
8,-1.118017855,-1.418146998,0.000460062,4.48E-05,4.114608122,11.83765179
8,-1.138388551,-1.420673841,0.000406293,3.80E-05,4.295346319,12.03536456
8,1.117457631,-1.136842957,0.000301309,0.000343865,4.338202393,4.518849411
8,1.096396444,-1.154731821,0.000261316,0.0004111,4.159326869,4.701063709
8,1.07345361,-1.171280833,0.000181872,0.000524799,3.98246155,4.884669897
8,1.048392895,-1.186626962,0.000131307,0.000679114,3.807886553,5.069516742
8,1.020943144,-1.200890259,0.000182816,0.00084983,3.635931793,5.255473337
8,0.990793553,-1.214176191,0.000178449,0.001040082,3.466987165,5.44242593
8,0.957588978,-1.226577644,4.50E-05,0.001327302,3.301514804,5.630275304
8,0.920925877,-1.238176635,0.000169415,0.001665063,3.140063694,5.81893461
8,0.88034987,-1.249045772,9.51E-05,0.002063979,2.983286778,6.008327554
8,0.835356559,-1.2592495,0.000218404,0.002501936,2.831960452,6.198386887
8,0.785398163,-1.268845165,0.000152741,0.002935763,2.687005769,6.389053138
8,0.729899658,-1.277883929,0.000150142,0.003180634,2.549509757,6.580273551
8,0.668289419,-1.28641155,0.000181804,0.002954957,2.420743687,6.772001181
8,0.600050213,-1.294469052,0.000226108,0.001829005,2.302172887,6.964194139
8,0.524795772,-1.302093302,5.31E-05,0.000983226,2.19544984,7.156814934
8,0.442374223,-1.309317511,0.000447893,0.005245043,2.102379604,7.34982993
8,0.352990388,-1.316171661,0.001762724,0.010986677,2.024845673,7.543208866
8,0.257323715,-1.322682878,0.004476306,0.016566089,1.96468827,7.736924454
8,0.156601877,-1.328875758,0.008816731,0.019663194,1.923538406,7.930952024
8,0.052583062,-1.334772648,0.014247852,0.018790168,1.902629759,8.125269226
8,-0.052583062,-1.340393891,0.018843644,0.014592509,1.902629759,8.319855768
8,-0.156601877,-1.34575804,0.020256869,0.009279568,1.923538406,8.514693183
8,-0.257323715,-1.350882052,0.017532443,0.004845738,1.96468827,8.709764635
8,-0.352990388,-1.355781445,0.012140861,0.002057221,2.024845673,8.905054744
8,-0.442374223,-1.360470453,0.006429627,0.000650423,2.102379604,9.100549434
8,-0.524795772,-1.364962149,0.002087549,8.89E-05,2.19544984,9.296235797
8,-0.600050213,-1.369268559,0.00162967,0.000161842,2.302172887,9.49210198
8,-0.668289419,-1.373400767,0.002686488,0.000209842,2.420743687,9.688137076
8,-0.729899658,-1.377369,0.003070115,0.000189458,2.549509757,9.884331035
8,-0.785398163,-1.381182711,0.002897326,0.000174427,2.687005769,10.08067458
8,-0.835356559,-1.384850648,0.002536255,0.000154076,2.831960452,10.27715914
8,-0.88034987,-1.38838092,0.002134189,0.000132249,2.983286778,10.47377678
8,-0.920925877,-1.39178105,0.001764088,0.00010996,3.140063694,10.67052014
8,-0.957588978,-1.39505803,0.001461593,8.96E-05,3.301514804,10.86738239
8,-0.990793553,-1.398218366,0.001189942,8.39E-05,3.466987165,11.06435719
8,-1.020943144,-1.401268115,0.000943779,7.04E-05,3.635931793,11.26143863
8,-1.048392895,-1.40421293,0.000802142,5.92E-05,3.807886553,11.45862121
8,-1.07345361,-1.407058086,0.000627778,5.34E-05,3.98246155,11.65589979
8,-1.096396444,-1.409808513,0.00055369,4.70E-05,4.159326869,11.85326959
8,-1.117457631,-1.412468826,0.000433111,3.74E-05,4.338202393,12.05072612
8,1.075244653,-1.135443052,0.000279792,0.000476809,4.205948169,4.742362281
8,1.051650213,-1.152571997,0.000200822,0.000629595,4.031128874,4.924428901
8,1.025932411,-1.168475229,0.000232237,0.000776499,3.858756276,5.107837116
8,0.997830184,-1.183272521,0.000214458,0.00093127,3.689173349,5.292447449
8,0.967046993,-1.197069507,7.31E-05,0.001188653,3.522782991,5.47813837
8,0.933247529,-1.209959544,0.000203349,0.001460306,3.360059523,5.664803615
8,0.896055385,-1.222025323,3.99E-05,0.001813962,3.201562119,5.852349955
8,0.855052737,-1.233340258,0.000220074,0.002186895,3.047950131,6.040695324
8,0.809783573,-1.243969674,0.000151194,0.002604991,2.9,6.229767251
8,0.759762755,-1.253971841,0.000107815,0.002933945,2.758622845,6.419501538
8,0.704494064,-1.263398854,0.000144781,0.003008358,2.62488095,6.609841148
8,0.643501109,-1.272297395,0.00018088,0.002542107,2.5,6.800735254
8,0.576375221,-1.280709394,0.000226078,0.001179917,2.385372088,6.992138443
8,0.502843211,-1.288672595,9.88E-05,0.001802098,2.282542442,7.184010022
8,0.422853926,-1.296221045,0.00070333,0.006081647,2.19317122,7.376313442
8,0.336674819,-1.30338553,0.002096475,0.011394128,2.11896201,7.569015788
8,0.244978663,-1.310193935,0.004654946,0.01623118,2.061552813,7.762087348
8,0.148889948,-1.316671577,0.008727853,0.018737751,2.022374842,7.955501241
8,0.049958396,-1.322841482,0.01370771,0.01781544,2.002498439,8.149233093
8,-0.049958396,-1.328724632,0.017800456,0.014048208,2.002498439,8.343260753
8,-0.148889948,-1.334340185,0.019228157,0.009226658,2.022374842,8.537564055
8,-0.244978663,-1.33970566,0.017155497,0.005097737,2.061552813,8.732124598
8,-0.336674819,-1.344837109,0.012509939,0.002337949,2.11896201,8.926925563
8,-0.422853926,-1.349749264,0.007168159,0.000835299,2.19317122,9.121951546
8,-0.502843211,-1.354455665,0.002891675,0.000167308,2.282542442,9.317188417
8,-0.576375221,-1.358968779,0.001214378,0.000128935,2.385372088,9.512623192
8,-0.643501109,-1.3633001,0.002299755,0.000190077,2.5,9.708243919
8,-0.704494064,-1.367460243,0.002842814,0.000189185,2.62488095,9.90403958
8,-0.759762755,-1.371459022,0.002870483,0.000171686,2.758622845,10.1
8,-0.809783573,-1.375305527,0.00259689,0.000156358,2.9,10.29611577
8,-0.855052737,-1.379008185,0.002244014,0.000137066,3.047950131,10.49237819
8,-0.896055385,-1.382574821,0.001886763,0.000117708,3.201562119,10.68877916
8,-0.933247529,-1.386012711,0.001575302,9.62E-05,3.360059523,10.8853112
8,-0.967046993,-1.389328623,0.001318284,8.36E-05,3.522782991,11.08196733
8,-0.997830184,-1.392528868,0.001062246,7.96E-05,3.689173349,11.27874106
8,-1.025932411,-1.395619332,0.000871758,6.05E-05,3.858756276,11.47562634
8,-1.051650213,-1.398605512,0.000738462,6.01E-05,4.031128874,11.67261753
8,-1.075244653,-1.401492549,0.000592109,4.55E-05,4.205948169,11.86970935
8,-1.09694499,-1.404285252,0.000511231,4.81E-05,4.3829214,12.06689687
8,1.076854958,-1.097440285,0.000390928,0.000442121,4.429446918,4.606517123
8,1.054565656,-1.11649424,0.000293462,0.000563639,4.254409477,4.785394446
8,1.030376827,-1.134169167,0.000267198,0.000722481,4.081666326,4.965883607
8,1.004067109,-1.150599613,0.000284939,0.000840665,3.911521443,5.14781507
8,0.975386451,-1.165904541,0.000127199,0.001067694,3.744329045,5.331041174
8,0.944053426,-1.180189283,0.000245251,0.001297159,3.580502758,5.515432893
8,0.909753158,-1.193547267,5.92E-05,0.001604137,3.420526275,5.700877125
8,0.872136502,-1.206061513,0.000232507,0.001922268,3.264965543,5.887274412
8,0.830821443,-1.217805939,0.000150076,0.002309118,3.1144823,6.074537019
8,0.785398163,-1.2288465,5.87E-05,0.002654211,2.969848481,6.262587325
8,0.735439768,-1.239242165,0.000121178,0.002867456,2.831960452,6.451356447
8,0.680521225,-1.249045772,0.000137788,0.002772924,2.701851217,6.640783086
8,0.620249486,-1.258304767,0.00019284,0.002075798,2.58069758,6.830812543
8,0.554307496,-1.267061841,0.000170405,0.00061828,2.469817807,7.021395873
8,0.482513295,-1.27535549,0.000150275,0.002609225,2.370653918,7.212489168
8,0.404891786,-1.283220496,0.000850051,0.00678644,2.284731932,7.404052944
8,0.321750554,-1.290688351,0.00225911,0.011635216,2.213594362,7.596051606
8,0.233743181,-1.297787624,0.004919344,0.015858956,2.158703314,7.788452991
8,0.141897055,-1.304544278,0.008758828,0.017890019,2.121320344,7.981227976
8,0.047583103,-1.310981957,0.013177222,0.016932517,2.102379604,8.174350127
8,-0.047583103,-1.317122231,0.016971209,0.013515792,2.102379604,8.367795409
8,-0.141897055,-1.32298481,0.018350001,0.009165195,2.121320344,8.561541917
8,-0.233743181,-1.32858774,0.016696501,0.005283761,2.158703314,8.755569656
8,-0.321750554,-1.333947566,0.012664829,0.002588587,2.213594362,8.949860334
8,-0.404891786,-1.339079486,0.007874869,0.001039465,2.284731932,9.144397192
8,-0.482513295,-1.343997479,0.003595855,0.000279178,2.370653918,9.339164845
8,-0.554307496,-1.348714425,0.001167904,7.65E-05,2.469817807,9.534149149
8,-0.620249486,-1.353242208,0.001860089,0.000161038,2.58069758,9.729337079
8,-0.680521225,-1.357591807,0.002548068,0.000188907,2.701851217,9.924716621
8,-0.735439768,-1.361773384,0.002777119,0.000169423,2.831960452,10.12027668
8,-0.785398163,-1.365796351,0.002611794,0.000156956,2.969848481,10.31600698
8,-0.830821443,-1.369669441,0.0023186,0.000140803,3.1144823,10.51189802
8,-0.872136502,-1.373400767,0.001994001,0.000123102,3.264965543,10.70794098
8,-0.909753158,-1.376997874,0.001683721,0.000104422,3.420526275,10.90412766
8,-0.944053426,-1.380467787,0.001419776,8.57E-05,3.580502758,11.10045044
8,-0.975386451,-1.383817057,0.001190523,8.13E-05,3.744329045,11.29690223
8,-1.004067109,-1.387051796,0.000953939,7.09E-05,3.911521443,11.49347641
8,-1.030376827,-1.390177716,0.000821371,5.72E-05,4.081666326,11.69016681
8,-1.054565656,-1.39320016,0.000667561,5.65E-05,4.254409477,11.88696765
8,-1.076854958,-1.396124128,0.000574577,4.34E-05,4.429446918,12.08387355
8,1.057190322,-1.078310561,0.000436819,0.000500373,4.477722635,4.65295605
8,1.034360869,-1.097889723,0.000319514,0.000658397,4.30464865,4.83011387
8,1.009632915,-1.116077052,0.000349395,0.00078533,4.134005322,5.008991915
8,0.982793723,-1.133005023,0.000233768,0.000951689,3.966106403,5.189412298
8,0.953604935,-1.148791297,0.000263852,0.00117089,3.801315562,5.371219601
8,0.921800768,-1.163540479,0.000156379,0.001421005,3.640054945,5.554277631
8,0.887087015,-1.177345689,0.000265357,0.001702528,3.482814953,5.738466694
8,0.849141476,-1.19028995,0.000113853,0.002055479,3.330165161,5.923681288
8,0.807616729,-1.202447405,8.20E-05,0.002382239,3.182766093,6.109828148
8,0.762146541,-1.21388439,0.000183533,0.002648314,3.041381265,6.296824597
8,0.712357598,-1.224660363,0.000185421,0.002747477,2.906888371,6.484597135
8,0.657888605,-1.234828721,0.000129751,0.002487053,2.780287755,6.673080248
8,0.598418893,-1.24443751,0.000207477,0.001584988,2.662705391,6.862215386
8,0.533708192,-1.253530047,7.34E-05,0.000548901,2.555386468,7.051950085
8,0.463647609,-1.26214546,0.000216583,0.003333753,2.459674775,7.242237223
8,0.388318718,-1.270319158,0.000993861,0.007353555,2.376972865,7.433034374
8,0.308052781,-1.278083252,0.002582534,0.011801384,2.308679276,7.624303247
8,0.223476601,-1.285466907,0.005014032,0.015463449,2.256102835,7.816009212
8,0.135527714,-1.292496668,0.008606016,0.017109035,2.220360331,8.008120878
8,0.045423279,-1.299196735,0.012770188,0.016122413,2.202271555,8.200609733
