room_dim_meter,theta1_true,theta2_true,RSS1_combined,RSS2_combined,d1,d2
8,-1.455919721,-1.542501993,7.95E-05,2.07E-05,2.617250466,10.60424443
8,-1.464060654,-1.54302569,7.24E-05,1.98E-05,2.816025568,10.80416586
8,-1.471127674,-1.543530358,6.74E-05,1.88E-05,3.014962686,11.00409015
8,-1.477319546,-1.544017016,6.36E-05,1.81E-05,3.214031736,11.20401714
8,-1.482788953,-1.54448661,6.03E-05,1.72E-05,3.413209633,11.40394669
8,-1.487655095,-1.544940021,5.70E-05,1.63E-05,3.612478374,11.60387866
8,-1.492012366,-1.545378074,5.37E-05,1.60E-05,3.811823711,11.80381294
8,1.439968931,-1.452306368,3.22E-05,4.12E-05,3.832753579,4.229657197
8,1.432790303,-1.457645345,5.72E-05,5.32E-05,3.634556369,4.428317965
8,1.424784069,-1.462525736,3.26E-05,6.70E-05,3.436568055,4.627094121
8,1.415799585,-1.467003986,2.75E-05,4.99E-05,3.238826948,4.825971405
8,1.405647649,-1.471127674,5.57E-05,7.81E-05,3.041381265,5.024937811
8,1.394087471,-1.47493718,2.23E-05,6.95E-05,2.844292531,5.223983155
8,1.380808039,-1.478466992,5.49E-05,8.71E-05,2.647640459,5.423098745
8,1.365400938,-1.481746744,2.51E-05,9.69E-05,2.451530134,5.622277119
8,1.347319726,-1.484802036,4.09E-05,0.000109424,2.256102835,5.821511831
8,1.325817664,-1.487655095,3.33E-05,0.000141343,2.061552813,6.020797289
8,1.299849476,-1.490325316,4.29E-05,0.000180013,1.868154169,6.220128616
8,1.267911458,-1.492829693,2.87E-05,0.000264865,1.676305461,6.419501538
8,1.227772386,-1.495183184,6.57E-05,0.000438052,1.486606875,6.618912297
8,1.176005207,-1.497399001,4.51E-05,0.000792486,1.3,6.818357573
8,1.107148718,-1.499488862,9.35E-05,0.001665741,1.118033989,7.017834424
8,1.012197011,-1.501463193,0.000209726,0.003871758,0.943398113,7.21734023
8,0.876058051,-1.503331302,0.000404345,0.008948421,0.781024968,7.416872656
8,0.674740942,-1.505101525,0.00084701,0.009801565,0.640312424,7.61642961
8,0.380506377,-1.506781349,0.002309064,0.047687898,0.538516481,7.816009212
8,0,-1.508377517,0.052818942,0.054281196,0.5,8.015609771
8,-0.380506377,-1.509896119,0.052049092,0.002966767,0.538516481,8.215229759
8,-0.674740942,-1.511342667,0.008767444,0.000767028,0.640312424,8.414867795
8,-0.876058051,-1.512722167,0.009210771,0.000453169,0.781024968,8.614522622
8,-1.012197011,-1.514039169,0.004354908,0.000260849,0.943398113,8.8141931
8,-1.107148718,-1.515297822,0.002045104,0.000147469,1.118033989,9.013878189
8,-1.176005207,-1.516501915,0.001081814,0.000105982,1.3,9.213576938
8,-1.227772386,-1.517654918,0.000651298,7.05E-05,1.486606875,9.41328848
8,-1.267911458,-1.518760012,0.000405577,4.84E-05,1.676305461,9.613012015
8,-1.299849476,-1.51982012,0.000275929,4.21E-05,1.868154169,9.812746812
8,-1.325817664,-1.520837931,0.00021585,3.99E-05,2.061552813,10.0124922
8,-1.347319726,-1.521815926,0.000183979,3.77E-05,2.256102835,10.21224755
8,-1.365400938,-1.522756394,0.000160354,3.43E-05,2.451530134,10.41201229
8,-1.380808039,-1.523661453,0.000139674,3.02E-05,2.647640459,10.6117859
8,-1.394087471,-1.524533064,0.000120389,2.64E-05,2.844292531,10.81156788
8,-1.405647649,-1.525373047,0.000103239,2.27E-05,3.041381265,11.01135777
8,-1.415799585,-1.526183092,8.83E-05,1.95E-05,3.238826948,11.21115516
8,-1.424784069,-1.526964769,7.57E-05,1.72E-05,3.436568055,11.41095964
8,-1.432790303,-1.527719543,6.55E-05,1.49E-05,3.634556369,11.61077086
8,-1.439968931,-1.528448778,5.75E-05,1.32E-05,3.832753579,11.81058847
8,1.388628016,-1.405647649,3.28E-05,4.55E-05,3.863935817,4.257933771
8,1.37874831,-1.413027589,5.12E-05,7.08E-05,3.667424164,4.455333882
8,1.36775111,-1.419780984,2.70E-05,5.70E-05,3.471310992,4.65295605
8,1.355438627,-1.425983829,4.65E-05,8.24E-05,3.275667871,4.850773134
8,1.341564394,-1.431700385,2.28E-05,7.84E-05,3.08058436,5.048762225
8,1.325817664,-1.436985349,4.84E-05,0.000104648,2.886173938,5.246903849
8,1.307801595,-1.441885555,2.44E-05,0.000109775,2.692582404,5.445181356
8,1.287002218,-1.446441332,5.35E-05,0.0001574,2.5,5.643580424
8,1.262743546,-1.450687591,8.91E-06,0.000186491,2.308679276,5.842088668
8,1.234121507,-1.4546547,4.70E-05,0.000284206,2.11896201,6.040695324
8,1.199905038,-1.458369196,5.04E-05,0.000418515,1.931320792,6.239390996
8,1.158385885,-1.46185437,2.44E-05,0.000659487,1.74642492,6.438167441
8,1.107148718,-1.465130745,8.20E-05,0.001138346,1.565247584,6.637017402
8,1.042721878,-1.468216474,0.000140475,0.002057186,1.389244399,6.835934464
8,0.960070362,-1.471127674,0.000213071,0.003826407,1.220655562,7.034912935
8,0.851966327,-1.473878699,0.000328811,0.006786888,1.063014581,7.233947747
8,0.708626272,-1.476482375,0.000588488,0.008377487,0.921954446,7.433034374
8,0.519146114,-1.478950201,0.000333065,0.006771974,0.806225775,7.632168761
8,0.278299659,-1.481292508,0.007507183,0.046534353,0.728010989,7.831347266
8,0,-1.483518614,0.04090952,0.041785645,0.7,8.030566605
8,-0.278299659,-1.485636934,0.049117782,0.008418024,0.728010989,8.229823813
8,-0.519146114,-1.487655095,0.009792778,0.000210751,0.806225775,8.429116205
8,-0.708626272,-1.48958002,0.007844212,0.000522927,0.921954446,8.628441342
8,-0.851966327,-1.491418012,0.006913328,0.000368677,1.063014581,8.827797007
8,-0.960070362,-1.493174818,0.004158331,0.000238778,1.220655562,9.027181177
8,-1.042721878,-1.494855691,0.002400239,0.000157631,1.389244399,9.226592004
8,-1.107148718,-1.49646544,0.001397064,0.000115015,1.565247584,9.426027795
8,-1.158385885,-1.498008478,0.000899784,8.15E-05,1.74642492,9.625487001
8,-1.199905038,-1.499488862,0.000578866,5.75E-05,1.931320792,9.824968193
8,-1.234121507,-1.500910325,0.000405501,5.20E-05,2.11896201,10.02447006
8,-1.262743546,-1.502276311,0.000318253,4.64E-05,2.308679276,10.22399139
8,-1.287002218,-1.503590001,0.000250607,3.64E-05,2.5,10.42353107
8,-1.307801595,-1.504854337,0.000190194,2.69E-05,2.692582404,10.62308806
8,-1.325817664,-1.506072045,0.000144461,2.20E-05,2.886173938,10.82266141
8,-1.341564394,-1.507245655,0.000117444,2.09E-05,3.08058436,11.02225022
8,-1.355438627,-1.508377517,0.000104914,2.17E-05,3.275667871,11.22185368
8,-1.36775111,-1.509469816,9.97E-05,2.28E-05,3.471310992,11.42147101
8,-1.37874831,-1.510524588,9.64E-05,2.29E-05,3.667424164,11.6211015
8,-1.388628016,-1.511543733,9.25E-05,2.22E-05,3.863935817,11.82074448
8,1.338239385,-1.359702994,4.05E-05,5.29E-05,3.905124838,4.295346319
8,1.325817664,-1.369033982,6.02E-05,8.27E-05,3.710795063,4.491102315
8,1.312025435,-1.377584843,5.07E-05,8.26E-05,3.517101079,4.687216658
8,1.296628876,-1.385448377,3.81E-05,0.000100342,3.324154028,4.883646179
8,1.279339532,-1.392703389,4.64E-05,0.000131424,3.132091953,5.080354318
8,1.259798046,-1.3994172,2.69E-05,0.000145592,2.941088234,5.277309921
8,1.237552026,-1.405647649,4.99E-05,0.000212252,2.751363298,5.474486277
8,1.212025657,-1.411444686,3.94E-05,0.000277789,2.563201124,5.671860365
8,1.182477609,-1.416851662,1.12E-05,0.000379404,2.376972865,5.869412236
8,1.147942401,-1.421906379,5.52E-05,0.000571267,2.19317122,6.067124525
8,1.107148718,-1.42664194,9.27E-05,0.00087296,2.01246118,6.264982043
8,1.058406866,-1.431087453,0.000104394,0.001367723,1.835755975,6.462971453
8,0.999458847,-1.435268613,0.000144957,0.002201441,1.664331698,6.661080993
8,0.927295218,-1.439208185,0.000213802,0.003558787,1.5,6.859300256
8,0.837981225,-1.442926408,0.000278923,0.005449139,1.345362405,7.057619995
8,0.726642341,-1.446441332,0.0004467,0.006699702,1.204159458,7.256031973
8,0.588002604,-1.449769107,0.000466296,0.002299093,1.081665383,7.454528825
8,0.41822433,-1.452924224,0.001144146,0.016922469,0.98488578,7.653103945
8,0.218668946,-1.455919721,0.01068991,0.039876997,0.921954446,7.851751397
8,0,-1.458767364,0.033152193,0.03373247,0.9,8.050465825
8,-0.218668946,-1.461477793,0.041493638,0.01158125,0.921954446,8.249242389
8,-0.41822433,-1.464060654,0.019444225,0.00147784,0.98488578,8.448076704
8,-0.588002604,-1.466524715,0.002594176,0.000352734,1.081665383,8.646964785
8,-0.726642341,-1.468877959,0.006353431,0.000407726,1.204159458,8.845903006
8,-0.837981225,-1.471127674,0.005549835,0.000298564,1.345362405,9.044888059
8,-0.927295218,-1.473280524,0.00381088,0.000215486,1.5,9.243916919
8,-0.999458847,-1.475342612,0.002463807,0.000163881,1.664331698,9.442986816
8,-1.058406866,-1.477319546,0.001587772,0.00011478,1.835755975,9.642095208
8,-1.107148718,-1.479216477,0.001089071,9.17E-05,2.01246118,9.841239759
8,-1.147942401,-1.481038153,0.00073722,6.26E-05,2.19317122,10.04041832
8,-1.182477609,-1.482788953,0.000526508,5.86E-05,2.376972865,10.2396289
8,-1.212025657,-1.484472926,0.000414717,4.85E-05,2.563201124,10.43886967
8,-1.237552026,-1.486093816,0.000309512,3.43E-05,2.751363298,10.63813893
8,-1.259798046,-1.487655095,0.000229082,2.92E-05,2.941088234,10.83743512
8,-1.279339532,-1.489159985,0.000190519,3.06E-05,3.132091953,11.03675677
8,-1.296628876,-1.490611479,0.00017192,3.05E-05,3.324154028,11.23610253
8,-1.312025435,-1.492012366,0.000153309,2.73E-05,3.517101079,11.43547113
8,-1.325817664,-1.49336524,0.000130345,2.23E-05,3.710795063,11.63486141
8,-1.338239385,-1.494672524,0.00010658,1.73E-05,3.905124838,11.83427226
8,1.28902446,-1.314644944,5.48E-05,8.88E-05,3.956008089,4.341658669
8,1.274250518,-1.325817664,6.22E-05,9.67E-05,3.764306045,4.535416188
8,1.23970025,-1.345519548,3.96E-05,0.000160719,3.383784863,4.924428901
8,1.219351533,-1.354246022,3.95E-05,0.000194819,3.195309062,5.119570294
8,1.196462711,-1.362331108,6.09E-05,0.000272734,3.008321791,5.315072906
8,1.17055567,-1.369842063,7.16E-05,0.000367307,2.823118843,5.510898293
8,1.141034048,-1.37683718,3.33E-05,0.000492004,2.640075756,5.707013229
8,1.107148718,-1.383367214,1.78E-05,0.000687823,2.459674775,5.903388857
8,1.067953116,-1.389476552,5.09E-05,0.000995703,2.282542442,6.1
8,1.022246924,-1.395204165,7.38E-05,0.001469726,2.109502311,6.296824597
8,0.968508981,-1.400584402,9.23E-05,0.002193762,1.941648784,6.493843238
8,0.904827089,-1.405647649,0.000156305,0.003251699,1.780449381,6.691038783
8,0.828849059,-1.410420883,0.000272893,0.00454601,1.62788206,6.88839604
8,0.73781506,-1.414928125,0.000330913,0.005487355,1.486606875,7.085901495
8,0.628796286,-1.419190839,0.000382043,0.003880366,1.360147051,7.283543094
8,0.499346722,-1.423228255,1.31E-05,0.004663035,1.252996409,7.481310046
8,0.348771004,-1.427057654,0.002776692,0.020976998,1.170469991,7.679192666
8,0.1798535,-1.430694602,0.012055296,0.033762668,1.118033989,7.877182237
8,0,-1.434153164,0.027804464,0.028230695,1.1,8.075270893
8,-0.1798535,-1.437446073,0.034822489,0.012872248,1.118033989,8.273451517
8,-0.348771004,-1.440584884,0.022948407,0.003215401,1.170469991,8.471717653
8,-0.499346722,-1.44358011,0.006610443,0.000238693,1.252996409,8.670063437
8,-0.628796286,-1.446441332,0.003408671,0.000338032,1.360147051,8.868483523
8,-0.73781506,-1.449177304,0.005260652,0.000330333,1.486606875,9.066973034
8,-0.828849059,-1.451796033,0.004585682,0.00026456,1.62788206,9.265527508
8,-0.904827089,-1.454304866,0.003410796,0.00020455,1.780449381,9.464142856
8,-0.968508981,-1.456710548,0.002397258,0.000155098,1.941648784,9.662815325
8,-1.022246924,-1.459019285,0.001702112,0.000111842,2.109502311,9.861541462
8,-1.067953116,-1.4612368,0.001200432,9.67E-05,2.282542442,10.06031809
8,-1.107148718,-1.463368373,0.000862938,6.77E-05,2.459674775,10.25914226
8,-1.141034048,-1.465418888,0.000636702,6.38E-05,2.640075756,10.45801128
8,-1.17055567,-1.467392864,0.000501618,4.89E-05,2.823118843,10.65692263
8,-1.196462711,-1.469294496,0.00036496,3.65E-05,3.008321791,10.85587399
8,-1.219351533,-1.471127674,0.000289742,3.79E-05,3.195309062,11.05486318
8,-1.23970025,-1.472896019,0.000256088,3.60E-05,3.383784863,11.25388822
8,-1.257895099,-1.474602899,0.000214625,2.81E-05,3.573513677,11.45294722
8,-1.274250518,-1.476251455,0.000166728,2.04E-05,3.764306045,11.65203845
8,-1.28902446,-1.477844618,0.000130862,1.82E-05,3.956008089,11.85116028
8,1.241171919,-1.270625156,8.78E-05,0.000141714,4.016217126,4.396589587
8,1.224257462,-1.283514873,7.14E-05,0.000153299,3.827531842,4.588027899
8,1.205594877,-1.295370223,7.35E-05,0.000189104,3.640054945,4.780167361
8,1.184913657,-1.306307944,8.34E-05,0.000257569,3.453983208,4.972926704
8,1.161888498,-1.316428268,9.07E-05,0.000340946,3.269556545,5.166236541
8,1.136126112,-1.325817664,7.64E-05,0.00044391,3.087069808,5.360037313
8,1.107148718,-1.334551066,4.85E-05,0.000588035,2.906888371,5.554277631
8,1.074373573,-1.342693699,4.70E-05,0.00079558,2.729468813,5.748912941
8,1.037088135,-1.350302565,5.44E-05,0.001098983,2.555386468,5.943904441
8,0.994421106,-1.357427685,8.52E-05,0.001538103,2.385372088,6.139218191
8,0.945311287,-1.364113108,0.000148371,0.00214686,2.220360331,6.334824386
8,0.888479772,-1.370397773,0.000177649,0.002947546,2.061552813,6.530696747
8,0.822418279,-1.376316211,0.000200186,0.003910674,1.910497317,6.726812024
8,0.745419476,-1.381899146,0.000282474,0.004605642,1.769180601,6.923149572
8,0.655695626,-1.387174001,0.000342821,0.004011175,1.640121947,7.119691005
8,0.551654983,-1.39216532,0.000181355,0.000772729,1.526433752,7.31641989
8,0.432407776,-1.396895138,0.00071352,0.009294089,1.431782106,7.513321503
8,0.298498932,-1.401383283,0.004191936,0.021742857,1.360147051,7.71038261
8,0.152649328,-1.405647649,0.012435264,0.028908454,1.315294644,7.907591289
8,0,-1.409704422,0.023873217,0.024246699,1.3,8.104936767
8,-0.152649328,-1.413568276,0.029617971,0.013166058,1.315294644,8.302409289
8,-0.298498932,-1.417252544,0.023350083,0.004702005,1.360147051,8.5
8,-0.432407776,-1.42076937,0.011008021,0.000972422,1.431782106,8.697700846
8,-0.551654983,-1.424129833,0.00216126,0.000146154,1.526433752,8.895504483
8,-0.655695626,-1.427344063,0.003608004,0.000302555,1.640121947,9.093404203
8,-0.745419476,-1.430421341,0.004475732,0.000267938,1.769180601,9.291393867
8,-0.822418279,-1.433370181,0.003931747,0.000226367,1.910497317,9.489467846
8,-0.888479772,-1.436198413,0.003080407,0.000182133,2.061552813,9.687620967
8,-0.945311287,-1.438913244,0.002315975,0.000140659,2.220360331,9.885848471
8,-0.994421106,-1.441521323,0.001732788,0.000111172,2.385372088,10.08414597
8,-1.037088135,-1.444028792,0.001264538,9.82E-05,2.555386468,10.28250942
8,-1.074373573,-1.446441332,0.000958421,7.02E-05,2.729468813,10.48093507
8,-1.107148718,-1.448764208,0.000717683,6.67E-05,2.906888371,10.67941946
8,-1.136126112,-1.451002304,0.000575761,5.01E-05,3.087069808,10.87795937
8,-1.161888498,-1.453160156,0.000428642,4.21E-05,3.269556545,11.07655181
8,-1.184913657,-1.455241985,0.000359611,4.28E-05,3.453983208,11.27519401
8,-1.205594877,-1.457251722,0.000300711,3.32E-05,3.640054945,11.47388339
8,-1.224257462,-1.459193032,0.000229377,2.43E-05,3.827531842,11.67261753
8,-1.241171919,-1.461069338,0.000187439,2.54E-05,4.016217126,11.87139419
8,1.194835373,-1.227772386,0.000140036,0.000214562,4.085339643,4.459820624
8,1.176005207,-1.242243156,0.00012083,0.000258123,3.9,4.64865572
8,1.155304231,-1.255581627,9.17E-05,0.000314045,3.716180835,4.838388161
8,1.132459767,-1.267911458,7.03E-05,0.000390671,3.534119409,5.028916384
8,1.107148718,-1.279339532,4.11E-05,0.000501234,3.354101966,5.220153254
8,1.078987151,-1.289958602,2.48E-05,0.000654804,3.176476035,5.412023651
8,1.047518005,-1.299849476,4.10E-05,0.000867155,3.001666204,5.604462508
8,1.012197011,-1.309082824,8.13E-05,0.001157507,2.83019434,5.797413216
8,0.972377433,-1.317720675,0.000129488,0.001544317,2.662705391,5.99082632
8,0.927295218,-1.325817664,0.000150535,0.002044216,2.5,6.184658438
8,0.876058051,-1.33342208,0.000108904,0.002705263,2.343074903,6.378871374
8,0.817645046,-1.34057674,0.000231986,0.003407931,2.19317122,6.573431372
8,0.750929062,-1.347319726,0.000248739,0.003966765,2.051828453,6.768308504
8,0.674740942,-1.353685012,0.000275903,0.00377511,1.920937271,6.963476143
8,0.588002604,-1.359702994,0.000272352,0.00180783,1.802775638,7.158910532
8,0.489957326,-1.365400938,0.000135519,0.003534635,1.7,7.354590403
8,0.380506377,-1.37080337,0.001517694,0.012044842,1.615549442,7.550496672
8,0.260602392,-1.375932407,0.005281144,0.021102997,1.55241747,7.746612163
8,0.132551532,-1.380808039,0.012332519,0.025132847,1.513274595,7.942921377
8,0,-1.385448377,0.020957552,0.021221156,1.5,8.139410298
8,-0.132551532,-1.389869866,0.025677949,0.012943246,1.513274595,8.336066219
8,-0.260602392,-1.394087471,0.022320818,0.005751787,1.55241747,8.532877592
8,-0.380506377,-1.398114835,0.013528492,0.001808295,1.615549442,8.729833904
8,-0.489957326,-1.401964425,0.004988177,0.000284652,1.7,8.926925563
8,-0.588002604,-1.405647649,0.001705155,0.00019757,1.802775638,9.124143795
8,-0.674740942,-1.409174972,0.003467211,0.000264304,1.920937271,9.321480569
8,-0.750929062,-1.412556002,0.003863029,0.000231371,2.051828453,9.518928511
8,-0.817645046,-1.415799585,0.003455803,0.000194576,2.19317122,9.716480844
8,-0.876058051,-1.418913869,0.002814155,0.000159956,2.343074903,9.914131329
8,-0.927295218,-1.421906379,0.002216531,0.000129637,2.5,10.11187421
8,-0.972377433,-1.424784069,0.001713503,0.000112131,2.662705391,10.30970417
8,-1.012197011,-1.427553378,0.001292342,9.52E-05,2.83019434,10.50761629
8,-1.047518005,-1.430220275,0.001018837,7.17E-05,3.001666204,10.70560601
8,-1.078987151,-1.432790303,0.000787262,6.90E-05,3.176476035,10.90366911
8,-1.107148718,-1.435268613,0.00063173,4.99E-05,3.354101966,11.10180166
8,-1.132459767,-1.437659999,0.000484734,4.74E-05,3.534119409,11.3
8,-1.155304231,-1.439968931,0.000422278,4.37E-05,3.716180835,11.49826074
8,-1.176005207,-1.442199576,0.000333393,3.07E-05,3.9,11.6965807
8,-1.194835373,-1.44435583,0.000262091,3.03E-05,4.085339643,11.89495691
8,1.150132978,-1.186191612,0.000211629,0.00029052,4.162931659,4.531004304
8,1.129616846,-1.202100424,0.00018795,0.000353547,3.981205847,4.716990566
8,1.107148718,-1.21679889,0.000165553,0.000436914,3.801315562,4.904079934
8,1.082462376,-1.230414388,0.000145045,0.000545882,3.623534186,5.092150823
8,1.055247319,-1.24305782,0.000121378,0.000695714,3.44818793,5.281098371
8,1.025141272,-1.254826055,6.39E-05,0.000902222,3.275667871,5.470831747
8,0.991722057,-1.26580398,4.30E-05,0.00118191,3.106444913,5.661271942
8,0.954499389,-1.276066222,0.000140026,0.001524261,2.941088234,5.852349955
8,0.912907722,-1.285678592,0.00013687,0.001946326,2.780287755,6.044005295
8,0.866302263,-1.294699307,0.000126577,0.00248634,2.62488095,6.236184731
8,0.813961821,-1.303180022,0.000179185,0.003033296,2.475883681,6.428841264
8,0.755104403,-1.311166697,0.000264164,0.003463196,2.334523506,6.621933252
8,0.688924388,-1.318700346,0.000293694,0.003443409,2.202271555,6.815423685
8,0.614662952,-1.325817664,0.000286702,0.002377498,2.080865205,7.009279564
8,0.531724067,-1.332551569,5.15E-05,0.000903133,1.972308292,7.203471385
8,0.439842583,-1.338931666,0.000539862,0.006168213,1.878829423,7.397972695
8,0.339292614,-1.344984645,0.002278619,0.013432546,1.802775638,7.592759709
8,0.231090667,-1.350734624,0.005968152,0.019902798,1.74642492,7.787810989
8,0.117108745,-1.356203445,0.011962518,0.022121455,1.711724277,7.983107165
8,0,-1.361410934,0.018621203,0.018882249,1.7,8.178630692
8,-0.117108745,-1.366375121,0.022489535,0.012484875,1.711724277,8.374365648
8,-0.231090667,-1.371112441,0.020931808,0.00645904,1.74642492,8.570297544
8,-0.339292614,-1.3756379,0.014734775,0.002597009,1.802775638,8.766413178
8,-0.439842583,-1.379965224,0.007494372,0.000727726,1.878829423,8.962700486
8,-0.531724067,-1.384106996,0.002144685,8.62E-05,1.972308292,9.159148432
8,-0.614662952,-1.388074766,0.002080355,0.000204472,2.080865205,9.355746897
8,-0.688924388,-1.391879156,0.0032144,0.000231455,2.202271555,9.552486587
8,-0.755104403,-1.395529951,0.003382226,0.000206435,2.334523506,9.749358953
8,-0.813961821,-1.399036175,0.003077632,0.000172611,2.475883681,9.946356117
8,-0.866302263,-1.40240617,0.002582476,0.000145707,2.62488095,10.14347081
8,-0.912907722,-1.405647649,0.002097333,0.000123254,2.780287755,10.3406963
8,-0.954499389,-1.408767764,0.001669326,0.000109633,2.941088234,10.53802638
8,-0.991722057,-1.411773147,0.001297315,9.30E-05,3.106444913,10.73545528
8,-1.025141272,-1.414669961,0.00105672,7.11E-05,3.275667871,10.93297764
8,-1.055247319,-1.417463938,0.000833608,7.00E-05,3.44818793,11.13058848
