rd,x,z,anchor,pkt_idx,theta1_true,theta2_true,rss_db_1,fp_db_1,quality_1,f1_1,f2_1,f3_1,N1,rss_db_2,fp_db_2,quality_2,f1_2,f2_2,f3_2,N2
2.25,0.675,-2.025,2,25,0.19739556,-0.674740942,-66.05,-77.72,256,4188,4096,2584,231,-64.32,-76.82,176.79,4468,4243,2457,232
2.25,0.675,-2.025,2,26,0.19739556,-0.674740942,-66.43,-76.97,265.75,3725,4252,3405,232,-64.21,-74.82,124.72,4443,4490,3578,237
2.25,0.675,-2.025,2,27,0.19739556,-0.674740942,-67.02,-80.73,243.38,3696,3894,2244,233,-65.06,-75.34,209.6,3947,4192,3840,230
2.25,0.675,-2.025,2,28,0.19739556,-0.674740942,-66.66,-76.74,252.81,4035,4045,3176,228,-63.52,-73.09,127.47,4625,4589,4178,238
2.25,0.675,-2.025,2,29,0.19739556,-0.674740942,-66.03,-75.9,262.5,3834,4200,3811,232,-63.85,-75.74,155.04,4414,4341,2943,231
2.25,0.675,-2.025,2,30,0.19739556,-0.674740942,-66.88,-77.49,251.25,4071,4020,3045,232,-64.04,-73.38,153.57,4356,4300,3992,227
2.25,0.675,-1.575,2,1,0.244978663,-0.785398163,-65.83,-85.09,236.44,1240,3783,3244,239,-62.78,-76.19,103.64,4554,4560,2907,242
2.25,0.675,-1.575,2,2,0.244978663,-0.785398163,-65.67,-82.52,235.81,3026,3773,2454,231,-62.02,-74.54,141,4635,4512,3513,238
2.25,0.675,-1.575,2,3,0.244978663,-0.785398163,-65.06,-83.15,184.75,1379,3695,3483,229,-62.54,-76.54,136.34,4454,4363,2743,236
2.25,0.675,-1.575,2,4,0.244978663,-0.785398163,-65.38,-82.95,329.58,2195,3955,3260,241,-62.22,-76.07,111.47,4649,4459,2843,240
2.25,0.675,-1.575,2,5,0.244978663,-0.785398163,-65.31,-83.96,218.88,2749,3502,2741,234,-62.52,-73.85,120.97,4351,4355,3717,227
2.25,0.675,-1.575,2,6,0.244978663,-0.785398163,-65.02,-82.91,152.88,1709,3669,3879,242,-62.47,-73.2,126.81,4576,4565,4145,237
2.25,0.675,-1.575,2,7,0.244978663,-0.785398163,-64.86,-82.95,335.25,1187,4023,3709,242,-62.93,-74.53,152.14,4427,4260,3711,232
2.25,0.675,-1.575,2,8,0.244978663,-0.785398163,-64.3,-82.19,240.5,1136,3848,3600,227,-62.59,-74.37,158.5,4532,4438,3700,236
2.25,0.675,-1.575,2,9,0.244978663,-0.785398163,-65.06,-81.46,243.38,2894,3894,2751,229,-62.86,-75.54,151.82,4368,4251,2979,227
2.25,0.675,-1.575,2,10,0.244978663,-0.785398163,-64.82,-82.74,194.5,1479,3890,3700,239,-62.81,-77.68,115.72,4467,4166,2363,236
2.25,0.675,-1.575,2,11,0.244978663,-0.785398163,-66.1,-84.46,322.08,1876,3865,3052,240,-62.13,-74.94,122.5,4444,4410,3234,231
2.25,0.675,-1.575,2,12,0.244978663,-0.785398163,-65.54,-83.26,313.33,2088,3760,3152,233,-63.8,-79.76,97.05,3884,3882,2400,232
2.25,0.675,-1.575,2,13,0.244978663,-0.785398163,-64.66,-82.28,260.06,1611,4161,3518,240,-63.01,-76.16,139.53,4538,4465,2817,238
2.25,0.675,-1.575,2,14,0.244978663,-0.785398163,-64.4,-81.15,329.17,3454,3950,2375,234,-62.06,-73.62,165.46,4622,4633,3802,237
2.25,0.675,-1.575,2,15,0.244978663,-0.785398163,-65.43,-83.55,244,1799,3904,3405,242,-62.66,-75.18,125.81,4676,4529,3283,241
2.25,0.675,-1.575,2,16,0.244978663,-0.785398163,-64.86,-81.65,245.81,2329,3933,3131,229,-62.3,-73.12,167.5,4585,4690,4394,243
2.25,0.675,-1.575,2,17,0.244978663,-0.785398163,-65.73,-83.55,225.5,3623,3608,2045,243,-62.71,-75.75,140.78,4652,4505,3027,241
2.25,0.675,-1.575,2,18,0.244978663,-0.785398163,-65.23,-82.79,334.08,1596,4009,3614,242,-62.42,-73.64,109.32,4432,4373,3886,230
2.25,0.675,-1.575,2,19,0.244978663,-0.785398163,-65.44,-83.17,177.6,1409,3552,3744,233,-63.21,-75.44,128.72,4446,4119,3822,239
2.25,0.675,-1.575,2,20,0.244978663,-0.785398163,-65.06,-82.32,243.94,2633,3903,2721,230,-63.75,-75.2,133.53,3962,4273,4222,238
2.25,0.675,-1.575,2,21,0.244978663,-0.785398163,-65.38,-83.38,214.25,3395,3428,2221,233,-62.37,-75.94,123.42,4637,4443,3167,243
2.25,0.675,-1.575,2,22,0.244978663,-0.785398163,-64.45,-82.46,251.63,1802,4026,3411,237,-62.99,-73.91,158.93,4229,4450,4240,236
2.25,0.675,-1.575,2,23,0.244978663,-0.785398163,-64.22,-82.13,249.38,1671,3990,3506,234,-62.33,-74.46,139,4487,4448,3508,233
2.25,0.675,-1.575,2,24,0.244978663,-0.785398163,-65.37,-83.72,318.17,1248,3818,3484,236,-62.37,-73.83,155.79,4305,4362,3772,227
2.25,0.675,-1.575,2,25,0.244978663,-0.785398163,-64.9,-82.78,227.81,1677,3645,3783,237,-62.15,-74.85,162.18,4687,4541,3498,242
2.25,0.675,-1.575,2,26,0.244978663,-0.785398163,-65.22,-82.71,224.81,3393,3597,2084,230,-63.38,-74.63,111.77,4283,4471,4055,240
2.25,0.675,-1.575,2,27,0.244978663,-0.785398163,-65.08,-83.1,240.5,1275,3848,3405,230,-62.4,-73.21,123.06,4382,4430,4199,232
2.25,0.675,-1.575,2,28,0.244978663,-0.785398163,-65.55,-83.12,307.58,3066,3691,2334,232,-63.86,-77.57,88.12,4014,4230,3384,242
2.25,0.675,-1.575,2,29,0.244978663,-0.785398163,-65.83,-83.78,219.63,3240,3514,2028,231,-63.76,-77.24,104.7,4139,4188,2705,230
2.25,0.675,-1.575,2,30,0.244978663,-0.785398163,-64.74,-81.93,335.33,2416,4024,3025,233,-62.26,-75.65,154.61,4431,4329,2918,230
2.25,0.675,-1.125,2,1,0.321750554,-0.927295218,-68.5,-90.18,217.08,1201,2605,1993,231,-62.78,-75.01,96.5,3975,4246,4161,235
2.25,0.675,-1.125,2,2,0.321750554,-0.927295218,-69.06,-90.73,140.44,1097,2247,2099,230,-61.86,-74.99,158.93,4605,4450,3394,238
2.25,0.675,-1.125,2,3,0.321750554,-0.927295218,-68.5,-90.17,122.75,1145,2455,2489,243,-62.36,-73.46,111.62,4358,4465,4183,234
2.25,0.675,-1.125,2,4,0.321750554,-0.927295218,-69.17,-91.01,131.88,1028,2110,2073,228,-62.67,-77.66,141.86,4307,3972,2877,235
2.25,0.675,-1.125,2,5,0.321750554,-0.927295218,-69.08,-90.51,162.25,1489,1947,2510,241,-61.7,-76.57,137.59,4541,4403,2587,237
2.25,0.675,-1.125,2,6,0.321750554,-0.927295218,-68.23,-89.93,168.75,1389,2700,1863,229,-61.99,-77.36,102.35,4386,4094,2301,229
2.25,0.675,-1.125,2,7,0.321750554,-0.927295218,-68.38,-90.02,224.17,1225,2690,1926,229,-61.89,-73.93,154.89,4387,4337,3718,228
2.25,0.675,-1.125,2,8,0.321750554,-0.927295218,-68.83,-90,164.75,1828,1977,2407,234,-61.82,-75.07,139.31,4429,4458,3446,236
2.25,0.675,-1.125,2,9,0.321750554,-0.927295218,-68.64,-90.18,166.88,1062,2670,2112,236,-61.7,-73.07,134.63,4437,4308,4159,229
2.25,0.675,-1.125,2,10,0.321750554,-0.927295218,-68.35,-90.18,166.31,1252,2661,1859,230,-61.59,-76.74,108.3,4523,4332,2483,235
2.25,0.675,-1.125,2,11,0.321750554,-0.927295218,-69.18,-90.13,146.5,1830,1758,2404,230,-61.8,-75.28,124.06,4559,4466,3348,239
2.25,0.675,-1.125,2,12,0.321750554,-0.927295218,-68.44,-89.9,138,1600,2760,1747,233,-61.79,-74.94,137.84,4367,4411,3402,232
2.25,0.675,-1.125,2,13,0.321750554,-0.927295218,-68.63,-90.15,164.38,1213,2630,1946,230,-63.15,-76.43,122.91,4058,3933,3747,234
2.25,0.675,-1.125,2,14,0.321750554,-0.927295218,-68.46,-89.92,176.5,1076,2824,2282,243,-63.18,-77.31,117.03,3987,4213,3388,239
2.25,0.675,-1.125,2,15,0.321750554,-0.927295218,-68.67,-90.29,158.81,1622,2541,1579,228,-61.86,-76.87,182.46,4556,4379,2489,238
2.25,0.675,-1.125,2,16,0.321750554,-0.927295218,-68.7,-90.02,193.67,1501,2324,2496,242,-61.97,-74.6,140.28,4627,4489,3711,241
2.25,0.675,-1.125,2,17,0.321750554,-0.927295218,-68.55,-90.85,114.2,1649,2284,1501,228,-62.51,-74.8,158.64,4192,4442,4155,241
2.25,0.675,-1.125,2,18,0.321750554,-0.927295218,-68.55,-90.4,122.95,1150,2459,2007,229,-62.79,-78.58,128.53,4035,4113,2471,233
2.25,0.675,-1.125,2,19,0.321750554,-0.927295218,-68.34,-90.22,220.83,1372,2650,2090,242,-61.64,-73.15,101.16,4459,4451,4003,230
2.25,0.675,-1.125,2,20,0.321750554,-0.927295218,-67.98,-90.16,137.75,1241,2755,2107,243,-61.49,-74.15,187.25,4613,4494,3708,237
2.25,0.675,-1.125,2,21,0.321750554,-0.927295218,-68.67,-89.9,168.33,1842,2020,2497,237,-61.82,-72.86,144.91,4631,4637,4350,240
2.25,0.675,-1.125,2,22,0.321750554,-0.927295218,-68.71,-90.19,121.94,1856,1951,2314,235,-61.96,-76.14,114.61,4356,4126,3050,230
2.25,0.675,-1.125,2,23,0.321750554,-0.927295218,-69.2,-90.61,176.67,1525,2120,2191,237,-62.05,-77.64,129.41,4430,4141,2193,232
2.25,0.675,-1.125,2,24,0.321750554,-0.927295218,-68.8,-90.01,117.95,1302,2359,2398,234,-62.29,-75.67,152.86,4449,4280,3085,232
2.25,0.675,-1.125,2,25,0.321750554,-0.927295218,-68.61,-90.1,222.25,1111,2667,2072,233,-61.84,-75.88,119.94,4465,4318,2959,233
2.25,0.675,-1.125,2,26,0.321750554,-0.927295218,-69.12,-90.87,122.2,1618,2444,1533,237,-62.07,-74.66,103.36,4688,4548,3657,243
2.25,0.675,-1.125,2,27,0.321750554,-0.927295218,-68.78,-90.47,162.42,1386,1949,2366,230,-61.83,-73.8,124.69,4484,4489,3919,235
2.25,0.675,-1.125,2,28,0.321750554,-0.927295218,-68.86,-90.39,169.06,1424,2705,1846,242,-61.88,-77.04,151.14,4487,4232,2457,234
2.25,0.675,-1.125,2,29,0.321750554,-0.927295218,-68.5,-90.33,152.5,1069,2440,2257,235,-62.08,-73.81,157.14,4347,4400,3871,230
2.25,0.675,-1.125,2,30,0.321750554,-0.927295218,-68.91,-90,188.17,1229,2258,2382,227,-61.54,-73.96,143.56,4572,4594,3794,238
2.25,0.675,-0.675,2,1,0.463647609,-1.107148718,-90.43,-98.39,83.83,422,1006,846,235,-64.34,-75,133.91,4188,4285,3738,232
2.25,0.675,-0.675,2,2,0.463647609,-1.107148718,-90.21,-96.72,40.5,1180,648,969,233,-64.3,-76.94,175.88,4361,4221,2815,235
2.25,0.675,-0.675,2,3,0.463647609,-1.107148718,-90.54,-95.78,39.33,1433,472,1028,230,-64.31,-75.74,119.44,4346,4300,3535,238
2.25,0.675,-0.675,2,4,0.463647609,-1.107148718,-90.42,-101.09,21.62,897,346,253,231,-64.6,-76.84,149.68,4326,4191,2968,235
2.25,0.675,-0.675,2,5,0.463647609,-1.107148718,-90.72,-98.75,58.25,429,932,774,228,-64.77,-74.97,211.35,4181,4227,3771,231
2.25,0.675,-0.675,2,6,0.463647609,-1.107148718,-90.72,-98.19,47.25,742,756,871,228,-64.84,-78.02,204.3,4275,4086,2492,234
2.25,0.675,-0.675,2,7,0.463647609,-1.107148718,-90.25,-102.41,22.42,800,269,190,234,-64.65,-76.1,136.72,4407,4375,3111,237
2.25,0.675,-0.675,2,8,0.463647609,-1.107148718,-90.55,-96.68,55,1147,660,1060,237,-64.97,-75.39,210.7,4128,4214,3480,228
2.25,0.675,-0.675,2,9,0.463647609,-1.107148718,-90.46,-96.21,34.88,1327,558,1052,236,-64.56,-75.25,156.29,4220,4376,3825,238
2.25,0.675,-0.675,2,10,0.463647609,-1.107148718,-90.49,-98.39,62.58,738,751,810,226,-65.56,-77.94,165.96,4165,3983,3331,242
2.25,0.675,-0.675,2,11,0.463647609,-1.107148718,-90.09,-98.18,53.56,759,857,851,237,-65.46,-78.35,172.13,4294,4131,2482,238
2.25,0.675,-0.675,2,12,0.463647609,-1.107148718,-90.7,-97.87,46.31,803,741,957,233,-64.57,-78.22,115.78,4445,4168,2291,239
2.25,0.675,-0.675,2,13,0.463647609,-1.107148718,-90.19,-97.9,68.92,798,827,902,235,-65.48,-75.31,121.42,4015,4371,4126,240
2.25,0.675,-0.675,2,14,0.463647609,-1.107148718,-90.29,-98.16,58.88,686,942,859,240,-64.62,-77.14,131.34,4331,4203,2712,234
2.25,0.675,-0.675,2,15,0.463647609,-1.107148718,-90.55,-96.63,36.69,1221,587,987,233,-66.55,-78.28,184.95,3909,3699,3338,233
2.25,0.675,-0.675,2,16,0.463647609,-1.107148718,-90.66,-97.38,66.08,914,793,1023,240,-65.2,-75.8,134,4253,4288,3396,234
2.25,0.675,-0.675,2,17,0.463647609,-1.107148718,-90.47,-97.96,44.38,896,710,851,231,-64.61,-76.64,120.64,4377,4343,3041,239
2.25,0.675,-0.675,2,18,0.463647609,-1.107148718,-90.32,-98.41,81.08,479,973,770,227,-64.5,-76.65,120.11,4432,4324,3114,241
2.25,0.675,-0.675,2,19,0.463647609,-1.107148718,-90.21,-99.42,57,370,912,713,233,-64.77,-76.97,127.09,4095,4067,2958,228
2.25,0.675,-0.675,2,20,0.463647609,-1.107148718,-90.41,-97.62,75.75,744,909,968,237,-64.71,-76.05,173.83,4168,4172,3350,231
2.25,0.675,-0.675,2,21,0.463647609,-1.107148718,-90.4,-96.72,53.75,1118,645,1041,233,-64.33,-75.25,182.38,4223,4377,3765,237
2.25,0.675,-0.675,2,22,0.463647609,-1.107148718,-89.15,-95.81,49.38,1131,790,1149,227,-64.71,-76.03,135.34,4405,4331,3577,243
2.25,0.675,-0.675,2,23,0.463647609,-1.107148718,-90.38,-95.72,31.19,1474,499,1050,235,-65.49,-75.78,183.42,4229,4402,3709,241
2.25,0.675,-0.675,2,24,0.463647609,-1.107148718,-90.74,-99.02,74.25,434,891,745,227,-65.93,-77.67,165.92,4159,3982,3463,242
2.25,0.675,-0.675,2,25,0.463647609,-1.107148718,-90.31,-99.31,63.31,316,1013,614,232,-64.74,-76.36,153,4378,4284,3079,236
2.25,0.675,-0.675,2,26,0.463647609,-1.107148718,-90.04,-98.35,89.67,353,1076,759,231,-64.89,-75.92,129.88,4059,4156,3385,228
2.25,0.675,-0.675,2,27,0.463647609,-1.107148718,-90.17,-98.16,57.44,654,919,889,238,-64.21,-74.71,186.58,4318,4478,3970,240
2.25,0.675,-0.675,2,28,0.463647609,-1.107148718,-90.24,-98.34,73.33,706,880,868,241,-64.62,-77.73,128.78,4307,4121,2546,234
2.25,0.675,-0.675,2,29,0.463647609,-1.107148718,-90.32,-96.86,47.83,1255,574,972,241,-65.81,-77.3,176.92,4221,4246,3053,239
2.25,0.675,-0.675,2,30,0.463647609,-1.107148718,-90.33,-95.1,27.83,1645,334,973,226,-66.41,-79.53,190.35,3928,3807,3018,240
2.25,0.675,-0.225,2,1,0.785398163,-1.325817664,-90.07,-96.47,73.94,957,1183,688,228,-62.53,-74.81,117.53,4190,4231,3653,228
2.25,0.675,-0.225,2,2,0.785398163,-1.325817664,-91.3,-98.6,53.5,465,856,873,228,-61.74,-76.75,119.83,4436,4314,2732,236
2.25,0.675,-0.225,2,3,0.785398163,-1.325817664,-91.61,-99.37,72.33,497,868,747,238,-61.16,-76.28,176.96,4395,4247,2521,227
2.25,0.675,-0.225,2,4,0.785398163,-1.325817664,-90.3,-97.3,70.94,874,1135,695,239,-62.45,-78.24,141.82,4057,3971,2704,231
2.25,0.675,-0.225,2,5,0.785398163,-1.325817664,-91.47,-98.28,85,673,1020,668,234,-61.47,-75.3,138.94,4524,4446,3537,241
2.25,0.675,-0.225,2,6,0.785398163,-1.325817664,-91.5,-98.65,73.25,427,879,874,230,-62.01,-76.87,118.06,4377,4250,2716,234
2.25,0.675,-0.225,2,7,0.785398163,-1.325817664,-91.32,-98.32,81.58,734,979,599,230,-63.11,-79.11,137.14,3911,3840,2682,231
2.25,0.675,-0.225,2,8,0.785398163,-1.325817664,-91.54,-98.45,61.44,717,983,644,236,-62.04,-73.34,114.3,4540,4572,4225,239
2.25,0.675,-0.225,2,9,0.785398163,-1.325817664,-90.3,-96.94,70.62,651,1130,958,233,-62.35,-75,126.58,4604,4557,3508,242
2.25,0.675,-0.225,2,10,0.785398163,-1.325817664,-91.36,-98.28,56.31,378,901,1008,236,-61.79,-75.35,125.5,4588,4518,3330,241
2.25,0.675,-0.225,2,11,0.785398163,-1.325817664,-91.13,-98.32,77.5,456,930,912,233,-63.03,-77.1,148.21,4014,4150,3691,242
2.25,0.675,-0.225,2,12,0.785398163,-1.325817664,-91.61,-98.5,58,805,928,537,231,-61.72,-76.99,107.93,4533,4317,2330,235
2.25,0.675,-0.225,2,13,0.785398163,-1.325817664,-91.37,-98.35,63.56,671,1017,638,233,-61.87,-74.66,138.38,4497,4428,3481,234
2.25,0.675,-0.225,2,14,0.785398163,-1.325817664,-91.72,-99.61,68.75,577,825,643,234,-61.85,-73.35,160.75,4560,4501,4158,237
2.25,0.675,-0.225,2,15,0.785398163,-1.325817664,-91.5,-98.67,52.31,375,837,972,235,-61.94,-73.98,109.52,4398,4381,3812,231
2.25,0.675,-0.225,2,16,0.785398163,-1.325817664,-91.35,-98.56,75.33,400,904,959,239,-61.9,-75.86,157.89,4489,4421,3258,240
2.25,0.675,-0.225,2,17,0.785398163,-1.325817664,-91.4,-98.8,48.06,400,769,1007,237,-62.01,-73.92,111.37,4449,4455,3880,234
2.25,0.675,-0.225,2,18,0.785398163,-1.325817664,-91.66,-98.95,53.94,384,863,835,229,-62.63,-74.33,118.86,4167,4279,4014,231
2.25,0.675,-0.225,2,19,0.785398163,-1.325817664,-91.42,-98.99,68.25,357,819,898,231,-61.93,-73.34,139.34,4407,4459,4138,233
2.25,0.675,-0.225,2,20,0.785398163,-1.325817664,-91.38,-98.42,84.58,589,1015,718,235,-61.35,-76.85,155.68,4532,4359,2506,237
2.25,0.675,-0.225,2,21,0.785398163,-1.325817664,-91.7,-98.81,58.38,425,934,842,237,-62.51,-77.3,108.55,4506,4342,2602,241
2.25,0.675,-0.225,2,22,0.785398163,-1.325817664,-91.86,-98.59,75.92,644,911,650,225,-62.84,-77.45,140.39,4045,3931,3482,237
2.25,0.675,-0.225,2,23,0.785398163,-1.325817664,-91.81,-98.65,83.17,529,998,772,240,-61.69,-77.02,121,4562,4356,2500,239
2.25,0.675,-0.225,2,24,0.785398163,-1.325817664,-91.86,-99.03,54.31,691,869,551,227,-62.02,-73.99,159.71,4500,4472,3702,233
2.25,0.675,-0.225,2,25,0.785398163,-1.325817664,-91.39,-98.35,83.33,788,1000,620,240,-62.65,-78.59,113.94,4361,4102,2185,237
2.25,0.675,-0.225,2,26,0.785398163,-1.325817664,-90.16,-96.67,72.31,935,1157,673,228,-61.96,-74.83,125.58,4597,4521,3713,243
2.25,0.675,-0.225,2,27,0.785398163,-1.325817664,-91.32,-98.87,53.69,452,859,899,238,-61.51,-75.37,176.92,4322,4246,3138,227
2.25,0.675,-0.225,2,28,0.785398163,-1.325817664,-91.62,-98.63,57.5,499,920,824,233,-61.68,-73.32,125.69,4493,4525,4158,236
2.25,0.675,-0.225,2,29,0.785398163,-1.325817664,-91.57,-98.52,60.06,474,961,885,240,-63.29,-78.19,96.7,3810,3868,3299,233
2.25,0.675,-0.225,2,30,0.785398163,-1.325817664,-91.58,-98.49,57.13,460,914,813,225,-61.93,-73.5,113.35,4580,4534,4085,238
2.25,1.125,-2.025,2,1,0,-0.785398163,-63.08,-73.56,231.3,4409,4626,4258,240,-62.37,-74.18,135.84,4250,4347,3920,231
2.25,1.125,-2.025,2,2,0,-0.785398163,-62.94,-77.09,212.15,4501,4243,2298,233,-61.7,-73.32,164.86,4568,4616,4332,242
2.25,1.125,-2.025,2,3,0,-0.785398163,-62.7,-76.93,213.65,4548,4273,2497,236,-61.35,-73.09,115.22,4546,4609,4299,239
2.25,1.125,-2.025,2,4,0,-0.785398163,-62.51,-74.49,227.2,4512,4544,3656,238,-61.62,-74.42,113.5,4470,4540,3747,238
2.25,1.125,-2.025,2,5,0,-0.785398163,-63.13,-79.47,182.95,4218,3659,2126,229,-62.81,-76.83,131.13,4086,4196,3731,243
2.25,1.125,-2.025,2,6,0,-0.785398163,-63.32,-74.85,180.96,3911,4343,4084,233,-61.62,-75.31,119.83,4438,4314,3242,232
2.25,1.125,-2.025,2,7,0,-0.785398163,-62.99,-73.86,194.17,4494,4660,4160,243,-61.58,-73.47,112.05,4559,4482,4181,238
2.25,1.125,-2.025,2,8,0,-0.785398163,-62.77,-75.52,216.3,4450,4326,2895,229,-62.3,-73.29,101.73,4439,4476,4168,234
2.25,1.125,-2.025,2,9,0,-0.785398163,-63.44,-78.38,171.38,3997,4113,2435,230,-62.45,-77.07,152.96,4203,4283,3021,237
2.25,1.125,-2.025,2,10,0,-0.785398163,-62.35,-74.7,189.63,4586,4551,3441,238,-61.66,-76.66,136.81,4603,4378,2763,241
2.25,1.125,-2.025,2,11,0,-0.785398163,-63.61,-79.02,177.17,4146,4252,2348,241,-62.34,-77.18,176,4317,4224,2385,230
2.25,1.125,-2.025,2,12,0,-0.785398163,-63.06,-73.57,193,4476,4632,4177,240,-62.33,-75.49,97.89,4128,4307,3725,235
2.25,1.125,-2.025,2,13,0,-0.785398163,-62.66,-76.19,219.4,4538,4388,2704,235,-61.58,-74.14,144.41,4608,4621,3812,241
2.25,1.125,-2.025,2,14,0,-0.785398163,-62.66,-74.14,220.2,4477,4404,3796,234,-62.86,-76.8,103.77,4398,4151,3310,241
2.25,1.125,-2.025,2,15,0,-0.785398163,-63.19,-73.76,279.69,4419,4475,3908,233,-61.87,-75.32,137.75,4602,4408,3533,242
2.25,1.125,-2.025,2,16,0,-0.785398163,-63.08,-75.17,216.85,4547,4337,3266,234,-61.46,-73.74,122.75,4495,4419,3832,232
2.25,1.125,-2.025,2,17,0,-0.785398163,-63.13,-77.15,211.1,4344,4222,2359,230,-62.81,-74.67,153.96,4162,4311,3944,233
2.25,1.125,-2.025,2,18,0,-0.785398163,-63.58,-74.69,200.25,4147,4005,4052,229,-62.53,-75.96,132.16,4484,4229,3576,242
2.25,1.125,-2.025,2,19,0,-0.785398163,-63.12,-75.45,186.21,4686,4469,3267,242,-61.63,-73.47,139.66,4386,4469,4146,234
2.25,1.125,-2.025,2,20,0,-0.785398163,-62.89,-73.98,212.15,4418,4243,3705,227,-61.65,-73.9,142.06,4596,4546,3914,239
2.25,1.125,-2.025,2,21,0,-0.785398163,-62.71,-76.63,138.88,4742,4444,2579,243,-61.61,-73.98,153.86,4384,4308,3668,227
2.25,1.125,-2.025,2,22,0,-0.785398163,-63.24,-74.33,220.65,4297,4413,3539,228,-62.76,-77.28,139.61,3845,3909,3329,228
2.25,1.125,-2.025,2,23,0,-0.785398163,-62.95,-77.13,194.8,4406,3896,3157,236,-61.56,-73.34,156.96,4400,4395,3858,227
2.25,1.125,-2.025,2,24,0,-0.785398163,-63,-74.34,219.8,4032,4396,4077,232,-62.66,-76.1,125.78,4171,4025,3933,239
2.25,1.125,-2.025,2,25,0,-0.785398163,-63.64,-79.41,208.3,4042,4166,2447,241,-61.43,-74.97,124.28,4591,4474,3329,237
2.25,1.125,-2.025,2,26,0,-0.785398163,-63.2,-73.3,227.2,4629,4544,4240,240,-61.79,-74,137,4533,4384,4001,237
2.25,1.125,-2.025,2,27,0,-0.785398163,-63.4,-75.61,170.54,3932,4093,3737,228,-62.05,-74.62,139.75,4581,4472,3718,240
2.25,1.125,-2.025,2,28,0,-0.785398163,-63.24,-77.2,166.5,4433,3996,3014,237,-61.94,-76.48,122.03,4229,4393,3499,243
2.25,1.125,-2.025,2,29,0,-0.785398163,-63.25,-75,206.1,4445,4122,3502,230,-61.35,-73.92,141.94,4618,4542,3824,238
2.25,1.125,-2.025,2,30,0,-0.785398163,-63.01,-74.26,218.05,4453,4361,3633,231,-61.87,-73.45,139.13,4402,4452,4097,233
2.25,1.125,-1.575,2,1,0,-0.896055385,-61.04,-77.36,173.63,4502,4167,2179,232,-62.25,-77.51,88.56,4185,4251,2795,236
2.25,1.125,-1.575,2,2,0,-0.896055385,-61.19,-73.54,144.66,4401,4629,4271,240,-61.42,-77.26,131.53,4473,4209,2386,234
2.25,1.125,-1.575,2,3,0,-0.896055385,-62.16,-79.02,166,4034,3984,2575,235,-61.79,-73.85,122.14,4400,4397,3854,231
2.25,1.125,-1.575,2,4,0,-0.896055385,-60.51,-76.88,183.13,4637,4395,2302,238,-61.27,-77.72,130.28,4406,4169,2213,233
2.25,1.125,-1.575,2,5,0,-0.896055385,-61.13,-74.5,185.83,4547,4460,3457,234,-61.36,-74.93,90.83,4324,4360,3272,228
2.25,1.125,-1.575,2,6,0,-0.896055385,-61.09,-73.95,159.39,4383,4463,3748,231,-62.64,-78.52,133.86,4050,3748,2707,228
2.25,1.125,-1.575,2,7,0,-0.896055385,-61.79,-74.98,222.05,4691,4441,3490,241,-61.87,-74.76,120.75,4520,4347,3867,240
2.25,1.125,-1.575,2,8,0,-0.896055385,-61.86,-75.2,181.25,4185,4350,4188,243,-61.25,-75.52,122.08,4385,4395,3094,232
2.25,1.125,-1.575,2,9,0,-0.896055385,-61.47,-76.81,161.79,4321,3883,3321,234,-61.63,-75.15,111.55,4350,4462,3685,239
2.25,1.125,-1.575,2,10,0,-0.896055385,-61.83,-75.34,151.54,3870,4243,3861,230,-61.11,-74.34,141.06,4582,4514,3620,237
2.25,1.125,-1.575,2,11,0,-0.896055385,-61.41,-73.3,191.38,4542,4593,4163,238,-61.15,-73.29,122.06,4377,4394,4089,230
2.25,1.125,-1.575,2,12,0,-0.896055385,-60.84,-73.09,221.25,4383,4425,4082,229,-61.03,-75.24,135.59,4440,4339,3114,230
2.25,1.125,-1.575,2,13,0,-0.896055385,-61.2,-75.12,223,4134,4460,3884,238,-61.4,-73.74,139.34,4547,4459,4089,238
2.25,1.125,-1.575,2,14,0,-0.896055385,-61.47,-75.31,211.85,4044,4237,3919,234,-61.25,-76.26,130.81,4349,4186,2778,228
2.25,1.125,-1.575,2,15,0,-0.896055385,-61.62,-73.81,154.18,4345,4317,3786,227,-61.23,-76,88.87,4461,4266,2909,232
2.25,1.125,-1.575,2,16,0,-0.896055385,-60.86,-76.57,188.25,4676,4518,2531,242,-62.43,-80.28,116.19,3869,3718,2157,228
2.25,1.125,-1.575,2,17,0,-0.896055385,-61.95,-75.76,175.71,4606,4217,3534,242,-61.5,-74.86,120.17,4401,4326,3315,229
2.25,1.125,-1.575,2,18,0,-0.896055385,-61.67,-76.58,149.29,4251,4180,3624,242,-61.24,-76.63,105,4371,4200,2586,229
2.25,1.125,-1.575,2,19,0,-0.896055385,-61.42,-73.86,184.83,4408,4436,3796,231,-60.91,-76.31,110.85,4475,4434,2805,237
2.25,1.125,-1.575,2,20,0,-0.896055385,-61.15,-74.81,182.42,4475,4378,3173,229,-61.05,-77.45,106.68,4359,4267,2374,234
2.25,1.125,-1.575,2,21,0,-0.896055385,-61.24,-74.48,220.2,4328,4404,3561,230,-61.79,-74.52,140.75,4640,4504,3718,241
2.25,1.125,-1.575,2,22,0,-0.896055385,-61.36,-77.24,173.67,4476,4168,2389,233,-61.11,-74.97,140.22,4604,4487,3425,239
