RSS1_LoS1,RSS2_LoS1,RSS1_LoS2,RSS2_LoS2,RSS1_combined,RSS2_combined,d1,d2,room_dim_meter,theta1_true,theta2_true
0.002073206,0.004668376,0.000746962,5.00E-05,0.00281682,0.004647364,7.826237922,10.1414989,7.999999999,0.1798535,-0.708626272
0.002387848,0.00480192,0.000752077,4.91E-05,0.00180735,0.004835337,7.792945527,10.27277956,7.999999991,0.154600545,-0.723408722
0.002715459,0.004878526,0.000750932,4.81E-05,0.003334346,0.004849002,7.764663547,10.40624812,7.999999996,0.12914729,-0.73781506
0.003052466,0.004890029,0.000743208,4.69E-05,0.002376442,0.004898749,7.741446894,10.54182148,8.000000009,0.103524675,-0.751853704
0.003390416,0.004840415,0.000730847,4.56E-05,0.004086419,0.0048707,7.723341246,10.67941946,8.000000002,0.07776494,-0.765533227
0.003719,0.004728396,0.000714896,4.42E-05,0.003728608,0.004689417,7.71038261,10.81896483,7.999999998,0.051901398,-0.778862309
0.004029215,0.004562316,0.000696354,4.28E-05,0.003334477,0.004534588,7.702596965,10.96038321,8.000000004,0.025968187,-0.791849687
0.004311567,0.004345543,0.000675992,4.14E-05,0.0040854,0.004353275,7.7,11.10360302,8.000000005,0,-0.804504119
0.004556937,0.004088359,0.000652943,4.00E-05,0.004735603,0.00411128,7.702596965,11.24855547,8.000000009,-0.025968187,-0.816834345
0.00475414,0.003799141,0.000629404,3.86E-05,0.005009004,0.003819403,7.71038261,11.39517442,8.000000007,-0.051901398,-0.828849059
0.004898963,0.003487285,0.000605692,3.72E-05,0.004949282,0.003487758,7.723341246,11.54339638,7.999999994,-0.07776494,-0.840556879
0.004982006,0.003161678,0.000580701,3.59E-05,0.004582302,0.003131124,7.741446894,11.69316039,7.999999992,-0.103524675,-0.851966327
0.005003517,0.002832488,0.000556156,3.45E-05,0.004538017,0.002813213,7.764663547,11.84440796,7.999999996,-0.12914729,-0.863085805
0.004958399,0.002508631,0.000532117,3.33E-05,0.005348615,0.002541528,7.792945527,11.99708298,8.000000003,-0.154600545,-0.873923582
0.004854402,0.002194196,0.000507861,3.21E-05,0.00490602,0.002171685,7.826237922,12.15113163,7.999999994,-0.1798535,-0.884487777
0.004685223,0.001896607,0.000484526,3.09E-05,0.004521231,0.001915204,7.864477096,12.30650235,8.000000005,-0.204876717,-0.89478635
0.004465344,0.001621005,0.000461747,2.97E-05,0.004600987,0.001596334,7.907591289,12.46314566,7.999999991,-0.229642442,-0.904827089
0.004199293,0.001369,0.000439713,2.86E-05,0.004382195,0.001396797,7.955501242,12.62101423,8.000000004,-0.25412475,-0.914617609
0.003894756,0.001141285,0.00041845,2.75E-05,0.003477725,0.001140818,8.008120878,12.7800626,8.000000004,-0.278299659,-0.924165338
0.003561144,0.000940363,0.000397988,2.65E-05,0.003608601,0.000914277,8.065358022,12.94024728,7.999999982,-0.302145224,-0.933477519
0.003209682,0.0007648,0.000378505,2.55E-05,0.003559301,0.000746066,8.127115108,13.10152664,8.000000016,-0.325641585,-0.942561208
0.002848015,0.000612728,0.00035972,2.45E-05,0.003200049,0.000604048,8.193289939,13.26386068,8.000000002,-0.348771004,-0.951423265
0.002483665,0.000483864,0.000341884,2.36E-05,0.002800782,0.000475893,8.263776376,13.42721117,7.999999992,-0.371517855,-0.960070362
0.002128542,0.000375352,0.000324847,2.27E-05,0.002449768,0.000359619,8.338465087,13.59154149,8.000000003,-0.393868611,-0.968508981
0.001785591,0.0002847,0.000308702,2.19E-05,0.002060497,0.000262837,8.417244205,13.75681649,7.999999999,-0.415811789,-0.97674541
0.001461217,0.000211125,0.000293323,2.11E-05,0.001485013,0.000206415,8.500000001,13.92300254,7.999999986,-0.437337892,-0.984785752
0.001161915,0.000151132,0.000278739,2.03E-05,0.000884395,0.00017104,8.586617496,14.09006742,7.999999994,-0.458439323,-0.992635925
0.000133454,0.000994698,0.000756113,8.24E-05,0.000867198,0.000937745,8.766413179,8.94706656,8.000000007,0.448342682,-0.488642403
0.00019162,0.0012863,0.000549114,5.11E-05,0.000739938,0.001235249,8.681589717,9.042676596,8.000000005,0.427580782,-0.508172618
0.000262608,0.001597656,0.000390293,2.83E-05,0.000572928,0.00158219,8.600581377,9.141662868,8.000000003,0.406418503,-0.527287047
0.000348589,0.001928485,0.000302913,1.75E-05,0.000298512,0.001942836,8.523496935,9.243916921,8.000000005,0.384863648,-0.545985306
0.000452039,0.002269773,0.000304364,2.13E-05,0.000209892,0.002280326,8.450443775,9.349331528,8.000000001,0.362925771,-0.564268189
0.000574268,0.002616775,0.000363873,2.93E-05,0.000727861,0.002594685,8.381527306,9.457801012,7.999999995,0.34061624,-0.582137568
0.000718185,0.00296417,0.000440555,3.62E-05,0.001158152,0.002935514,8.316850364,9.569221494,7.999999997,0.317948291,-0.599596287
0.000884805,0.003300885,0.00051388,4.14E-05,0.001101345,0.003324267,8.256512581,9.683491106,8.000000001,0.294937059,-0.616648061
0.001074436,0.003621837,0.000577897,4.50E-05,0.000506098,0.003655254,8.200609734,9.800510189,7.999999999,0.271599592,-0.633297381
0.001289749,0.003919195,0.000629753,4.73E-05,0.001521987,0.003876502,8.149233093,9.920181449,8,0.247954845,-0.649549422
0.001529585,0.004179836,0.000670145,4.86E-05,0.002087457,0.004190663,8.10246876,10.04241007,7.999999998,0.224023647,-0.665409953
0.001791226,0.004401523,0.000698737,4.92E-05,0.001093544,0.004420386,8.060397012,10.16710381,7.999999995,0.199828645,-0.680885258
0.002074853,0.00457556,0.00071825,4.91E-05,0.002734227,0.004545307,8.023091674,10.29417311,8.000000007,0.175394221,-0.695982057
0.002377109,0.00469533,0.000729154,4.87E-05,0.001803278,0.004723157,7.9906195,10.42353108,8.000000008,0.150746381,-0.710707435
0.002689811,0.004759985,0.000733045,4.78E-05,0.003397428,0.004752039,7.963039621,10.55509356,8.000000006,0.125912626,-0.725068778
0.003010506,0.004763879,0.00073122,4.68E-05,0.002335607,0.004735935,7.940403013,10.68877917,8.00000001,0.100921785,-0.739073713
0.003330584,0.00471294,0.000723874,4.57E-05,0.003538003,0.00475672,7.922752047,10.82450923,7.999999999,0.075803837,-0.752730051
0.003642644,0.00460224,0.000711809,4.44E-05,0.004325753,0.004617774,7.9101201,10.96220781,8.000000004,0.050589709,-0.766045741
0.003935891,0.004443182,0.000696491,4.31E-05,0.003989862,0.00441458,7.90253124,11.10180166,8.000000004,0.025311049,-0.779028823
0.004203742,0.004236726,0.000678879,4.17E-05,0.003723755,0.004195833,7.9,11.24322018,8.000000003,0,-0.791687389
0.00443735,0.003992834,0.000659518,4.04E-05,0.003821821,0.003952453,7.90253124,11.3863954,8.00000001,-0.025311049,-0.804029548
0.004625899,0.00371972,0.000637707,3.91E-05,0.004048393,0.003682128,7.9101201,11.53126185,7.999999991,-0.050589709,-0.816063394
0.004767727,0.003423845,0.000615444,3.77E-05,0.004431902,0.003403765,7.922752047,11.67775663,7.999999997,-0.075803837,-0.827796981
0.004850382,0.003115975,0.000592914,3.64E-05,0.005092879,0.003137622,7.940403013,11.82581921,7.999999994,-0.100921785,-0.839238295
0.004877972,0.002803053,0.000569194,3.52E-05,0.005429302,0.002829365,7.963039621,11.97539144,8.000000005,-0.125912626,-0.850395237
0.004843492,0.002494513,0.000545931,3.39E-05,0.004539501,0.002461871,7.9906195,12.12641745,8.00000001,-0.150746381,-0.861275601
0.004751995,0.002193016,0.000522882,3.27E-05,0.004736098,0.00221599,8.023091674,12.27884359,7.999999991,-0.175394221,-0.871887063
0.004603368,0.00190726,0.000499892,3.15E-05,0.004791332,0.001886684,8.060397012,12.43261839,8.000000004,-0.199828645,-0.882237169
0.004403931,0.00164117,0.00047767,3.04E-05,0.004375238,0.001668705,8.10246876,12.5876924,7.999999996,-0.224023647,-0.892333317
0.004162393,0.001395126,0.000455728,2.93E-05,0.003933317,0.001368721,8.149233093,12.74401821,8.000000004,-0.247954845,-0.902182759
0.003879831,0.001172471,0.000434728,2.82E-05,0.004309793,0.001166978,8.200609734,12.90155029,7.999999994,-0.271599592,-0.911792584
0.003570333,0.000974797,0.000414185,2.72E-05,0.003673194,0.000999566,8.256512581,13.06024501,7.999999988,-0.294937059,-0.92116972
0.003241965,0.000799834,0.000394552,2.62E-05,0.002946895,0.000823215,8.316850364,13.22006051,7.999999997,-0.317948291,-0.930320927
0.002898993,0.000647678,0.000375675,2.52E-05,0.002523772,0.00066294,8.381527306,13.38095663,8.000000017,-0.34061624,-0.939252795
0.002553915,0.000517631,0.000357616,2.43E-05,0.002201545,0.000531727,8.450443775,13.54289481,7.999999994,-0.362925771,-0.947971739
0.002212378,0.000406771,0.000340284,2.34E-05,0.001872808,0.000426477,8.523496935,13.70583817,7.999999998,-0.384863648,-0.956484006
0.001879251,0.000314111,0.000323798,2.26E-05,0.001642735,0.000336201,8.600581377,13.86975126,7.999999998,-0.406418503,-0.964795667
0.001564429,0.000237192,0.000308068,2.17E-05,0.001639634,0.000241783,8.681589717,14.0346001,7.999999997,-0.427580782,-0.972912622
0.001268817,0.000173799,0.000293138,2.09E-05,0.001561955,0.000153177,8.766413179,14.20035211,8,-0.448342682,-0.980840601
1.32E-05,4.32E-05,4.43E-05,1.37E-05,0.0000571,0.0000356,3.805259505,4.204759251,8.00000003,1.518213265,-1.523213224
1.39E-05,4.59E-05,4.20E-05,1.31E-05,0.0000405,0.0000589,3.605551305,4.404543073,7.999999993,1.515297822,-1.525373047
1.48E-05,4.90E-05,3.99E-05,1.25E-05,0.0000318,0.0000456,3.405877269,4.604345731,7.999999953,1.512040504,-1.527345431
1.57E-05,5.25E-05,3.79E-05,1.19E-05,0.0000534,0.0000467,3.206243919,4.804164895,8.000000046,1.508377517,-1.529153748
1.67E-05,5.65E-05,3.62E-05,1.14E-05,0.0000337,0.0000679,3.006659275,5.003998442,8.00000004,1.504228163,-1.53081764
1.79E-05,6.12E-05,3.46E-05,1.10E-05,0.0000283,0.0000562,2.807133769,5.203844763,8.00000003,1.499488862,-1.532353737
1.93E-05,6.67E-05,3.32E-05,1.06E-05,0.0000524,0.0000631,2.607680978,5.403702446,8.000000028,1.494024436,-1.533776211
2.08E-05,7.33E-05,3.18E-05,1.02E-05,0.0000275,0.0000833,2.408318918,5.603570272,7.999999984,1.487655095,-1.535097214
2.27E-05,8.13E-05,3.06E-05,9.80E-06,0.0000297,0.0000744,2.209072213,5.803447286,8.000000044,1.48013644,-1.536327226
2.49E-05,9.10E-05,2.95E-05,9.46E-06,0.0000541,0.0000906,2.009975118,6.003332423,8.000000009,1.471127674,-1.537475331
2.75E-05,0.000103562,2.84E-05,9.14E-06,0.00002,0.000111258,1.811077034,6.203224899,7.999999938,1.460139106,-1.538549444
3.06E-05,0.000119899,2.74E-05,8.84E-06,0.00004,0.000111315,1.612451546,6.403124163,7.999999922,1.446441332,-1.539556493
3.44E-05,0.000142173,2.65E-05,8.56E-06,0.0000575,0.000147127,1.41421356,6.603029635,8.000000025,1.428899272,-1.540502567
3.92E-05,0.000175128,2.57E-05,8.30E-06,0.0000137,0.000175522,1.216552503,6.802940635,8.000000091,1.405647649,-1.541393039
4.53E-05,0.000232213,2.49E-05,8.06E-06,0.0000666,0.000229074,1.019803903,7.002856571,8.000000011,1.373400767,-1.542232669
5.42E-05,0.000372376,2.41E-05,7.82E-06,0.0000457,0.000375562,0.824621126,7.20277719,7.999999949,1.325817664,-1.54302569
7.73E-05,0.000970711,2.34E-05,7.61E-06,0.0000961,0.000972369,0.632455531,7.402702317,8.000000107,1.249045772,-1.543775878
0.000213545,0.005322095,2.27E-05,7.40E-06,0.000193519,0.005315022,0.447213596,7.602631256,8.000000133,1.107148718,-1.54448661
0.001193935,0.02933563,2.21E-05,7.20E-06,0.001175595,0.029340594,0.282842712,7.802563598,7.999999916,0.785398163,-1.545160918
0.0740558,0.078673314,2.15E-05,7.02E-06,0.074035116,0.078678119,0.2,8.002499553,7.999999943,0,-1.545801533
0.027384839,0.001281122,2.09E-05,6.84E-06,0.027400944,0.001281956,0.282842712,8.202438789,8.000000128,-0.785398163,-1.546410918
0.006376882,0.000331546,2.04E-05,6.67E-06,0.006390265,0.000325051,0.447213596,8.402380753,8.000000138,-1.107148718,-1.546991301
0.001448701,0.000143185,1.99E-05,6.51E-06,0.001430252,0.00014456,0.632455531,8.602325273,8.000000007,-1.249045772,-1.547544704
0.000602225,9.00E-05,1.94E-05,6.36E-06,0.000608476,0.0000962,0.824621126,8.802272452,8.000000017,-1.325817664,-1.548072966
0.000354336,6.69E-05,1.89E-05,6.22E-06,0.000372382,0.0000725,1.019803903,9.002221758,7.99999981,-1.373400767,-1.548577761
0.000248383,5.37E-05,1.85E-05,6.08E-06,0.000266046,0.0000577,1.216552503,9.202173676,8.000000023,-1.405647649,-1.54906062
0.000190982,4.50E-05,1.81E-05,5.94E-06,0.000204608,0.0000474,1.41421356,9.40212752,8.000000104,-1.428899272,-1.549522941
0.00015506,3.88E-05,1.77E-05,5.82E-06,0.000164326,0.0000398,1.612451546,9.602083219,8.000000115,-1.446441332,-1.549966007
0.000130372,3.40E-05,1.73E-05,5.69E-06,0.000135869,0.0000341,1.811077034,9.802040552,7.999999942,-1.460139106,-1.550390996
0.000112346,3.03E-05,1.69E-05,5.58E-06,0.000114785,0.0000296,2.009975118,10.00199989,8.000000096,-1.471127674,-1.550798993
9.88E-05,2.74E-05,1.66E-05,5.47E-06,0.0000988,0.0000261,2.209072213,10.20196063,8.000000025,-1.48013644,-1.551190996
8.81E-05,2.49E-05,1.62E-05,5.36E-06,0.0000862,0.0000232,2.408318918,10.40192306,8.000000159,-1.487655095,-1.551567928
7.94E-05,2.29E-05,1.59E-05,5.25E-06,0.000076,0.0000208,2.607680978,10.60188675,8.000000109,-1.494024436,-1.551930641
7.22E-05,2.11E-05,1.56E-05,5.15E-06,0.0000677,0.0000188,2.807133769,10.80185185,8.000000157,-1.499488862,-1.552279925
6.63E-05,1.96E-05,1.53E-05,5.06E-06,0.0000608,0.0000171,3.006659275,11.0018182,8.000000169,-1.504228163,-1.552616512
6.12E-05,1.83E-05,1.50E-05,4.97E-06,0.000055,0.0000156,3.206243919,11.20178579,8.000000207,-1.508377517,-1.552941082
5.69E-05,1.72E-05,1.47E-05,4.88E-06,0.0000501,0.0000144,3.405877269,11.40175442,8.000000173,-1.512040504,-1.553254267
5.31E-05,1.62E-05,1.44E-05,4.79E-06,0.0000459,0.0000133,3.605551305,11.60172428,8.000000241,-1.515297822,-1.553556656
4.98E-05,1.53E-05,1.42E-05,4.71E-06,0.0000422,0.0000123,3.805259505,11.8016948,8.00000002,-1.518213265,-1.553848797
1.32E-05,4.78E-05,5.19E-05,1.45E-05,0.0000646,0.0000448,3.820994633,4.219004602,7.999999978,1.465919388,-1.47584462
1.39E-05,5.11E-05,4.88E-05,1.38E-05,0.0000444,0.0000639,3.622154068,4.418144427,8.000000033,1.460139106,-1.48013644
1.46E-05,5.48E-05,4.60E-05,1.32E-05,0.0000436,0.0000427,3.423448547,4.617358546,7.999999987,1.453687582,-1.484057988
1.55E-05,5.90E-05,4.36E-05,1.26E-05,0.0000578,0.0000656,3.224903093,4.816637837,7.999999999,1.446441332,-1.487655095
1.64E-05,6.39E-05,4.13E-05,1.20E-05,0.0000261,0.0000682,3.026549179,5.015974476,7.999999983,1.438244794,-1.490966341
1.74E-05,6.98E-05,3.93E-05,1.15E-05,0.0000505,0.0000606,2.828427121,5.215361956,8.000000028,1.428899272,-1.494024436
1.86E-05,7.69E-05,3.75E-05,1.11E-05,0.0000445,0.0000879,2.630589281,5.414794538,7.999999983,1.418146998,-1.496857289
1.99E-05,8.56E-05,3.58E-05,1.06E-05,0.0000252,0.0000774,2.433105007,5.614267538,7.999999994,1.405647649,-1.499488862
2.13E-05,9.69E-05,3.43E-05,1.02E-05,0.0000554,0.000101282,2.236067977,5.8137767,7.999999958,1.390942827,-1.501939837
2.30E-05,0.000112315,3.29E-05,9.88E-06,0.000014,0.000112883,2.039607806,6.01331855,7.999999999,1.373400767,-1.504228163
2.50E-05,0.000135497,3.16E-05,9.53E-06,0.0000527,0.00013316,1.843908892,6.212889791,7.999999965,1.352127381,-1.506369487
2.77E-05,0.000174834,3.04E-05,9.21E-06,0.0000276,0.000178251,1.649242252,6.412487837,8.000000022,1.325817664,-1.508377517
3.21E-05,0.000252242,2.93E-05,8.92E-06,0.0000543,0.000250836,1.456021979,6.612110101,8,1.292496668,-1.510264307
4.12E-05,0.000426943,2.83E-05,8.64E-06,0.0000244,0.000424219,1.264911063,6.811754537,7.999999989,1.249045772,-1.512040504
6.39E-05,0.000874759,2.73E-05,8.37E-06,0.0000909,0.00088281,1.077032962,7.011419209,7.999999952,1.19028995,-1.513715544
0.000123751,0.002171313,2.64E-05,8.12E-06,0.000126381,0.002170116,0.894427191,7.211102609,8.000000058,1.107148718,-1.515297822
0.000283806,0.00629352,2.56E-05,7.89E-06,0.000267819,0.006291801,0.721110255,7.410802868,7.999999942,0.982793723,-1.516794826
0.000720512,0.014934055,2.48E-05,7.67E-06,0.000738293,0.01493871,0.565685425,7.61051901,7.999999974,0.785398163,-1.518213265
0.000217127,0.038087634,2.40E-05,7.46E-06,0.000232223,0.038094934,0.447213595,7.810249616,7.99999994,0.463647609,-1.519559159
0.061037857,0.063067088,2.33E-05,7.26E-06,0.06102652,0.063074337,0.4,8.009993746,7.999999988,0,-1.520837931
0.043694463,0.000414316,2.27E-05,7.08E-06,0.043715845,0.00041866,0.447213595,8.209750219,7.999999918,-0.463647609,-1.522054475
0.014475393,0.000738327,2.20E-05,6.90E-06,0.014453419,0.000743322,0.565685425,8.409518502,8.000000086,-0.785398163,-1.523213224
0.006889405,0.000357434,2.14E-05,6.73E-06,0.006873922,0.000364001,0.721110255,8.609297218,7.999999918,-0.982793723,-1.524318195
0.002662189,0.000185827,2.09E-05,6.57E-06,0.002658776,0.000180154,0.894427191,8.809086146,7.999999928,-1.107148718,-1.525373047
0.001203314,0.000111268,2.03E-05,6.41E-06,0.001197973,0.00011737,1.077032962,9.008884595,8.000000091,-1.19028995,-1.526381112
0.00064825,7.62E-05,1.98E-05,6.27E-06,0.000668037,0.000078,1.264911063,9.208691461,7.999999916,-1.249045772,-1.527345431
0.000404673,5.77E-05,1.93E-05,6.13E-06,0.000406751,0.0000527,1.456021979,9.40850675,7.99999996,-1.292496668,-1.528268792
0.000282151,4.67E-05,1.89E-05,5.99E-06,0.000266364,0.0000411,1.649242252,9.60832979,8.000000069,-1.325817664,-1.529153748
0.000213039,3.94E-05,1.84E-05,5.86E-06,0.000195476,0.000037,1.843908892,9.808159886,8.000000017,-1.352127381,-1.530002644
0.000170052,3.43E-05,1.80E-05,5.74E-06,0.000160777,0.0000353,2.039607806,10.00799688,8.000000077,-1.373400767,-1.53081764
0.000141207,3.04E-05,1.76E-05,5.62E-06,0.00014183,0.0000338,2.236067977,10.20784016,8.000000036,-1.390942827,-1.531600725
0.000120614,2.74E-05,1.72E-05,5.51E-06,0.000128837,0.000032,2.433105007,10.40768953,8.00000007,-1.405647649,-1.532353737
0.000105277,2.49E-05,1.69E-05,5.40E-06,0.000118203,0.0000301,2.630589281,10.60754439,7.999999912,-1.418146998,-1.533078374
9.33E-05,2.29E-05,1.65E-05,5.30E-06,0.000108593,0.0000282,2.828427121,10.80740489,8.000000025,-1.428899272,-1.533776211
8.38E-05,2.11E-05,1.62E-05,5.20E-06,0.0000999,0.0000262,3.026549179,11.00727039,8.000000077,-1.438244794,-1.534448706
7.61E-05,1.97E-05,1.59E-05,5.10E-06,0.0000919,0.0000244,3.224903093,11.20714054,7.999999965,-1.446441332,-1.535097214
6.96E-05,1.84E-05,1.55E-05,5.01E-06,0.0000845,0.0000226,3.423448547,11.4070153,7.999999921,-1.453687582,-1.535722996
6.42E-05,1.72E-05,1.52E-05,4.92E-06,0.0000779,0.000021,3.622154068,11.60689457,8.000000054,-1.460139106,-1.536327226
5.94E-05,1.62E-05,1.50E-05,4.83E-06,0.0000718,0.0000195,3.820994633,11.80677775,8.000000037,-1.465919388,-1.536910997
1.27E-05,5.27E-05,6.17E-05,1.53E-05,0.0000742,0.0000578,3.847076817,4.242640681,7.999999999,1.41419445,-1.428899272
1.33E-05,5.66E-05,5.74E-05,1.45E-05,0.0000474,0.0000614,3.64965751,4.440720668,7.999999998,1.405647649,-1.435268613
1.40E-05,6.13E-05,5.37E-05,1.38E-05,0.0000618,0.0000546,3.452535305,4.638965415,8.000000018,1.396124128,-1.44109379
1.47E-05,6.70E-05,5.04E-05,1.32E-05,0.0000508,0.0000781,3.255764123,4.837354639,7.999999994,1.385448377,-1.446441332
1.54E-05,7.41E-05,4.75E-05,1.26E-05,0.0000465,0.0000623,3.059411709,5.035871334,8.00000001,1.373400767,-1.451367401
1.63E-05,8.32E-05,4.49E-05,1.20E-05,0.0000548,0.0000952,2.863564218,5.234500914,7.999999988,1.359702994,-1.455919721
1.73E-05,9.59E-05,4.25E-05,1.15E-05,0.0000337,0.0000844,2.668332816,5.433231101,8.000000021,1.343997479,-1.460139106
1.86E-05,0.000114222,4.04E-05,1.11E-05,0.0000556,0.00012529,2.473863379,5.632051128,7.999999996,1.325817664,-1.464060654
2.04E-05,0.000142848,3.85E-05,1.07E-05,0.000028,0.000132233,2.280350853,5.83095188,7.999999988,1.304544278,-1.467714718
2.32E-05,0.000190074,3.68E-05,1.03E-05,0.000053,0.000199569,2.0880613,6.029925354,7.999999979,1.279339532,-1.471127674
2.81E-05,0.000273365,3.52E-05,9.90E-06,0.0000424,0.000267633,1.897366594,6.228964626,8.000000023,1.249045772,-1.474322552
3.71E-05,0.000427424,3.37E-05,9.56E-06,0.0000327,0.000425674,1.708800751,6.428063497,8.000000027,1.212025657,-1.477319546
5.42E-05,0.000729232,3.24E-05,9.24E-06,0.0000864,0.000738367,1.523154623,6.62721664,8.000000032,1.165904541,-1.48013644
8.68E-05,0.001354912,3.12E-05,8.94E-06,0.0000956,0.001355592,1.341640787,6.826419246,7.99999998,1.107148718,-1.482788953
0.000149609,0.00271089,3.00E-05,8.66E-06,0.000131316,0.00270744,1.16619038,7.025667219,7.999999992,1.030376827,-1.485291033
0.000273009,0.005585683,2.89E-05,8.40E-06,0.000262008,0.005589399,1,7.224956755,8.000000008,0.927295218,-1.487655095
0.000511223,0.009723975,2.79E-05,8.15E-06,0.000538672,0.009720924,0.848528137,7.42428451,8.000000032,0.785398163,-1.489892228
0.000708624,0.002131016,2.70E-05,7.92E-06,0.000727992,0.002123097,0.721110255,7.62364744,8.000000019,0.588002604,-1.492012366
0.005103325,0.048763948,2.61E-05,7.70E-06,0.005129261,0.048767216,0.632455532,7.823042935,8.000000049,0.321750554,-1.494024436
0.04619561,0.047311162,2.53E-05,7.49E-06,0.046189167,0.047318042,0.6,8.022468439,7.999999991,0,-1.495936479
0.052113759,0.005907048,2.45E-05,7.30E-06,0.052122418,0.00590386,0.632455532,8.221921861,7.999999945,-0.321750554,-1.497755761
0.004050122,0.00058345,2.38E-05,7.11E-06,0.004073796,0.000590402,0.721110255,8.421401307,7.999999998,-0.588002604,-1.499488862
0.009522405,0.0005156,2.31E-05,6.93E-06,0.009545354,0.000509324,0.848528137,8.620904817,7.999999993,-0.785398163,-1.501141753
0.005935241,0.000318612,2.25E-05,6.76E-06,0.005950647,0.000312689,1,8.820430888,8.00000006,-0.927295218,-1.502719869
0.003103833,0.000197723,2.18E-05,6.60E-06,0.003123051,0.000196726,1.16619038,9.019977824,7.999999996,-1.030376827,-1.504228163
0.001673978,0.000128849,2.13E-05,6.44E-06,0.001652726,0.000130379,1.341640787,9.219544392,7.999999934,-1.107148718,-1.505671163
0.000973466,8.95E-05,2.07E-05,6.30E-06,0.000991878,0.0000927,1.523154623,9.419129433,7.999999959,-1.165904541,-1.507053014
0.000613945,6.63E-05,2.02E-05,6.16E-06,0.000613169,0.0000602,1.708800751,9.618731756,8.000000029,-1.212025657,-1.508377517
0.000417174,5.19E-05,1.97E-05,6.02E-06,0.000397756,0.0000509,1.897366594,9.818350144,7.999999979,-1.249045772,-1.509648164
0.000302103,4.26E-05,1.92E-05,5.89E-06,0.000302252,0.0000477,2.0880613,10.01798388,8.000000053,-1.279339532,-1.510868172
0.000230927,3.61E-05,1.88E-05,5.77E-06,0.000247956,0.0000413,2.280350853,10.21763181,7.999999987,-1.304544278,-1.512040504
0.000184161,3.15E-05,1.84E-05,5.65E-06,0.000200431,0.0000333,2.473863379,10.41729326,7.999999942,-1.325817664,-1.513167899
0.000152122,2.80E-05,1.80E-05,5.54E-06,0.000157569,0.0000258,2.668332816,10.61696758,8.000000025,-1.343997479,-1.51425289
0.000129,2.53E-05,1.76E-05,5.43E-06,0.000122489,0.0000205,2.863564218,10.81665391,8.000000078,-1.359702994,-1.515297822
0.00011186,2.31E-05,1.72E-05,5.32E-06,0.0000974,0.0000178,3.059411709,11.01635157,8.000000086,-1.373400767,-1.516304871
9.86E-05,2.12E-05,1.68E-05,5.22E-06,0.0000818,0.000017,3.255764123,11.21605984,7.999999922,-1.385448377,-1.517276058
8.81E-05,1.97E-05,1.65E-05,5.12E-06,0.0000736,0.0000173,3.452535305,11.41577851,7.999999951,-1.396124128,-1.518213265
7.96E-05,1.84E-05,1.61E-05,5.03E-06,0.0000702,0.0000179,3.64965751,11.61550681,7.999999942,-1.405647649,-1.519118242
7.27E-05,1.72E-05,1.58E-05,4.94E-06,0.0000688,0.0000183,3.847076817,11.81524445,8.000000055,-1.41419445,-1.519992623
1.21E-05,6.01E-05,7.58E-05,1.63E-05,0.0000878,0.0000742,3.883297561,4.275511654,7.999999982,1.3633001,-1.382574821
1.26E-05,6.63E-05,6.94E-05,1.54E-05,0.0000569,0.0000534,3.687817784,4.472135955,8.000000001,1.352127381,-1.390942827
1.33E-05,7.43E-05,6.40E-05,1.46E-05,0.000077,0.000088,3.492849845,4.669047005,7.999999999,1.33970566,-1.398605512
1.40E-05,8.48E-05,5.94E-05,1.38E-05,0.0000466,0.0000712,3.298484505,4.866210013,7.999999993,1.325817664,-1.405647649
1.50E-05,9.96E-05,5.55E-05,1.32E-05,0.0000684,0.000112694,3.104834939,5.063595573,8.000000012,1.310193935,-1.412141065
1.63E-05,0.000120705,5.20E-05,1.26E-05,0.0000441,0.000109691,2.912043958,5.261178562,7.999999989,1.292496668,-1.418146998
1.83E-05,0.000152421,4.89E-05,1.20E-05,0.0000553,0.000159368,2.7202941,5.458937611,7.999999983,1.272297395,-1.423717971
2.13E-05,0.000200983,4.61E-05,1.15E-05,0.0000583,0.000202294,2.529822125,5.656854242,7.999999989,1.249045772,-1.428899272
2.61E-05,0.000277872,4.37E-05,1.11E-05,0.0000208,0.000268905,2.340939981,5.854912447,7.999999978,1.222025323,-1.433730152
3.39E-05,0.000403344,4.15E-05,1.07E-05,0.0000706,0.000412659,2.154065925,6.053098358,7.99999998,1.19028995,-1.438244794
4.64E-05,0.000615164,3.95E-05,1.03E-05,0.0000739,0.000619333,1.969771559,6.251399838,7.999999993,1.152571997,-1.442473099
6.67E-05,0.000983153,3.77E-05,9.90E-06,0.0000441,0.000976042,1.788854383,6.449806186,7.999999988,1.107148718,-1.446441332
0.000100137,0.001640917,3.60E-05,9.56E-06,0.0000649,0.001631505,1.612451551,6.648308044,7.99999999,1.051650213,-1.450172658
0.000155374,0.002820941,3.45E-05,9.24E-06,0.000122232,0.002812636,1.44222051,6.846897094,7.999999986,0.982793723,-1.453687582
0.000247055,0.004803203,3.31E-05,8.95E-06,0.000224756,0.004806723,1.280624848,7.045566003,8.000000022,0.896055385,-1.45700432
0.00039494,0.007177373,3.18E-05,8.67E-06,0.000425518,0.007172604,1.131370849,7.244308135,8.000000024,0.785398163,-1.460139106
0.000551908,0.005614304,3.06E-05,8.41E-06,0.000569006,0.005611703,1,7.443117629,8.000000003,0.643501109,-1.463106456
