sample_id,split,domain_id,is_labeled,rss1_combined_dbm,rss2_combined_dbm,delta_db,sum_db,log_ratio,c1_dbm,c2_dbm,rss_a_p1_dbm,rss_b_p1_dbm,rss_a_p2_dbm,rss_b_p2_dbm,theta1_rad,theta2_rad,d1_m,d2_m,room_dim_m,mask_4rss_is_gt
2628,train,0,1,4.387552511908577,8.115606631925376,3.7280541200167985,12.503159143833953,0.8584161842625715,4.387552511908577,8.115606631925376,4.58107610670922,8.102620974168547,-1.7742920770360937,-13.757179041643317,0.176708856,-0.896055385,5.688585061,8.964373937,8.000000006,1
2629,train,0,1,5.746247452672812,8.245383153977192,2.4991357013043807,13.991630606650004,0.5754472611192688,5.746247452672812,8.245383153977192,5.406173654022007,8.24375855653328,-2.0613281760940576,-13.979400086720375,0.141897055,-0.909753158,5.65685425,9.121403401,8.000000003,1
2630,train,0,1,6.38870769288031,8.28594231916028,1.897234626279971,14.67465001204059,0.436854416838439,6.38870769288031,8.28594231916028,6.132325370671397,8.277189590259184,-2.3576108258458772,-14.213607900319277,0.106735673,-0.9229849,5.632051136,9.280086208,8.000000004,1
2631,train,0,1,6.603277769734749,8.22768024584097,1.624402476106221,14.83095801557572,0.37403249265048016,6.603277769734749,8.22768024584097,6.758898329282941,8.204416019494632,-2.6565149524253417,-14.436974992327126,0.071307465,-0.935769591,5.614267539,9.440338972,7.999999995,1
2632,train,0,1,6.875950367240255,8.02490212877071,1.1489517615304559,14.900852496010966,0.2645559198669278,6.875950367240255,8.02490212877071,7.284849434996612,8.026699609711223,-2.9575336537447816,-14.672456210075023,0.035699113,-0.948125538,5.603570291,9.602083107,8.000000001,1
2633,train,0,1,7.996911523916862,7.73446407006819,-0.2624474538486714,15.731375593985053,-0.060430759492619626,7.996911523916862,7.73446407006819,7.708995606043942,7.745239727762682,-3.26166588560353,-14.89454989793388,0.0,-0.960070362,5.6,9.765244487,7.999999993,1
2634,train,0,1,7.786163477895426,7.367157706340869,-0.41900577155455654,15.153321184236294,-0.09647964434599914,7.786163477895426,7.367157706340869,8.030172039025109,7.36126279089587,-3.5667269478804133,-15.128616245228134,-0.035699113,-0.971621004,5.603570291,9.929753273,8.000000002,1
2635,train,0,1,8.505435604868104,6.894495157831853,-1.610940447036251,15.399930762699958,-0.3709327459046835,8.505435604868104,6.894495157831853,8.24733030855738,6.876057362656062,-3.8712823402688152,-15.346171485515816,-0.071307465,-0.982793723,5.614267539,10.09554357,7.999999996,1
2636,train,0,1,8.370202013683603,6.276691422393443,-2.0935105912901593,14.646893436077047,-0.48204862795298725,8.370202013683603,6.276691422393443,8.35956455830541,6.2909426433638345,-4.176036540845706,-15.575202309355515,-0.106735673,-0.993604113,5.632051136,10.26255329,8.0,1
2637,train,0,1,8.201375918189449,5.579815388230691,-2.6215605299587574,13.78119130642014,-0.6036366196664605,8.201375918189449,5.579815388230691,8.366076440222917,5.607179853787011,-4.479502116601907,-15.800442515102421,-0.141897055,-1.004067109,5.65685425,10.43072384,7.999999989,1
2638,train,0,1,8.102501986643949,4.800503702340134,-3.3019982843038154,12.903005688984083,-0.760313202652988,8.102501986643949,4.800503702340134,8.266072971092536,4.825804788077119,-4.781378240515114,-16.02059991327962,-0.176708856,-1.014197009,5.688585061,10.6,8.000000002,1
2639,train,0,1,8.039360094360635,3.9581912943161717,-4.0811688000444635,11.997551388676808,-0.9397238440974778,8.039360094360635,3.9581912943161717,8.058569831033488,3.9473633059742212,-5.0810487197477725,-16.23423042943488,-0.211093333,-1.024007486,5.727128425,10.77032962,8.000000007,1
2640,train,0,1,7.945988717192098,3.0148554871306827,-4.931133230061416,10.96084420432278,-1.1354353867106994,7.945988717192098,3.0148554871306827,7.742080323539327,2.971490054790038,-5.378626569944759,-16.45891560852599,-0.244978663,-1.033511612,5.772347876,10.94166348,7.999999987,1
2641,train,0,1,7.2062246923276385,1.8355994092147432,-5.370625283112895,9.041824101542382,-1.236632171695268,7.2062246923276385,1.8355994092147432,7.314128362640338,1.8962700932254062,-5.673369065105756,-16.675615400843945,-0.278299659,-1.042721878,5.824087911,11.11395518,7.999999988,1
2642,train,0,1,6.865487760262522,0.7918920804014165,-6.073595679861105,7.657379840663939,-1.3984970873321219,6.865487760262522,0.7918920804014165,6.770489456809812,0.7172224588621037,-5.965414443543834,-16.882461389442454,-0.310998281,-1.051650213,5.882176469,11.28716086,8.000000011,1
2643,train,0,1,5.889312213597312,-0.631445861152637,-6.520758074749949,5.257866352444674,-1.5014600337939787,5.889312213597312,-0.631445861152637,6.104003602646611,-0.5743442270790531,-6.253487855579273,-17.09965388637482,-0.34302394,-1.060308005,5.946427498,11.46123903,8.000000007,1
2644,train,0,1,5.516114864546982,-2.0885765170177417,-7.604691381564724,3.4275383475292407,-1.7510449012011229,5.516114864546982,-2.0885765170177417,5.302650296268801,-1.9866627672288781,-6.538955443856356,-17.304870557820838,-0.374333616,-1.068706128,6.016643583,11.63615057,8.000000004,1
2645,train,0,1,4.637628303810255,-3.541721200729003,-8.179349504539257,1.0959071030812515,-1.8833648239540326,4.637628303810255,-3.541721200729003,4.349273683379926,-3.547408673594838,-6.820494292044838,-17.49579997691106,-0.404891786,-1.076854958,6.092618484,11.81185845,8.000000004,1
2646,train,0,1,3.4359881448396483,-5.221584141499416,-8.657572286339065,-1.7855959966597674,-1.9934796888042707,3.4359881448396483,-5.221584141499416,3.2151433860513814,-5.303473182685177,-7.099564801240941,-17.695510786217262,-0.434670215,-1.084764397,6.174139616,11.98832765,7.999999993,1
2647,train,0,1,2.1564285000643872,-7.31637356771638,-9.472802067780767,-5.159945067651993,-2.1811932830155167,2.1564285000643872,-7.31637356771638,1.8480438946204438,-7.337871247139062,-7.372333901245208,-17.90484985457369,-0.463647609,-1.092443895,6.260990337,12.16552505,7.999999988,1
2648,train,0,1,0.8082086594548232,-10.282604091122217,-11.09081275057704,-9.474395431667393,-2.553754010866698,0.8082086594548232,-10.282604091122217,0.17649683421182713,-9.807715139889417,-7.643352262239053,-18.096683018297085,-0.491809176,-1.099902468,6.35295207,12.3434193,8.000000001,1
2649,train,0,1,-1.0393477605900394,-14.341521813264823,-13.302174052674783,-15.380869573854863,-3.062938767810115,-1.0393477605900394,-14.341521813264823,-1.8303260998423854,-13.0715308072277,-7.908953462800721,-18.297382846050425,-0.519146114,-1.107148718,6.449806198,12.52198068,8.000000008,1
2650,train,0,1,-4.005164880044097,-15.497508916806389,-11.492344036762292,-19.502673796850488,-2.6462100062607865,-4.005164880044097,-15.497508916806389,-3.6256831372076497,-16.09064892896621,-8.172117069138304,-18.477116556169435,-0.545655055,-1.114190855,6.551335744,12.70118105,7.999999999,1
2651,train,0,1,-4.760455377429353,-13.080348972326396,-8.319893594897042,-17.84080434975575,-1.9157262966906574,-4.760455377429353,-13.080348972326396,-3.4763276978729407,-14.48550002027125,-8.430875742999831,-18.664610916297825,-0.57133748,-1.121036714,6.657326792,12.88099376,8.000000009,1
2652,train,0,1,-1.3889531712607392,-14.236586497942072,-12.847633326681333,-15.625539669202812,-2.9582768978269938,-1.3889531712607392,-14.236586497942072,-2.2816053976677706,-13.001622741327543,-8.683652984845757,-18.827287043442357,-0.596199141,-1.127693772,6.767569725,13.0613935,8.000000009,1
2653,train,0,1,-0.9833302762132147,-2.642989253850088,-1.6596589776368735,-3.6263195300633027,-0.3821506021360404,-0.9833302762132147,-2.642989253850088,-12.588484011482151,-2.834357766021185,-1.2659743065659668,-12.218487496163563,0.580002774,-0.626742901,6.933974328,7.161005515,7.999999996,1
2654,train,0,1,-0.523036240970134,-5.661501928713536,-5.138465687743402,-6.18453816968367,-1.1831754493459354,-0.523036240970134,-5.661501928713536,-14.365189146055892,-5.2041749242886945,-0.7019804223215299,-11.897674820049158,0.555493735,-0.648995559,6.826419265,7.280109889,7.999999998,1
2655,train,0,1,-0.3231913502723728,-8.012632080817257,-7.689440730544884,-8.33582343108963,-1.7705591599613895,-0.3231913502723728,-8.012632080817257,-20.877779434675844,-7.393896578188681,-0.34515605535884664,-11.758741660834511,0.530215773,-0.670521558,6.723094526,7.402702209,8.000000001,1
2656,train,0,1,-0.10760260794345236,-2.8487029937502086,-2.741100385806756,-2.956305601693661,-0.6311616886758863,-0.10760260794345236,-2.8487029937502086,-14.788619162959638,-3.417500455330424,-0.13601381948787003,-11.74573882232177,0.504165961,-0.691336929,6.624198063,7.528612091,7.999999998,1
2657,train,0,1,0.3296589651663835,-0.4287947205063555,-0.758453685672739,-0.09913575533997199,-0.174640415035644,0.3296589651663835,-0.4287947205063555,-10.376306643299788,-0.6216277323747983,-0.030726198538720793,-11.791420105603,0.477345382,-0.711459126,6.529931086,7.657675889,8.0,1
2658,train,0,1,0.4791279205194372,1.1699471783660442,0.690819257846607,1.6490750988854814,0.15906701250708075,0.4791279205194372,1.1699471783660442,-7.645851915149025,1.3231061045618335,-0.006797682871706449,-11.904402853647323,0.449759613,-0.730906707,6.440496875,7.789736837,7.999999998,1
2659,train,0,1,-0.9480067251837854,2.7174521497929156,3.665458874976701,1.7694454246091302,0.8440030964504076,-0.9480067251837854,2.7174521497929156,-5.517513986746088,2.797675226670427,-0.04827421792396001,-12.041199826559248,0.421419207,-0.749699051,6.356099433,7.924645105,8.000000004,1
2660,train,0,1,-0.5934707241103789,4.08577091237712,4.6792416364874985,3.492300188266741,1.0774352038693178,-0.5934707241103789,4.08577091237712,-3.732737645570116,3.983652353044933,-0.13921002741060995,-12.211255279972605,0.392340144,-0.767856103,6.27694193,8.062257746,7.999999995,1
2661,train,0,1,1.8683602657317036,4.908412093556439,3.040051827824736,6.776772359288143,0.6999978020678536,1.8683602657317036,4.908412093556439,-2.165673998049456,4.960988535574114,-0.2736493429746096,-12.388241868442687,0.362544237,-0.785398163,6.203224967,8.202438659,7.999999994,1
2662,train,0,1,-6.240292884399501,5.800197657313985,12.040490541713487,-0.44009522708551607,2.7724254033685276,-6.240292884399501,5.800197657313985,-0.7593429456792913,5.772788514277567,-0.43943039934948963,-12.588484011482151,0.332059468,-0.802345693,6.135144661,8.345058416,8.0,1
2663,train,0,1,2.9478774957616505,6.414939408496158,3.4670619127345077,9.362816904257809,0.79832050767499,2.9478774957616505,6.414939408496158,0.5159431293592021,6.445898276039057,-0.63419409464612,-12.781893847874535,0.300920234,-0.818719159,6.07289058,8.489994108,7.999999994,1
2664,train,0,1,-1.6005083218701042,7.038209803413685,8.63871812528379,5.437701481543581,1.9891383577855921,-1.6005083218701042,7.038209803413685,1.6794409803788697,6.995791526704536,-0.8495703442105005,-12.992962828549805,0.269167493,-0.834538898,6.016643583,8.637129154,8.000000003,1
2665,train,0,1,3.515394794748295,7.413136999477322,3.897742204729027,10.928531794225616,0.8974883096942805,3.515394794748295,7.413136999477322,2.741869552589259,7.430978520077167,-1.0833322099332603,-13.20572103387881,0.236848761,-0.849825003,5.966573556,8.786353056,8.000000002,1
2666,train,0,1,4.865898562273056,7.725233280782646,2.85933471850959,12.591131843055702,0.6583861498720507,4.865898562273056,7.725233280782646,3.7091980730178347,7.757860232889805,-1.3313634766998852,-13.419886033428876,0.20401798,-0.864597234,5.922837158,8.937561185,7.999999997,1
2667,train,0,1,5.067912206820574,7.96029944660824,2.8923872397876664,13.028211653428814,0.6659967741501273,5.067912206820574,7.96029944660824,4.583180906014287,7.980428985840744,-1.5898735263701482,-13.635121036466344,0.170735211,-0.878874945,5.885575587,9.090654547,8.000000004,1
2668,train,0,1,5.5603170613380275,8.082254941921198,2.5219378805831703,13.642572003259225,0.5806976569287806,5.5603170613380275,8.082254941921198,5.364665240127042,8.101214427263244,-1.8590963134115224,-13.851027839668655,0.137066174,-0.892677019,5.854912467,9.245539465,7.999999998,1
2669,train,0,1,6.427594237714233,8.095802505554659,1.6682082678404253,14.523396743268892,0.38411914895387805,6.427594237714233,8.095802505554659,6.053769197019676,8.121907579575007,-2.1368237928718914,-14.067139329795427,0.103081609,-0.906021832,5.830951895,9.402127419,8.000000003,1
2670,train,0,1,7.153951562595945,8.03667042188634,0.882718859290395,15.190621984482284,0.20325352867067725,7.153951562595945,8.03667042188634,6.649886147450459,8.043756052156274,-2.420242866022258,-14.294570601181025,0.068856489,-0.918927212,5.813776741,9.560334716,7.99999999,1
2671,train,0,1,7.001700376858984,7.891965159703447,0.8902647828444632,14.89366553656243,0.2049910417795242,7.001700376858984,7.891965159703447,7.152052628224368,7.8678257385141706,-2.7072827035599096,-14.509967379742122,0.034469101,-0.931410421,5.803447251,9.720082303,7.999999998,1
2672,train,0,1,7.503575612526787,7.56966381094829,0.06608819842150293,15.073239423475076,0.01521737005081855,7.503575612526787,7.56966381094829,7.559178258427379,7.595149461202734,-2.9969009479725757,-14.736607226101558,0.0,-0.943488135,5.8,9.881295468,8.000000008,1
2673,train,0,1,7.8886148648269465,7.250325213233239,-0.6382896515937073,15.138940078060186,-0.14697162367720315,7.8886148648269465,7.250325213233239,7.870212821110288,7.226814620171229,-3.290596457601077,-14.948500216800939,-0.034469101,-0.955176437,5.803447251,10.04390362,7.999999995,1
2674,train,0,1,8.314700266469625,6.767246948542184,-1.5474533179274417,15.081947215011809,-0.3563142941963904,8.314700266469625,6.767246948542184,8.08422800228361,6.763984634005562,-3.5844161678017628,-15.171264163912463,-0.068856489,-0.96649082,5.813776741,10.20784013,8.000000007,1
2675,train,0,1,8.063691223216846,6.18182131744935,-1.8818699057674966,14.245512540666196,-0.4333165591974348,8.063691223216846,6.18182131744935,8.20044730400918,6.2078638465468,-3.878542832931649,-15.39102157243452,-0.103081609,-0.977446181,5.830951895,10.37304199,8.000000004,1
2676,train,0,1,7.974507785966811,5.5265361773299535,-2.4479716086368573,13.501043963296764,-0.5636662934119882,7.974507785966811,5.5265361773299535,8.218214211473976,5.559608420562919,-4.173163347718025,-15.606673061697373,-0.137066174,-0.988056833,5.854912467,10.53944971,8.000000012,1
2677,train,0,1,7.910040756783509,4.786710888117372,-3.1233298686661373,12.696751644900882,-0.7191732796093699,7.910040756783509,4.786710888117372,8.13689448576373,4.8201657844737165,-4.4666321762311165,-15.816987086802545,-0.170735211,-0.998336513,5.885575587,10.70700705,8.000000002,1
2678,train,0,1,7.871373611136297,3.9900463507269675,-3.88132726040933,11.861419961863264,-0.8937086290849943,7.871373611136297,3.9900463507269675,7.95569646488529,3.9900203567796155,-4.7591299262174545,-16.038006529042637,-0.20401798,-1.008298396,5.922837158,10.8756609,8.0,1
2679,train,0,1,7.881127014890938,3.118104215806334,-4.763022799084604,10.999231230697271,-1.0967265294762982,7.881127014890938,3.118104215806334,7.673385282992509,3.0691823460034175,-5.049735168969934,-16.252516539898963,-0.236848761,-1.017955105,5.966573556,11.04536101,7.999999992,1
2680,train,0,1,7.228251180682676,1.999511687262521,-5.228739493420155,9.227762867945197,-1.2039617612698488,7.228251180682676,1.999511687262521,7.287844534785753,2.057379691173202,-5.338399812727978,-16.45891560852599,-0.269167493,-1.027318732,6.016643583,11.21605991,7.999999995,1
2681,train,0,1,6.831363207271503,1.0239837064862314,-5.807379500785271,7.855346913757734,-1.3371985467867369,6.831363207271503,1.0239837064862314,6.7952056044363935,0.9514737452843127,-5.624713961793196,-16.675615400843945,-0.300920234,-1.03640085,6.07289058,11.38771268,8.000000005,1
2682,train,0,1,6.031224948907524,-0.33508155791272337,-6.366306506820248,5.6961433909948,-1.4658962460035299,6.031224948907524,-0.33508155791272337,6.1910356148201116,-0.2548646508425886,-5.908804617819637,-16.882461389442454,-0.332059468,-1.045212533,6.135144661,11.56027681,7.999999993,1
2683,train,0,1,5.742913033051968,-1.6258960849443196,-7.368809117996287,4.117016948107649,-1.6967310028216855,5.742913033051968,-1.6258960849443196,5.46662571422401,-1.5733210963545008,-6.189499328935697,-17.07743928643524,-0.362544237,-1.053764374,6.203224967,11.73371211,7.999999996,1
2684,train,0,1,4.795263647176695,-2.930160912057432,-7.725424559234127,1.8651027351192626,-1.7788447427142597,4.795263647176695,-2.930160912057432,4.606839488998975,-3.021022885375371,-6.4672443645377715,-17.28158393463501,-0.392340144,-1.062066502,6.27694193,11.90798051,7.999999992,1
2685,train,0,1,3.572111821975815,-4.441114826124962,-8.013226648100776,-0.869003004149147,-1.8451136226699494,3.572111821975815,-4.441114826124962,3.589225049657764,-4.628788542795627,-6.741970912563872,-17.47146969020107,-0.421419207,-1.070128602,6.356099433,12.08304598,8.000000005,1
2686,train,0,1,2.3297553806103095,-6.216130019790604,-8.545885400400914,-3.886374639180295,-1.9677628329398595,2.3297553806103095,-6.216130019790604,2.3793161504314324,-6.458954041836042,-7.013521161838121,-17.670038896078463,-0.449759613,-1.07795993,6.440496875,12.25887434,8.000000005,1
2687,train,0,1,1.161881882369026,-8.500822662442216,-9.662704544811241,-7.33894078007319,-2.224919944288818,1.161881882369026,-8.500822662442216,0.9151114628414426,-8.59595672079551,-7.282164581045265,-17.878123955960422,-0.477345382,-1.085569334,6.529931086,12.43543324,7.999999997,1
2688,train,0,1,-0.03237980213659355,-12.111248842245832,-12.078869040109238,-12.143628644382426,-2.781262379198283,-0.03237980213659355,-12.111248842245832,-0.8512501243880438,-11.272611725273311,-7.545366866358042,-18.068754016455383,-0.504165961,-1.092965272,6.624198063,12.61269203,8.000000013,1
2689,train,0,1,-2.0888856249107244,-15.75118363368933,-13.662298008778606,-17.840069258600053,-3.145860373105585,-2.0888856249107244,-15.75118363368933,-2.8583795390114677,-14.749551929631547,-7.806932176764388,-18.239087409443187,-0.530215773,-1.100155825,6.723094526,12.79062157,8.000000005,1
2690,train,0,1,-5.528745419654378,-14.58420756053419,-9.055462140879813,-20.112952980188567,-2.0850972135761805,-5.528745419654378,-14.58420756053419,-3.9884972199526825,-15.951662833800619,-8.063189704587185,-18.44663962534938,-0.555493735,-1.107148718,6.826419265,12.96919427,8.000000004,1
2691,train,0,1,-3.043274860152634,-13.400837999301498,-10.357563139148864,-16.44411285945413,-2.3849170483948785,-3.043274860152634,-13.400837999301498,-3.2116580251677993,-14.04503778174426,-8.31729446006508,-18.632794328435935,-0.580002774,-1.113951334,6.933974328,13.14838393,8.000000001,1
2692,train,0,1,-1.674783141144888,-4.562373099512345,-2.887589958367457,-6.237156240657233,-0.6648921592816204,-1.674783141144888,-4.562373099512345,-13.695721249749761,-4.270308666756535,-1.956206470437884,-12.765443279648142,0.564569394,-0.610725964,7.102112363,7.323933367,7.999999999,1
2693,train,0,1,-1.211084074239442,-7.901875152118299,-6.690791077878857,-9.112959226357741,-1.5406115796261417,-1.211084074239442,-7.901875152118299,-16.989700043360187,-7.371456545838067,-1.2253823352560043,-12.262135550188065,0.5404195,-0.632748835,6.997142273,7.440430095,7.999999998,1
2694,train,0,1,-0.6869014012016333,-4.628624635485755,-3.9417232342841215,-5.315526036687388,-0.9076153159970896,-0.6869014012016333,-4.628624635485755,-18.794260687941502,-5.294057739949282,-0.7516682481533608,-12.006594505464182,0.515549007,-0.654082724,6.896375858,7.560423266,7.999999992,1
2695,train,0,1,-0.34812414950467047,-2.346817037801199,-1.9986928882965287,-2.6949411873058695,-0.46021604500647995,-0.34812414950467047,-2.346817037801199,-12.196826878598488,-1.9382613332520673,-0.4419731873684618,-11.890957193312996,0.489957326,-0.674740942,6.799999999,7.683749084,7.999999996,1
2696,train,0,1,-0.8661694830313513,0.24555034340108906,1.1117198264324404,-0.6206191396302623,0.25598294999292653,-0.8661694830313513,0.24555034340108906,-9.028885210888163,0.2691876975318167,-0.25791912897121816,-11.897674820049158,0.463647609,-0.694738276,6.708203932,7.810249675,7.999999998,1
2697,train,0,1,0.10210459005040153,2.059602013445749,1.9574974233953473,2.1617066034961505,0.45073043866843804,0.10210459005040153,2.059602013445749,-6.726778544690985,1.896901498563805,-0.16967157862635643,-11.951793212788376,0.43662716,-0.714090699,6.621178143,7.939773299,8.000000005,1
2698,train,0,1,0.8401508584205257,3.0624634027573476,2.222312544336822,3.9026142611778734,0.5117063736563636,0.8401508584205257,3.0624634027573476,-4.850155162867205,3.1836097522138167,-0.15418234492452793,-12.069083998234198,0.408907829,-0.732815102,6.53911309,8.07217443,8.000000003,1
2699,train,0,1,-3.0629415091595997,4.307074838749059,7.370016347908658,1.244133329589459,1.6970089777816897,-3.0629415091595997,4.307074838749059,-3.2250893542746146,4.242727078573847,-0.19991171347101322,-12.204035087421754,0.380506377,-0.750929062,6.462197768,8.207313808,7.999999994,1
2700,train,0,1,2.036971540723065,5.079444749161546,3.042473208438481,7.116416289884611,0.7005553455584212,2.036971540723065,5.079444749161546,-1.7716986481256358,5.12386316713028,-0.2904674397532292,-12.365720064370628,0.351444794,-0.768450634,6.390618123,8.345058421,8.000000004,1
2701,train,0,1,-15.96879478824182,5.9115969597163955,21.880391747958214,-10.057197828525425,5.038146386771852,-15.96879478824182,5.9115969597163955,-0.45890694627459794,5.861302674839966,-0.4218303811302337,-12.533658010624212,0.321750554,-0.785398163,6.32455532,8.485281371,7.999999993,1
2702,train,0,1,2.9487079130658405,6.420983318305485,3.4722754052396443,9.369691231371325,0.7995209586874663,2.9487079130658405,6.420983318305485,0.7389423147919507,6.473027551677052,-0.5821187974877657,-12.724587429714436,0.291456794,-0.801790138,6.264183904,8.627861847,8.000000001,1
2703,train,0,1,2.537127618724261,6.97986430418667,4.442736685462409,9.51699192291093,1.0229779264043517,2.537127618724261,6.97986430418667,1.8349590275229077,6.9722254050371815,-0.7693688870230752,-12.915790998652872,0.260602392,-0.817645046,6.209669879,8.772684881,8.000000004,1
2704,train,0,1,0.51762808000766,7.405622611689665,6.887994531682005,7.9232506916973255,1.5860193529275488,0.51762808000766,7.405622611689665,2.8371722828073214,7.36703507671791,-0.9762012184610036,-13.115801779972893,0.229231933,-0.832981267,6.16116872,8.919641252,8.000000003,1
2705,train,0,1,3.0662743666734644,7.688483169588823,4.622208802915358,10.754757536262288,1.0643029086298754,3.0662743666734644,7.688483169588823,3.7506817680647018,7.662423679455451,-1.1998429916914528,-13.316140833099999,0.19739556,-0.847816973,6.118823416,9.068627235,7.999999995,1
2706,train,0,1,4.511105281975317,7.879776357904699,3.3686710759293828,12.390881639880016,0.775665180263521,4.511105281975317,7.879776357904699,4.577915480316513,7.86019672682655,-1.437624603619401,-13.5261702988538,0.165148677,-0.862170055,6.08276253,9.219544461,8.000000002,1
2707,train,0,1,5.084423126199478,7.9887629566275695,2.904339830428092,13.073186082827046,0.6687489598532579,5.084423126199478,7.9887629566275695,5.319644167213852,7.962564743106232,-1.6847127116774872,-13.736596326249577,0.132551532,-0.876058051,6.05309838,9.372299616,8.000000004,1
2708,train,0,1,5.2832190076327645,7.994407702978572,2.7111886953458075,13.277626710611337,0.6242742674197231,5.2832190076327645,7.994407702978572,5.974904928707513,7.971698655383487,-1.9455691568573847,-13.946949538588907,0.099668652,-0.889498102,6.029925372,9.526804297,8.000000005,1
2709,train,0,1,6.301568395316707,7.869215584507073,1.5676471891903656,14.17078397982378,0.3609641048903752,6.301568395316707,7.869215584507073,6.542931405520729,7.888708787354126,-2.212079144650044,-14.156687756324693,0.066568164,-0.902506908,6.013318551,9.68297475,8.000000002,1
2710,train,0,1,7.481892678458046,7.717248755045988,0.23535607658794166,15.199141433504035,0.05419273934969588,7.481892678458046,7.717248755045988,7.023059174128463,7.714529830853639,-2.4834682468346605,-14.365189146055892,0.033320996,-0.915100701,6.003332408,9.840731686,8.000000008,1
2711,train,0,1,6.983613920937363,7.447586413800364,0.46397249286300113,14.431200334737728,0.10683361456256356,6.983613920937363,7.447586413800364,7.414354920714551,7.450071426047021,-2.759478906623398,-14.58420756053419,0.0,-0.927295218,6.0,10.0,8.0,1
2712,train,0,1,8.056987263050601,7.116480710097103,-0.9405065529534982,15.173467973147705,-0.216559636869394,8.056987263050601,7.116480710097103,7.715904202586646,7.096285299746887,-3.0401427414802744,-14.801720062242813,-0.033320996,-0.939105692,6.003332408,10.16070863,7.999999991,1
2713,train,0,1,7.87783418501523,6.630692790649478,-1.2471413943657517,14.508526975664708,-0.2871649183522388,7.87783418501523,6.630692790649478,7.926902693646251,6.654190618539536,-3.3222401482385058,-15.00312917381596,-0.066568164,-0.950546841,6.013318551,10.32279032,7.999999999,1
2714,train,0,1,7.7409290194266855,6.094719998945585,-1.6462090204811002,13.835649018372271,-0.3790536350512109,7.7409290194266855,6.094719998945585,8.046676276185194,6.124830301083217,-3.6057029147397115,-15.228787452803376,-0.099668652,-0.961632861,6.029925372,10.48618138,8.0,1
2715,train,0,1,7.821607661846745,5.480382778199541,-2.341224883647204,13.301990440046286,-0.539086951643277,7.821607661846745,5.480382778199541,8.074654136078758,5.508981178768479,-3.8907274279717297,-15.436339668709568,-0.132551532,-0.972377433,6.05309838,10.65082156,7.999999996,1
2716,train,0,1,7.7524895585532905,4.76879430143983,-2.9836952571134603,12.52128385999312,-0.687021222106649,7.7524895585532905,4.76879430143983,8.010272956072184,4.80751651215365,-4.174991523399724,-15.638373529592439,-0.165148677,-0.982793723,6.08276253,10.81665382,7.999999996,1
2717,train,0,1,7.635599840505018,3.997344492522225,-3.638255347982793,11.632944333027243,-0.8377392528771044,7.635599840505018,3.997344492522225,7.852107792880009,4.022044474461812,-4.45947170724682,-15.85026652029182,-0.19739556,-0.99289439,6.118823416,10.98362418,8.000000005,1
2718,train,0,1,7.742774172898159,3.202073739569759,-4.5407004333284,10.944847912467917,-1.0455349129533578,7.742774172898159,3.202073739569759,7.598973181289903,3.1526314977779486,-4.7427899810198175,-16.05548319173784,-0.229231933,-1.002691594,6.16116872,11.15168148,7.999999993,1
2719,train,0,1,7.325279682487339,2.1595305904268165,-5.165749092060523,9.484810272914155,-1.1894576853526084,7.325279682487339,2.1595305904268165,7.25066548671649,2.198217779243664,-5.024801679521577,-16.270879970298935,-0.260602392,-1.012197011,6.209669879,11.32077735,7.999999988,1
2720,train,0,1,6.694750391117308,1.207683331735083,-5.487067059382225,7.9024337228523915,-1.2634438815192186,6.694750391117308,1.207683331735083,6.804474726114979,1.155905436528749,-5.304931458710702,-16.478174818886377,-0.291456794,-1.021421842,6.264183904,11.49086594,8.000000005,1
2721,train,0,1,6.2521004007046175,-0.07312635828761731,-6.325226758992235,6.178974042417,-1.4564372845062563,6.2521004007046175,-0.07312635828761731,6.255660583922792,0.02056718138129923,-5.583394208103783,-16.675615400843945,-0.321750554,-1.030376827,6.32455532,11.6619038,8.000000014,1
2722,train,0,1,5.875796468357498,-1.185126313200512,-7.06092278155801,4.690670155156986,-1.6258375539597527,5.875796468357498,-1.185126313200512,5.595556977772734,-1.2151612075151854,-5.859245647577433,-16.882461389442454,-0.351444794,-1.03907226,6.390618123,11.83384976,8.000000008,1
2723,train,0,1,4.764543904926625,-2.418582630513108,-7.183126535439733,2.3459612744135168,-1.6539760081593495,4.764543904926625,-2.418582630513108,4.814784599021771,-2.5668939789610086,-6.133387616982059,-17.07743928643524,-0.380506377,-1.047518005,6.462197768,12.00666482,8.000000007,1
2724,train,0,1,3.5605876284115685,-3.8577582920069853,-7.418345920418554,-0.2971706635954168,-1.7081372731028954,3.5605876284115685,-3.8577582920069853,3.8950647326204613,-4.049007768651281,-6.40354207325457,-17.28158393463501,-0.408907829,-1.05572351,6.53911309,12.18031199,8.000000007,1
2725,train,0,1,2.355233969423525,-5.434138384027394,-7.7893723534509185,-3.0789044146038687,-1.7935692664836034,2.355233969423525,-5.434138384027394,2.8145972148501066,-5.703171480848244,-6.671678236080467,-17.47146969020107,-0.43662716,-1.063697822,6.621178143,12.35475616,7.999999988,1
2726,train,0,1,1.108471806914674,-7.213927123583851,-8.322398930498524,-6.105455316669177,-1.9163031715315493,1.108471806914674,-7.213927123583851,1.5284797886265782,-7.607580968686253,-6.9363931713894855,-17.670038896078463,-0.463647609,-1.071449605,6.708203932,12.52996408,7.999999994,1
