sample_id,split,domain_id,is_labeled,c1_rel_db,c2_rel_db,delta_rel_db,sum_rel_db,log_ratio,c1_dbm,c2_dbm,rss_a_p1_rel_db,rss_b_p1_rel_db,rss_a_p2_rel_db,rss_b_p2_rel_db,theta1_rad,theta2_rad,d1_m,d2_m,room_dim_m,mask_4rss_is_gt
2225,train,0,1,-29.668690898746398,-27.974708164986577,1.693982733759821,-57.64339906373297,0.3900539390544663,-59.6686908987464,-57.97470816498658,-40.26410376572743,-28.161279726053436,-29.605696198737164,-41.681302257194986,0.785398163,-0.885066816,5.091168823,5.685068162,7.999999998,1
2226,train,0,1,-29.717810427998785,-28.01586241083043,1.7019480171683554,-57.733672838829214,0.391888013338263,-59.717810427998785,-58.01586241083043,-39.860132068802976,-27.90307818727175,-30.04712819069114,-42.04119982655925,0.756834506,-0.906750164,4.951767363,5.841232747,8.000000003,1
2227,train,0,1,-31.086978721482822,-27.790534347230643,3.2964443742521787,-58.87751306871347,0.7590343676037152,-61.08697872148282,-57.79053434723065,-39.501658714924126,-27.768136008973137,-30.504324081044132,-42.39577516576788,0.726642341,-0.927295218,4.816637833,6.0,8.000000002,1
2228,train,0,1,-30.70174560591137,-27.66597722188105,3.0357683840303196,-58.36772282779242,0.6990115026850837,-60.70174560591137,-57.66597722188105,-39.228902041050155,-27.80081106724577,-30.970777916560294,-42.74905478918531,0.694738276,-0.946773274,4.686149805,6.161168722,8.000000001,1
2229,train,0,1,-30.814486127263507,-28.10518669860528,2.709299428658227,-58.91967282586879,0.6238392476885715,-60.81448612726351,-58.10518669860528,-39.10890057196359,-28.092291859982073,-31.44423911270131,-43.1069114087638,0.661043169,-0.965251663,4.560701701,6.324555319,7.999999999,1
2230,train,0,1,-31.917701157527038,-28.957563940204352,2.9601372173226856,-60.875265097731386,0.6815967829824089,-61.917701157527034,-58.95756394020435,-39.2773171604911,-28.821588596498792,-31.91843739469141,-43.458234581220395,0.62548504,-0.982793723,4.440720661,6.489992293,7.999999995,1
2231,train,0,1,-32.89689657999026,-30.64308878102748,2.2538077989627823,-63.53998536101774,0.5189584240365421,-62.89689657999026,-60.64308878102748,-40.06123085058789,-30.438728871154865,-32.392112351109546,-43.79863945026243,0.588002604,-0.999458847,4.326661532,6.657326791,8.000000003,1
2232,train,0,1,-33.188673498188535,-34.808075118409214,-1.6194016202206782,-67.99674861659776,-0.37288100302905364,-63.188673498188535,-64.80807511840922,-42.74905478918531,-34.49566170284959,-32.86252484375027,-44.14539270491499,0.548549402,-1.015302592,4.219004621,6.826419272,8.000000004,1
2233,train,0,1,-33.24724044520936,-31.12072840980828,2.1265120354010776,-64.36796885501764,0.48964749127869445,-63.24724044520936,-61.12072840980828,-44.461169733561256,-31.307131166356953,-33.32786208406439,-44.48550002027125,0.507098504,-1.030376827,4.118252055,6.997142279,8.000000004,1
2234,train,0,1,-36.08514429383669,-27.328853205108764,8.756291088727927,-63.413997498945456,2.0162105330821527,-66.08514429383669,-57.328853205108764,-37.16814146092099,-27.273011021340984,-33.78715677535408,-44.81486060122113,0.463647609,-1.044729908,4.024922359,7.169379334,8.000000003,1
2235,train,0,1,-31.645992661915265,-24.817327567996152,6.828665093919113,-56.46332022991142,1.572358245030694,-61.645992661915265,-54.81732756799615,-33.467537090784916,-24.831913115194403,-34.23881037850669,-45.142785735184205,0.41822433,-1.058406866,3.939543121,7.343023894,7.999999994,1
2236,train,0,1,-31.210228936192564,-23.128203984011712,8.082024952180852,-54.338432920204276,1.8609550176097547,-61.210228936192564,-53.12820398401171,-30.702981086739292,-23.108946586280837,-34.682822866556634,-45.46681659952962,0.370891289,-1.071449605,3.862641583,7.51797845,7.999999999,1
2237,train,0,1,-27.569795716187,-21.82038261510359,5.749413101083409,-49.390178331290585,1.3238512900019321,-57.569795716187,-51.82038261510359,-28.408564805512547,-21.831811079285703,-35.119416689270786,-45.78396073130169,0.321750554,-1.083897095,3.794733192,7.694153625,7.999999999,1
2238,train,0,1,-26.08838271499678,-20.888542745722273,5.199839969274507,-46.97692546071905,1.1973073999206094,-56.08838271499678,-50.888542745722276,-26.449325606177993,-20.900524265265673,-35.54400466584648,-46.0906489289662,0.27094685,-1.095785571,3.736308338,7.871467469,8.000000007,1
2239,train,0,1,-24.474702449267205,-20.259108791302292,4.215593657964913,-44.733811240569494,0.9706763114950254,-54.474702449267205,-50.259108791302296,-24.753009511857282,-20.26295010791243,-35.96076861974233,-46.38272163982407,0.218668946,-1.107148718,3.687817783,8.049844722,8.000000004,1
2240,train,0,1,-23.19744734211147,-19.911609893815175,3.285837448296295,-43.10905723592664,0.7565920326448643,-53.197447342111474,-49.911609893815175,-23.30893714962889,-19.90254419385037,-36.369674658000896,-46.67561540084395,0.165148677,-1.118017855,3.649657518,8.229216245,7.999999999,1
2241,train,0,1,-22.205947269746993,-19.79615718587468,2.4097900838723127,-42.00210445562168,0.5548746724369255,-52.20594726974699,-49.79615718587468,-22.099411926376295,-19.80395496285129,-36.76477710367246,-46.96803942579511,0.110657221,-1.128422104,3.622154055,8.40951842,8.000000003,1
2242,train,0,1,-21.16501583602671,-19.959633329020544,1.205382507006167,-41.12464916504726,0.2775495791988188,-51.16501583602671,-49.95963332902055,-21.13550506559558,-19.96287365916532,-37.15280584492603,-47.23538195826756,0.055498505,-1.138388551,3.605551275,8.590692634,7.999999995,1
2243,train,0,1,-20.381830952243767,-20.371001262653706,0.01082968959006081,-40.752832214897474,0.002493628181182724,-50.38183095224377,-50.37100126265371,-20.413964635366536,-20.373315919493372,-37.53004382388997,-47.495799976911066,0.0,-1.147942401,3.6,8.772684886,8.000000007,1
2244,train,0,1,-19.965194770173035,-21.022676462857426,-1.0574816926843909,-40.98787123303046,-0.24349415816891853,-49.965194770173035,-51.022676462857426,-19.94185245765849,-21.031876172249913,-37.89831355021111,-47.77283528852416,-0.055498505,-1.157107114,3.605551275,8.955445281,8.000000012,1
2245,train,0,1,-19.758640431776424,-21.94096162215008,-2.1823211903736563,-41.699602053926505,-0.5024980241079404,-49.75864043177643,-51.940961622150084,-19.721580224563922,-21.931507784149055,-38.254459654791695,-48.01342913045577,-0.110657221,-1.165904541,3.622154055,9.138927737,8.000000012,1
2246,train,0,1,-19.742138494650007,-23.06182157654485,-3.319683081894844,-42.80396007119486,-0.7643852777835599,-49.74213849465001,-53.06182157654485,-19.7576176180214,-23.07377068813304,-38.60268850681142,-48.26813731587726,-0.165148677,-1.174355044,3.649657518,9.323089626,8.000000012,1
2247,train,0,1,-19.995509979717536,-24.431254518904197,-4.435744539186661,-44.426764498621736,-1.0213679252260943,-49.99550997971754,-54.4312545189042,-20.05100262819472,-24.446646392541,-38.94115291330767,-48.5078088734462,-0.218668946,-1.182477609,3.687817783,9.507891468,8.000000009,1
2248,train,0,1,-20.553935222193417,-26.038151296282738,-5.484216074089321,-46.59208651847615,-1.2627874178956404,-50.55393522219342,-56.038151296282734,-20.611988751387894,-26.061597386572203,-39.27180487575332,-48.728952016351926,-0.27094685,-1.19028995,3.736308338,9.693296661,8.00000001,1
2249,train,0,1,-21.41378237528095,-27.923010182761786,-6.509227807480837,-49.33679255804273,-1.498805091640769,-51.413782375280945,-57.923010182761786,-21.446591415487333,-27.91955763776621,-39.5883636686944,-48.961962790440424,-0.321750554,-1.197808605,3.794733192,9.879271228,8.000000001,1
2250,train,0,1,-22.66369539571539,-30.075825794827242,-7.412130399111852,-52.73952119054263,-1.7067060964322955,-52.66369539571539,-60.07582579482724,-22.587384621059265,-30.067807504839745,-39.90022490969075,-49.1721462968355,-0.370891289,-1.205049026,3.862641583,10.06578364,8.000000014,1
2251,train,0,1,-24.011368616441978,-32.63481593630689,-8.623447319864916,-56.64618455274887,-1.9856221248940402,-54.01136861644198,-62.63481593630689,-24.086550851181663,-32.576331326720926,-40.19996628416254,-49.35542010773082,-0.41822433,-1.212025657,3.939543121,10.25280451,8.000000015,1
2252,train,0,1,-25.968291859722306,-35.57336831201785,-9.605076452295542,-61.541660171740155,-2.2116505856123854,-55.96829185972231,-65.57336831201785,-26.069738462110802,-35.66862472635726,-40.49148541111453,-49.586073148417746,-0.463647609,-1.218752012,4.024922359,10.4403065,7.99999999,1
2253,train,0,1,-28.767741283944922,-39.56987656667325,-10.80213528272833,-68.33761785061817,-2.4872835674515277,-58.76774128394492,-69.56987656667326,-28.758327122905925,-39.93953479121046,-40.77793722560983,-49.7469413473523,-0.507098504,-1.225240746,4.118252055,10.6282642,7.999999997,1
2254,train,0,1,-31.875017599532963,-43.09803919971486,-11.223021600181898,-74.97305679924783,-2.584196223492902,-61.87501759953297,-73.09803919971486,-31.70683359374959,-44.10050398674293,-41.05130343254747,-49.95678626217358,-0.548549402,-1.231503712,4.219004621,10.81665382,7.999999995,1
2255,train,0,1,-30.888029601769155,-40.90443970758825,-10.016410105819098,-71.79246930935741,-2.3063636594973955,-60.888029601769155,-70.90443970758825,-30.898250609726286,-41.331221856625014,-41.31943638176958,-50.127807700919945,-0.588002604,-1.237552026,4.326661532,11.0054532,8.000000005,1
2256,train,0,1,-29.07764436274973,-40.55024091587952,-11.47259655312979,-69.62788527862925,-2.6416629801171525,-59.07764436274973,-70.55024091587953,-29.3218103074831,-40.12333735073725,-41.580151954098866,-50.29653123769907,-0.62548504,-1.243396115,4.440720661,11.19464158,8.000000006,1
2257,train,0,1,-28.66488235883168,-39.37884521783151,-10.713962858999832,-68.04372757666319,-2.466981116602488,-58.664882358831676,-69.37884521783151,-28.46097371323436,-39.721735418614756,-41.83096160624339,-50.467236633326955,-0.661043169,-1.249045772,4.560701701,11.38419956,7.999999982,1
2258,train,0,1,-27.899646800449126,-40.008694587126286,-12.10904778667716,-67.9083413875754,-2.7882112923955367,-57.899646800449126,-70.00869458712629,-28.058207352323564,-39.68220019422602,-42.07608310501746,-50.62983892535186,-0.694738276,-1.254510199,4.686149805,11.57410904,8.000000004,1
2259,train,0,1,-27.945798961909702,-39.8712482889113,-11.925449327001601,-67.817047250821,-2.745936184760977,-57.9457989619097,-69.8712482889113,-27.935495057942358,-39.822239843702185,-42.31361898752385,-50.783135245163976,-0.726642341,-1.259798046,4.816637833,11.76435293,7.999999992,1
2260,train,0,1,-28.148685367942047,-39.75690877279057,-11.60822340484852,-67.90559414073262,-2.6728922168148785,-58.14868536794205,-69.75690877279057,-27.994047385784345,-40.05682847330363,-42.541448048262716,-50.9366495819491,-0.756834506,-1.264917455,4.951767363,11.95491529,7.99999998,1
2261,train,0,1,-28.294757331987,-39.99648363863076,-11.701726306643756,-68.29124097061776,-2.694422055597419,-58.294757331987,-69.99648363863076,-28.184974099162492,-40.34328028779893,-42.76544327964814,-51.07905397309519,-0.785398163,-1.269876092,5.091168823,12.14578114,7.999999981,1
2262,train,0,1,-28.52837714676717,-40.315170514460654,-11.786793367693484,-68.84354766122783,-2.71400947026521,-58.52837714676717,-70.31517051446065,-28.45985253814128,-40.66006836168758,-42.97569463554475,-51.22628654130226,-0.812418613,-1.274681181,5.234500934,12.33693641,7.999999996,1
2263,train,0,1,-28.833032812419212,-28.558668485244144,0.27436432717506776,-57.39170129766336,0.06317472098026462,-58.83303281241921,-58.55866848524414,-40.49635145623877,-28.399188149466195,-29.00151611388217,-41.191864077192086,0.785398163,-0.835356559,5.374011535,5.663920903,7.999999996,1
2264,train,0,1,-29.69798732684429,-28.286000479309546,1.4119868475347452,-57.983987806153834,0.325121986663716,-59.69798732684429,-58.28600047930955,-40.10995384301463,-28.15252370003435,-29.361305789246146,-41.51195298948196,0.758377714,-0.858438729,5.23450093,5.813776744,8.000000001,1
2265,train,0,1,-29.945955316937365,-27.89064326977144,2.0553120471659234,-57.8365985867088,0.4732530881255327,-59.945955316937365,-57.890643269771445,-39.76801058623545,-28.012203383581983,-29.753431932471422,-41.84422251675733,0.729899658,-0.88034987,5.099019513,5.966573558,8.000000002,1
2266,train,0,1,-29.798720890062192,-27.86222806314634,1.9364928269158526,-57.66094895320853,0.44589395159463346,-59.79872089006219,-57.86222806314634,-39.496279783485015,-28.012937141158055,-30.169102603127595,-42.17527375833714,0.69989287,-0.901157381,4.967896941,6.122091145,8.000000001,1
2267,train,0,1,-30.075428063761876,-28.185208579968123,1.8902194837937536,-58.260636643729995,0.4352391205870397,-60.075428063761876,-58.18520857996812,-39.348237727672014,-28.226407168283664,-30.598851242714098,-42.51037138743839,0.668289419,-0.920925877,4.841487375,6.280127384,7.999999997,1
2268,train,0,1,-30.675292794537157,-28.828341412987392,1.846951381549765,-59.50363420752455,0.42527627186412437,-60.67529279453716,-58.82834141298739,-39.425583268757286,-28.784355601280115,-31.03879607517478,-42.848326421515424,0.635026735,-0.939716939,4.720169487,6.440496872,7.999999994,1
2269,train,0,1,-31.245035021688654,-30.03703339317884,1.2080016285098125,-61.282068414867496,0.2781526542119223,-61.24503502168865,-60.037033393178845,-39.95046993790528,-29.980712445291367,-31.485025493058863,-43.187587626244124,0.600050213,-0.957588978,4.604345772,6.603029608,7.999999998,1
2270,train,0,1,-31.654597705092623,-32.56679202315467,-0.9121943180620455,-64.22138972824729,-0.2100405038683529,-61.65459770509263,-62.56679202315467,-41.59266765388193,-32.723944981653325,-31.933974731124554,-43.516399890190684,0.563316261,-0.974597185,4.494441009,6.767569721,7.999999991,1
2271,train,0,1,-32.33231088177008,-34.43892975735081,-2.106618875580736,-66.77124063912089,-0.4850669219532072,-62.33231088177008,-64.43892975735082,-51.67491087293763,-34.38178571094102,-32.38315675186785,-43.85102783966865,0.524795772,-0.990793553,4.390899681,6.933974334,8.000000007,1
2272,train,0,1,-32.85899185519891,-29.219207254321145,3.639784600877764,-62.07819910952006,0.8380913763690419,-62.85899185519891,-59.21920725432115,-39.85051258124245,-29.145691997656236,-32.830505915219945,-44.17936637088292,0.484477929,-1.006226933,4.294182111,7.10211236,7.999999998,1
2273,train,0,1,-31.394721434128297,-26.203345025289252,5.191376408839044,-57.59806645941755,1.1953585931113746,-61.3947214341283,-56.20334502528925,-35.441429666106345,-26.258903714074076,-33.274209886435386,-44.50996737974212,0.442374223,-1.020943144,4.204759208,7.271863584,7.999999999,1
2274,train,0,1,-34.99940628246706,-24.31770341132333,10.681702871143735,-59.31710969379039,2.459552979888726,-64.99940628246706,-54.31770341132333,-32.431889922467185,-24.293510678409437,-33.71325040737362,-44.82804102050026,0.398522446,-1.034985089,4.123105626,7.443117628,8.000000003,1
2275,train,0,1,-29.58125120940928,-22.856232920376623,6.725018289032658,-52.4374841297859,1.5484926862438928,-59.58125120940928,-52.85623292037663,-30.0208832348778,-22.84200655639705,-34.1468368331388,-45.142785735184205,0.352990388,-1.048392895,4.049691347,7.615773105,8.0,1
2276,train,0,1,-27.130109816150988,-21.744952749044813,5.385157067106174,-48.875062565195805,1.239978238615021,-57.13010981615099,-51.74495274904481,-27.974890697005357,-21.749922787828638,-34.5724675405302,-45.4515513999149,0.305878871,-1.061204062,3.984971769,7.789736838,7.999999999,1
2277,train,0,1,-25.65463030557669,-20.94608714426304,4.708543161313649,-46.60071744983973,1.0841821292959863,-55.65463030557669,-50.94608714426304,-26.192478557702394,-20.94677191708851,-34.99146288538741,-45.75118363368933,0.257323715,-1.07345361,3.929376541,7.964923094,7.999999993,1
2278,train,0,1,-24.430434137409623,-20.417201493633765,4.013232643775858,-44.84763563104339,0.9240809660275372,-54.43043413740962,-50.41720149363377,-24.648920460593455,-20.405695872936196,-35.403994626427604,-46.05548319173784,0.207496226,-1.085174233,3.883297567,8.141252967,7.999999989,1
2279,train,0,1,-23.574606965321223,-20.099709458381664,3.474897506939559,-43.67431642370289,0.8001247199161201,-53.57460696532122,-50.09970945838167,-23.32332941347698,-20.106813359298986,-35.80546540046641,-46.34512015109101,0.156601877,-1.096396444,3.847076812,8.318653737,8.0,1
2280,train,0,1,-22.04287895987229,-20.05277123370366,1.990107726168631,-42.09565019357595,0.45823923837281705,-52.04287895987229,-50.05277123370366,-22.211969286995952,-20.04329273671118,-36.19989665949753,-46.61543506395395,0.104876939,-1.107148718,3.820994635,8.497058318,8.000000005,1
2281,train,0,1,-21.315206131142652,-20.212273557912994,1.1029325732296584,-41.527479689055646,0.253959610169618,-51.31520613114265,-50.212273557912994,-21.31779720005829,-20.209861727640195,-36.58735665144319,-46.903698325741004,0.052583062,-1.117457631,3.805259518,8.676404786,8.000000002,1
2282,train,0,1,-20.67825372394633,-20.606249870508012,0.07200385343831783,-41.28450359445434,0.016579499956519538,-50.67825372394633,-50.60624987050801,-20.64258822286736,-20.60259014295754,-36.96244689529329,-47.166987712964506,0.0,-1.12734799,3.8,8.856635923,7.999999992,1
2283,train,0,1,-20.145767146472377,-21.2282902875706,-1.0825231410982248,-41.37405743404298,-0.24926016475138593,-50.14576714647238,-51.2282902875706,-20.191434757438543,-21.21826296564208,-37.33164099303407,-47.42321425130815,-0.052583062,-1.136842957,3.805259518,9.037698814,7.99999999,1
2284,train,0,1,-19.94361702667583,-22.039823504877347,-2.096206478201516,-41.98344053155318,-0.482669378854436,-49.94361702667583,-52.03982350487735,-19.966764128786394,-22.051611042922225,-37.68976657149619,-47.695510786217255,-0.104876939,-1.145964164,3.820994635,9.21954446,8.000000002,1
2285,train,0,1,-19.963371027955244,-23.109750793113946,-3.146379765158702,-43.07312182106919,-0.7244807144152541,-49.96337102795525,-53.109750793113946,-19.971284912774024,-23.09994076220699,-38.04238679963939,-47.9317412396815,-0.156601877,-1.154731821,3.847076812,9.402127417,7.999999998,1
2286,train,0,1,-20.272413612060802,-24.37683101281085,-4.104417400750048,-44.649244624871656,-0.945077032239243,-50.2724136120608,-54.376831012810854,-20.20785987737011,-24.358902361578888,-38.38102182288054,-48.181564120552274,-0.207496226,-1.163164821,3.883297567,9.585405566,7.999999994,1
2287,train,0,1,-20.74754863095619,-25.852420152600466,-5.104871521644277,-46.599968783556655,-1.175440106738794,-50.74754863095619,-55.852420152600466,-20.67893359140364,-25.828690668263405,-38.71523185619653,-48.416375079047505,-0.257323715,-1.171280833,3.929376541,9.769339798,8.000000005,1
2288,train,0,1,-21.43012180597681,-27.519222211020278,-6.089100405043467,-48.94934401699709,-1.4020671822397095,-51.43012180597681,-57.51922221102028,-21.39723637668812,-27.52214477760203,-39.03757576155979,-48.632794328435935,-0.305878871,-1.179096387,3.984971769,9.953893702,7.999999992,1
2289,train,0,1,-22.290888841647757,-29.428411226021268,-7.137522384373511,-51.719300067669025,-1.6434752643169763,-52.29088884164776,-59.42841122602127,-22.37590046826565,-29.449222615910557,-39.35568218989487,-48.86056647693163,-0.352990388,-1.186626962,4.049691347,10.13903347,7.999999984,1
2290,train,0,1,-23.760061196097816,-31.660666407708426,-7.9006052116106105,-55.42072760380624,-1.8191815785885657,-53.760061196097816,-61.660666407708426,-23.655879292876072,-31.672593125385365,-39.66049780617577,-49.065783148377655,-0.398522446,-1.193887056,4.123105626,10.32472759,7.999999988,1
2291,train,0,1,-25.305822868504993,-34.453969813346035,-9.148146944841042,-59.759792681851025,-2.1064386783710005,-55.30582286850499,-64.45396981334603,-25.31560059517119,-34.314662263131545,-39.95837753344704,-49.28117992693875,-0.442374223,-1.200890259,4.204759208,10.51094667,7.999999994,1
2292,train,0,1,-27.301917892311828,-37.92484117198659,-10.622923279674765,-65.22675906429842,-2.446018478779853,-57.30191789231183,-67.9248411719866,-27.501085481547314,-37.67059767346269,-40.25028005701931,-49.4692155651658,-0.484477929,-1.207649317,4.294182111,10.6976633,8.000000004,1
2293,train,0,1,-29.99490437333039,-43.21481620959886,-13.21991183626847,-73.20972058292925,-3.0439971924887312,-59.994904373330385,-73.21481620959887,-30.390789883744027,-42.52588192113577,-40.53056729302175,-49.665762445130504,-0.524795772,-1.214176191,4.390899681,10.88485186,7.999999999,1
2294,train,0,1,-31.56133377950077,-43.72634143407267,-12.165007654571902,-75.28767521357344,-2.8010965281575717,-61.56133377950077,-73.72634143407268,-32.10668937898705,-43.27902142064283,-40.80921907623926,-49.87162775294828,-0.563316261,-1.220482115,4.494441009,11.07248844,8.000000015,1
2295,train,0,1,-30.376472407715887,-41.52427340857888,-11.14780100086299,-71.90074581629477,-2.566876040425123,-60.37647240771589,-71.52427340857888,-30.52177743696219,-41.05683937315562,-41.073489661227,-50.03050751504618,-0.600050213,-1.226577644,4.604345772,11.26055061,8.000000005,1
2296,train,0,1,-29.505362051877597,-39.78715580175442,-10.281793749876826,-69.29251785363202,-2.3674705017705726,-59.5053620518776,-69.78715580175442,-29.248104749830066,-40.19996628416254,-41.331221856625014,-50.209070993616734,-0.635026735,-1.232472704,4.720169487,11.44901742,7.999999996,1
2297,train,0,1,-28.36891125331316,-40.31050319018657,-11.941591936873412,-68.67941444349974,-2.7496531580462613,-58.36891125331316,-70.31050319018658,-28.567968380296204,-39.92516804128502,-41.58640529545145,-50.3810452633215,-0.668289419,-1.238176635,4.841487375,11.63786921,7.999999988,1
2298,train,0,1,-28.346360589909473,-39.78463404244698,-11.438273452537508,-68.13099463235645,-2.63375979414024,-58.34636058990947,-69.78463404244698,-28.25387567591964,-39.92884072211196,-41.83096160624339,-50.54039296422431,-0.69989287,-1.24369823,4.967896941,11.82708756,8.000000005,1
2299,train,0,1,-28.297048334805513,-39.74628585798134,-11.449237523175828,-68.04333419278686,-2.636284364701273,-58.29704833480551,-69.74628585798135,-28.170250070655875,-40.0788851221305,-42.0690839982342,-50.70070439915412,-0.729899658,-1.249045772,5.099019513,12.01665509,7.999999982,1
2300,train,0,1,-28.162007822067466,-40.27334407733889,-12.111336255271425,-68.43535189940636,-2.788738231762631,-58.162007822067466,-70.27334407733889,-28.239130839108526,-40.30584087646019,-42.29884705212898,-50.851281824599496,-0.758377714,-1.254227073,5.23450093,12.20655561,7.999999996,1
2301,train,0,1,-28.26781379311241,-40.7727454200674,-12.504931626954992,-69.04055921317982,-2.8793669153136334,-58.26781379311241,-70.7727454200674,-28.422205775647235,-40.57495893831919,-42.52588192113577,-51.001794975729034,-0.785398163,-1.2592495,5.374011535,12.39677378,8.000000009,1
2302,train,0,1,-28.59703813606029,-28.30607449287493,0.2909636431853606,-56.90311262893522,0.06699685474018541,-58.59703813606029,-58.30607449287493,-40.34798298974088,-28.38843206086894,-28.89129940436782,-41.07905397309519,0.759762755,-0.809783573,5.51724569,5.800000003,8.000000005,1
2303,train,0,1,-28.968040324383324,-28.30422837641178,0.6638119479715456,-57.2722687007951,0.1528483495950621,-58.968040324383324,-58.30422837641178,-40.01740661576301,-28.243406443509027,-29.193919096626573,-41.37868620686963,0.732815102,-0.832981267,5.38144962,5.946427501,8.000000004,1
2304,train,0,1,-29.470126526116918,-28.360420557504938,1.10970596861198,-57.83054708362185,0.2555192420932459,-59.470126526116914,-58.36042055750494,-39.74870346542134,-28.218124023727874,-29.532547883782883,-41.681302257194986,0.704494064,-0.855052737,5.249761898,6.095900261,7.999999997,1
2305,train,0,1,-29.99359020297299,-28.554640867103906,1.4389493358690828,-58.548231070076895,0.33133032903458415,-59.99359020297299,-58.554640867103906,-39.57845993124262,-28.385646124700052,-29.898485092309635,-41.999706407558655,0.674740942,-0.876058051,5.122499389,6.248199744,8.000000003,1
2306,train,0,1,-30.43514611809224,-28.997363182585424,1.4377829355068172,-59.432509300677665,0.3310617554259216,-60.43514611809224,-58.997363182585424,-39.60019090009399,-28.827963402017506,-30.289919559474185,-42.31361898752385,0.643501109,-0.896055385,5.000000001,6.403124241,8.000000006,1
2307,train,0,1,-30.703895160313763,-29.867708222487902,0.8361869378258611,-60.57160338280167,0.19253915779941655,-60.70389516031376,-59.867708222487906,-39.95566842025305,-29.746162964737696,-30.69483442021778,-42.62807357295263,0.610725964,-0.915100701,4.882622245,6.560487791,8.000000003,1
2308,train,0,1,-30.851413911304565,-31.536833039026305,-0.6854191277217403,-62.38824695033087,-0.15782358659450602,-60.85141391130456,-61.536833039026305,-41.04025267640935,-31.67127198821774,-31.111053240324953,-42.94992040666664,0.576375221,-0.933247529,4.770744178,6.72011905,8.000000006,1
2309,train,0,1,-31.332833057546374,-35.48046324247724,-4.147630184930868,-66.81329630002361,-0.9550271435073955,-61.332833057546374,-65.48046324247724,-44.68521082957744,-35.84285643210768,-31.53287527691973,-43.269790928711046,0.5404195,-0.950546841,4.664761515,6.881860215,8.0,1
2310,train,0,1,-31.832431571068284,-31.351413851266237,0.4810177198020469,-63.18384542233452,0.11075842310821797,-61.832431571068284,-61.35141385126624,-43.43901797987168,-31.329782314612213,-31.958932943845593,-43.585258894959004,0.502843211,-0.967046993,4.565084884,7.045565977,7.999999995,1
2311,train,0,1,-31.829948811911756,-27.747090727740208,4.082858084171548,-59.57703953965196,0.9401128161423634,-61.829948811911756,-57.74709072774021,-37.537575413458,-27.78933075745297,-32.38553307710283,-43.9040559077478,0.463647609,-0.982793723,4.472135955,7.211102548,7.999999997,1
