sample_id,split,domain_id,is_labeled,c1_rel_db,c2_rel_db,delta_rel_db,sum_rel_db,log_ratio,c1_dbm,c2_dbm,rss_a_p1_rel_db,rss_b_p1_rel_db,rss_a_p2_rel_db,rss_b_p2_rel_db,theta1_rad,theta2_rad,d1_m,d2_m,room_dim_m,mask_4rss_is_gt
99,train,1,1,-20.57126999392129,-31.15188782043798,-10.58061782651669,-51.72315781435927,-2.4362772882004387,-50.57126999392129,-61.15188782043798,,,,,-0.674740942,-1.511342667,0.640312424,8.414867795,8.0,0
100,train,1,1,-20.357040150766586,-33.43739806640537,-13.080357915638785,-53.79443821717196,-3.011863714757654,-50.357040150766586,-63.43739806640537,,,,,-0.876058051,-1.512722167,0.781024968,8.614522622,8.0,0
101,train,1,1,-23.61021015286483,-35.8361082386518,-12.225898085786973,-59.446318391516634,-2.8151170680797515,-53.61021015286483,-65.8361082386518,,,,,-1.012197011,-1.514039169,0.943398113,8.8141931,8.0,0
102,train,1,1,-26.8928460184849,-38.31299264729254,-11.42014662880764,-65.20583866577743,-2.629585938729868,-56.8928460184849,-68.31299264729253,,,,,-1.107148718,-1.515297822,1.118033989,9.013878189,8.0,0
103,train,1,1,-29.658474025543313,-39.7476788911714,-10.089204865628083,-69.40615291671472,-2.3231252723758224,-59.65847402554331,-69.7476788911714,,,,,-1.176005207,-1.516501915,1.3,9.213576938,8.0,0
104,train,1,1,-31.862202554514315,-41.518108830086014,-9.655906275571699,-73.38031138460033,-2.2233545849479053,-61.86220255451431,-71.51810883008602,,,,,-1.227772386,-1.517654918,1.486606875,9.41328848,8.0,0
105,train,1,1,-33.91926681525575,-43.151546383555875,-9.232279568300122,-77.07081319881163,-2.1258109308321367,-63.91926681525575,-73.15154638355588,,,,,-1.267911458,-1.518760012,1.676305461,9.613012015,8.0,0
106,train,1,1,-35.59202652989056,-43.75717904164332,-8.165152511752758,-79.34920557153387,-1.8800958455584784,-65.59202652989056,-73.75717904164333,,,,,-1.299849476,-1.51982012,1.868154169,9.812746812,8.0,0
107,train,1,1,-36.65847947007713,-43.990271043132516,-7.3317915730553835,-80.64875051320965,-1.6882073981056687,-66.65847947007714,-73.99027104313251,,,,,-1.325817664,-1.520837931,2.061552813,10.0124922,8.0,0
108,train,1,1,-37.35231746037229,-44.23658649794207,-6.88426903756978,-81.58890395831436,-1.585161526206865,-67.35231746037229,-74.23658649794207,,,,,-1.347319726,-1.521815926,2.256102835,10.21224755,8.0,0
109,train,1,1,-37.94920202207255,-44.64705879957229,-6.697856777499744,-82.59626082164485,-1.5422385170880049,-67.94920202207254,-74.64705879957229,,,,,-1.365400938,-1.522756394,2.451530134,10.41201229,8.0,0
110,train,1,1,-38.548844293004386,-45.19993057042849,-6.651086277424106,-83.74877486343289,-1.5314692114614006,-68.54884429300438,-75.19993057042849,,,,,-1.380808039,-1.523661453,2.647640459,10.6117859,8.0,0
111,train,1,1,-39.194131929581246,-45.78396073130169,-6.589828801720444,-84.97809266088294,-1.5173641564224312,-69.19413192958125,-75.78396073130169,,,,,-1.394087471,-1.524533064,2.844292531,10.81156788,8.0,0
112,train,1,1,-39.86156210797921,-46.43974142806877,-6.578179320089561,-86.30130353604798,-1.5146817641479935,-69.86156210797921,-76.43974142806877,,,,,-1.405647649,-1.525373047,3.041381265,11.01135777,8.0,0
113,train,1,1,-40.54039296422431,-47.09965388637482,-6.559260922150507,-87.64004685059913,-1.5103256420402136,-70.54039296422431,-77.09965388637482,,,,,-1.415799585,-1.526183092,3.238826948,11.21115516,8.0,0
114,train,1,1,-41.20904120499927,-47.644715530924515,-6.435674325925248,-88.85375673592378,-1.4818687766239973,-71.20904120499927,-77.64471553092451,,,,,-1.424784069,-1.526964769,3.436568055,11.41095964,8.0,0
115,train,1,1,-41.837587000082166,-48.26813731587726,-6.430550315795095,-90.10572431595943,-1.4806889296897932,-71.83758700008217,-78.26813731587725,,,,,-1.432790303,-1.527719543,3.634556369,11.61077086,8.0,0
116,train,1,1,-42.403321553103694,-48.7942606879415,-6.390939134837808,-91.1975822410452,-1.4715681182109805,-72.4033215531037,-78.7942606879415,,,,,-1.439968931,-1.528448778,3.832753579,11.81058847,8.0,0
117,train,1,1,-44.841261562883204,-43.419886033428874,1.4213755294543304,-88.26114759631207,0.32728381056680683,-74.8412615628832,-73.41988603342887,,,,,1.388628016,-1.405647649,3.863935817,4.257933771,8.0,0
118,train,1,1,-42.907300390241694,-41.49966742310231,1.407632967139385,-84.40696781334401,0.3241194686542126,-72.90730039024169,-71.49966742310231,,,,,1.37874831,-1.413027589,3.667424164,4.455333882,8.0,0
119,train,1,1,-45.68636235841013,-42.441251443275085,3.2451109151350437,-88.12761380168521,0.7472144018302221,-75.68636235841012,-72.44125144327509,,,,,1.36775111,-1.419780984,3.471310992,4.65295605,8.0,0
120,train,1,1,-43.325470471100466,-40.84072788302884,2.484742588071626,-84.1661983541293,0.5721331243221163,-73.32547047110046,-70.84072788302885,,,,,1.355438627,-1.425983829,3.275667871,4.850773134,8.0,0
121,train,1,1,-46.42065152999546,-41.05683937315562,5.363812156839842,-87.47749090315108,1.2350633913959654,-76.42065152999547,-71.05683937315561,,,,,1.341564394,-1.431700385,3.08058436,5.048762225,8.0,0
122,train,1,1,-43.151546383555875,-39.80269067346927,3.348855710086603,-82.95423705702515,0.771102523663341,-73.15154638355588,-69.80269067346927,,,,,1.325817664,-1.436985349,2.886173938,5.246903849,8.0,0
123,train,1,1,-46.1261017366127,-39.59496554223575,6.5311361943769555,-85.72106727884845,1.5038496841486242,-76.1261017366127,-69.59496554223574,,,,,1.307801595,-1.441885555,2.692582404,5.445181356,8.0,0
124,train,1,1,-42.71646217978771,-38.02995271976955,4.686509460018165,-80.74641489955727,1.0791086820813405,-72.71646217978771,-68.02995271976954,,,,,1.287002218,-1.446441332,2.5,5.643580424,8.0,0
125,train,1,1,-50.50122295963125,-37.29342122271652,13.207801736914732,-87.79464418234777,3.0412087390640727,-80.50122295963125,-67.29342122271652,,,,,1.262743546,-1.450687591,2.308679276,5.842088668,8.0,0
126,train,1,1,-43.27902142064283,-35.46366757726686,7.815353843375966,-78.74268899790968,1.7995517256231226,-73.27902142064283,-65.46366757726686,,,,,1.234121507,-1.4546547,2.11896201,6.040695324,8.0,0
127,train,1,1,-42.97569463554475,-33.78288971839214,9.192804917152607,-76.7585843539369,2.1167215565037965,-72.97569463554476,-63.78288971839214,,,,,1.199905038,-1.458369196,1.931320792,6.239390996,8.0,0
